,type,Ret,IR,Calmar,Turnover,PNL,Cost,Asset,threshold,Sample,fee
161,IC.CFE,-0.060757115372307345,-2.0577131545005507,-1.2843001647393018,0.04822721310414097,-11704520.0,2922192.9600000004,318706620.3733334,0.05,out_of_sample,0.0005
162,IF.CFE,0.02486795854153863,1.0552305648743816,1.9341617811706375,0.04820034995613011,8928000.0,2941269.2399999998,339320064.09333336,0.05,out_of_sample,0.0005
163,IH.CFE,-0.03612619464923101,-1.6383297890693398,-1.356583173464415,0.049278555561936624,-5735220.0,2961826.8600000003,324636286.47333324,0.05,out_of_sample,0.0005
164,ALL,-0.01646510397230687,-0.4369549439755954,-0.4785449861524236,0.09466399142413179,5414980.0,17306443.980000004,988108536.0200006,0.1,out_of_sample,0.0005
165,IC.CFE,-0.046637717261538,-0.9340948562239197,-0.8274937022004806,0.09491798869551313,-5455760.0,5771838.600000001,322105734.7333334,0.1,out_of_sample,0.0005
166,IF.CFE,0.011644102910770834,0.3031989057924095,0.3462999546655896,0.09296237184867882,8493480.0,5690270.040000001,336136543.2933337,0.1,out_of_sample,0.0005
167,IH.CFE,-0.01440169756615329,-0.3505498972963191,-0.77745452760823,0.0961116137282034,2377260.0,5844335.34,329866257.99333346,0.1,out_of_sample,0.0005
168,ALL,-0.009901444153846493,-0.19784546952832638,-0.21577843762258977,0.1385855816028911,18176800.0,25327843.0,992848956.9999998,0.15,out_of_sample,0.0005
169,IC.CFE,-0.05137402270153853,-0.8573379125592864,-0.7565334578880519,0.13860209504190849,-3993560.0,8374260.279999999,320965513.0533333,0.15,out_of_sample,0.0005
170,IF.CFE,0.0185219808923073,0.35345887820317917,0.40261650209469135,0.13854598135787363,12961800.0,8502804.6,337792328.73333323,0.15,out_of_sample,0.0005
171,IH.CFE,0.0031477093476922026,0.05615175161261571,0.10621439549540633,0.13860866840889122,9208560.0,8450778.12,334091115.2133333,0.15,out_of_sample,0.0005
172,ALL,-0.0005021368615382245,-0.0082828973768566,-0.009044653487318753,0.17769110102781815,32057960.0,32420614.4,999637345.6000001,0.2,out_of_sample,0.0005
