,type,Ret,IR,Calmar,Turnover,PNL,Cost,Asset,threshold,Sample,fee
51,QTUMUSDT,0.9332808937112878,3.132608790174407,10.166022828308025,0.07552988678628034,11206710.072,0.0,16762265.627555508,0.15,all_sample,0.0
52,TRXUSDT,0.8137765177003149,3.741017174066905,16.33043263695269,0.0746811448518506,9771717.77406,0.0,15327273.329615526,0.15,all_sample,0.0
53,XLMUSDT,0.6699005488017545,2.4536376409468956,6.239740225242137,0.0755097200015913,8044074.702569997,0.0,13599630.258125585,0.15,all_sample,0.0
54,XMRUSDT,0.5417364973993941,2.3164353131970272,6.118916819178117,0.07481943362072592,6505098.200000001,0.0,12060653.755555639,0.15,all_sample,0.0
55,XRPUSDT,1.0207671605514546,3.5598290647218214,8.754879726298874,0.07596384305038513,12257233.26857,0.0,17812788.8241256,0.15,all_sample,0.0
56,ZECUSDT,0.8004054365754776,3.0033443872323713,9.991252342369464,0.07547843821600848,9611159.649999999,0.0,15166715.205555616,0.15,all_sample,0.0
57,ALL,0.9031802568217953,4.832838767967466,0.23280324634270472,0.08306435854687744,195214782.90712184,0.0,295214782.9071218,0.2,all_sample,0.0
58,ADAUSDT,1.0954417706443325,4.044326864187621,24.63883287410565,0.08635612164937642,13153915.832940001,0.0,18709471.388495553,0.2,all_sample,0.0
59,BNBUSDT,1.0825669252951293,4.636825905267604,17.807950249209526,0.08471948897815358,12999316.4406,0.0,18554871.996155493,0.2,all_sample,0.0
60,BTCUSDT,0.5500584520587226,3.1924725963713643,8.914690503567055,0.08767811009661997,6605027.099999994,0.0,12160582.655555464,0.2,all_sample,0.0
61,BTTUSDT,1.1298655288285309,3.639566364229126,15.037157003048492,0.055348916426114725,13567271.640562799,0.0,19122827.196118344,0.2,all_sample,0.0
62,DASHUSDT,0.9026450719590186,3.1840740583274916,11.258528143506672,0.0854830666017353,10838839.290000008,0.0,16394394.845555594,0.2,all_sample,0.0
63,DOGEUSDT,0.7075665523331752,2.8947923007451224,7.99799239102478,0.06069310518607096,8496362.951469002,0.0,14051918.50702457,0.2,all_sample,0.0
64,EOSUSDT,0.7352315681132462,2.9520261107092334,10.474838540941843,0.08618977711782361,8828560.699299995,0.0,14384116.254855532,0.2,all_sample,0.0
65,ETCUSDT,1.243666211181687,4.271782402140003,27.51093152333011,0.08806742826036353,14933774.7606,0.0,20489330.316155545,0.2,all_sample,0.0
66,ETHUSDT,0.8545426618523366,4.06413762634746,12.198962611281141,0.08772917199273068,10261232.09,0.0,15816787.645555647,0.2,all_sample,0.0
67,LINKUSDT,0.7810633694975586,2.9267421687844695,12.085901415477686,0.08689650250546023,9378902.738500006,0.0,14934458.294055542,0.2,all_sample,0.0
68,LTCUSDT,0.6911280374564321,2.9482024663984663,11.934257837213833,0.08518034567956755,8298971.500000002,0.0,13854527.055555612,0.2,all_sample,0.0
69,NEOUSDT,1.0234602930147612,3.617053274974687,12.881694146913908,0.08643306700594804,12289572.037000004,0.0,17845127.592555486,0.2,all_sample,0.0
70,QTUMUSDT,1.0884945381687863,3.4498406928526575,12.431824999883844,0.08628280365433284,13070494.410000004,0.0,18626049.965555433,0.2,all_sample,0.0
71,TRXUSDT,0.9235916984193764,4.0663458720030174,19.158953692515137,0.0842423016339928,11090363.53239,0.0,16645919.087945508,0.2,all_sample,0.0
72,XLMUSDT,0.7907864065234421,2.790716342622769,8.45561851267981,0.08614462463613236,9495655.645049999,0.0,15051211.200605566,0.2,all_sample,0.0
73,XMRUSDT,0.640171696798987,2.6097678287429162,7.04109032668059,0.08524816082669995,7687094.690000002,0.0,13242650.24555557,0.2,all_sample,0.0
74,XRPUSDT,1.1127318211711228,3.7575973023523876,9.29405084192788,0.0863714102373087,13361532.40871,0.0,18917087.964265626,0.2,all_sample,0.0
75,ZECUSDT,0.9042320194756581,3.252737380588387,12.98179934714526,0.08609405135536258,10857895.14,0.0,16413450.695555625,0.2,all_sample,0.0
76,ALL,0.9645616984057181,5.0336305935629575,0.26313170958022714,0.08957534593028894,208481862.98645973,0.0,308481862.9864596,0.25,all_sample,0.0
77,ADAUSDT,1.1580625582849093,4.173928895222069,26.485816266586998,0.09302293718221846,13905857.736280004,0.0,19461413.291835666,0.25,all_sample,0.0
78,BNBUSDT,1.1429454544060953,4.79886226576368,17.664948928983932,0.09125346186005305,13724333.608399998,0.0,19279889.163955487,0.25,all_sample,0.0
79,BTCUSDT,0.5726832094141663,3.245465489082777,9.47406832121008,0.09460659943425397,6876702.109999991,0.0,12432257.665555445,0.25,all_sample,0.0
80,BTTUSDT,1.1465941775143955,3.6536200786958295,14.551733025483383,0.059410576549421924,13768146.979361698,0.0,19323702.53491728,0.25,all_sample,0.0
81,DASHUSDT,0.9918365049620779,3.423010487301989,13.773854859589262,0.09234571522006617,11909837.890000006,0.0,17465393.445555545,0.25,all_sample,0.0
82,DOGEUSDT,0.7510933589219484,2.992403363586267,8.470557224419553,0.06527286270381133,9019026.926578004,0.0,14574582.482133545,0.25,all_sample,0.0
83,EOSUSDT,0.8058916470991904,3.1452498757826666,12.546574321493642,0.09295691224279769,9677037.319999997,0.0,15232592.875555601,0.25,all_sample,0.0
84,ETCUSDT,1.294273670032155,4.32709149507851,29.309620495378024,0.09480683436718393,15541462.245299999,0.0,21097017.80085542,0.25,all_sample,0.0
85,ETHUSDT,0.8958613017724759,4.162212892797965,12.757164197474609,0.0947609319479788,10757380.7,0.0,16312936.255555596,0.25,all_sample,0.0
86,LINKUSDT,0.8674296432533393,3.167324844283551,12.496562019830797,0.09380913396635068,10415977.210400006,0.0,15971532.76595556,0.25,all_sample,0.0
87,LTCUSDT,0.7542461455734664,3.115957825854886,12.750819608500159,0.09182207549920961,9056885.160000002,0.0,14612440.715555564,0.25,all_sample,0.0
88,NEOUSDT,1.0836539097387439,3.7317601569722054,13.057845974740644,0.09317054401811563,13012368.802000003,0.0,18567924.357555415,0.25,all_sample,0.0
89,QTUMUSDT,1.1580703886300536,3.5633370677885345,13.404274484412031,0.09328700709946343,13905951.762,0.0,19461507.317555454,0.25,all_sample,0.0
90,TRXUSDT,0.9801310288026706,4.218566135980614,19.977455006251265,0.0905430270402414,11769280.12389,0.0,17324835.679445565,0.25,all_sample,0.0
91,XLMUSDT,0.8681195507648184,2.9923529614820588,9.692352121261447,0.09313551239530968,10424261.52599,0.0,15979817.081545582,0.25,all_sample,0.0
92,XMRUSDT,0.7282154086113897,2.874831745670368,7.607428501185675,0.09204105456509104,8744311.610000001,0.0,14299867.165555587,0.25,all_sample,0.0
93,XRPUSDT,1.1627117714878454,3.8726449117633464,9.573902767576303,0.09300453894539577,13961684.856259998,0.0,19517240.411815617,0.25,all_sample,0.0
94,ZECUSDT,1.0002908420331689,3.5025540556029937,15.423596744971471,0.09310650170823818,12011356.42,0.0,17566911.97555557,0.25,all_sample,0.0
95,ALL,1.0013792402289194,5.145795992596418,0.2867350592827206,0.09359095752337747,216439663.6357803,0.0,316439663.63578033,0.3,all_sample,0.0
96,ADAUSDT,1.203424575697103,4.283425516719718,28.267876786686067,0.09709709894711623,14450558.673420005,0.0,20006114.228975743,0.3,all_sample,0.0
97,BNBUSDT,1.182017975496431,4.906157378710236,18.74224183632094,0.0954184169155349,14193511.128899997,0.0,19749066.684455495,0.3,all_sample,0.0
98,BTCUSDT,0.5773215697310584,3.224463917868487,9.853661062642521,0.09880661716952345,6932398.90999999,0.0,12487954.465555467,0.3,all_sample,0.0
99,BTTUSDT,1.1716480486944674,3.697353677624989,14.916478996806065,0.06190087492524903,14068990.4578773,0.0,19624546.01343293,0.3,all_sample,0.0
100,DASHUSDT,1.0566248301928804,3.5935508108832166,15.814576020777757,0.09645283252736137,12687807.29000001,0.0,18243362.845555555,0.3,all_sample,0.0
101,DOGEUSDT,0.7675254199577974,3.0082120376458104,9.003189338287358,0.06814720591700794,9216340.881203003,0.0,14771896.436758585,0.3,all_sample,0.0
102,EOSUSDT,0.8332604658101916,3.2054396934109843,14.11662841417808,0.0970252516968803,10005678.373699993,0.0,15561233.929255562,0.3,all_sample,0.0
103,ETCUSDT,1.3296875376853738,4.35375460081587,30.74243662530915,0.09907141465127811,15966707.152800001,0.0,21522262.70835545,0.3,all_sample,0.0
104,ETHUSDT,0.9243626779697942,4.228187593481514,13.71247019530373,0.09905916736884764,11099621.35,0.0,16655176.905555611,0.3,all_sample,0.0
105,LINKUSDT,0.9186902333002933,3.3109801195215605,11.607750335681018,0.0980917507072444,11031507.405700004,0.0,16587062.961255552,0.3,all_sample,0.0
106,LTCUSDT,0.7925338034710068,3.2025380539662924,14.027988723582544,0.0959805161581994,9516638.150000002,0.0,15072193.705555584,0.3,all_sample,0.0
107,NEOUSDT,1.1181694595500526,3.7838477561246435,12.896797167356729,0.09747873887709799,13426826.831000004,0.0,18982382.38655549,0.3,all_sample,0.0
108,QTUMUSDT,1.2003884783250827,3.6452176841335415,13.971427111116279,0.09744100864482441,14414101.629,0.0,19969657.184555504,0.3,all_sample,0.0
109,TRXUSDT,1.0062829295309703,4.272144156179682,19.853775015422695,0.09446317897471103,12083308.59192,0.0,17638864.147475515,0.3,all_sample,0.0
110,XLMUSDT,0.907041713117265,3.068849338792528,10.318986750159816,0.09750966351668565,10891633.559209999,0.0,16447189.114765538,0.3,all_sample,0.0
111,XMRUSDT,0.7895234837409955,3.048543564005456,8.149839151487775,0.09621353485202142,9480490.640000004,0.0,15036046.195555562,0.3,all_sample,0.0
112,XRPUSDT,1.184931486347935,3.9086239929222772,9.58285239325917,0.09718150566791652,14228496.171049997,0.0,19784051.726605657,0.3,all_sample,0.0
113,ZECUSDT,1.061391635501848,3.6653048651927356,16.373377277911366,0.09729845790329492,12745046.44,0.0,18300601.99555555,0.3,all_sample,0.0
114,ALL,1.019838879147097,5.192194761514111,0.30258918475094265,0.09593477372127689,220429558.65035552,0.0,320429558.65035534,0.35,all_sample,0.0
115,ADAUSDT,1.234423249671863,4.356871073581992,29.646153355487147,0.09951046375318386,14822786.535570001,0.0,20378342.091125734,0.35,all_sample,0.0
116,BNBUSDT,1.1991937221414646,4.943880066958419,19.852227172614704,0.09779068721440866,14399755.159199996,0.0,19955310.714755513,0.35,all_sample,0.0
117,BTCUSDT,0.5719124736714822,3.1699020489492185,9.868125705846937,0.10119210243587698,6867447.21999999,0.0,12423002.775555458,0.35,all_sample,0.0
118,BTTUSDT,1.1896990255864672,3.73759387984593,15.071097812308558,0.06345927891285226,14285744.133976499,0.0,19841299.68953207,0.35,all_sample,0.0
119,DASHUSDT,1.0916594449257435,3.672235868666602,16.888841849433827,0.09884760919720212,13108498.180000009,0.0,18664053.735555574,0.35,all_sample,0.0
120,DOGEUSDT,0.7699374794229483,2.9939797509591455,9.179603860265324,0.06983045178310185,9245304.563289005,0.0,14800860.118844561,0.35,all_sample,0.0
121,EOSUSDT,0.8358915728851253,3.1790159538493197,14.412917918577913,0.09943338635518698,10037272.349699996,0.0,15592827.905255558,0.35,all_sample,0.0
122,ETCUSDT,1.3589327534763709,4.4092088238752085,32.2256513480678,0.10153227405731212,16317879.727500003,0.0,21873435.28305531,0.35,all_sample,0.0
123,ETHUSDT,0.9318560023268248,4.212261127929043,14.116166879247686,0.1017310355511073,11189600.17,0.0,16745155.72555562,0.35,all_sample,0.0
124,LINKUSDT,0.9427075134691592,3.370640804595517,11.285102415557887,0.10073664508001402,11319903.640300006,0.0,16875459.19585557,0.35,all_sample,0.0
125,LTCUSDT,0.8191033581599269,3.2775346907850103,14.521809892237254,0.09845000856158367,9835681.750000002,0.0,15391237.305555591,0.35,all_sample,0.0
126,NEOUSDT,1.1328686271607413,3.7938506193837918,12.466753762830306,0.09993178648087053,13603332.437000005,0.0,19158887.992555477,0.35,all_sample,0.0
127,QTUMUSDT,1.2322425037450042,3.7119467983140444,14.264930754395202,0.09978075134375738,14796600.434999999,0.0,20352155.9905555,0.35,all_sample,0.0
128,TRXUSDT,1.008982428232262,4.2553385175476555,19.27761571998908,0.09666665188175412,12115723.805269998,0.0,17671279.3608255,0.35,all_sample,0.0
129,XLMUSDT,0.9223969163294068,3.0883956588163226,10.526747003187102,0.09999797182177805,11076016.751510004,0.0,16631572.307065569,0.35,all_sample,0.0
130,XMRUSDT,0.8315323829762367,3.155064204330721,8.553803456976574,0.09872172855167335,9984927.790000005,0.0,15540483.3455556,0.35,all_sample,0.0
131,XRPUSDT,1.1800075316070924,3.872288181606618,9.222622226252506,0.09956651519431661,14169369.99204,0.0,19724925.547595568,0.35,all_sample,0.0
132,ZECUSDT,1.1037528388596196,3.780236393783528,17.052554395633948,0.09964657880700392,13253714.009999998,0.0,18809269.56555558,0.35,all_sample,0.0
133,ALL,1.0311612611032255,5.224429601478659,0.31405356662367534,0.09725431156174508,222876795.86448023,0.0,322876795.8644802,0.4,all_sample,0.0
134,ADAUSDT,1.253401956668439,4.398414534049562,30.10194974320012,0.10091562842212093,15050680.268620003,0.0,20606235.82417569,0.4,all_sample,0.0
135,BNBUSDT,1.2093157314440686,4.961723503078602,20.172126102363183,0.09911097904300793,14521298.870599994,0.0,20076854.426155504,0.4,all_sample,0.0
136,BTCUSDT,0.5697454862756869,3.1423012541646855,9.892298964633511,0.10256919899379413,6841426.32999999,0.0,12396981.885555465,0.4,all_sample,0.0
137,BTTUSDT,1.2045131897935062,3.7723607526937304,15.172957687254732,0.06438612313155574,14463630.6034692,0.0,20019186.159024768,0.4,all_sample,0.0
138,DASHUSDT,1.1085438174936135,3.707456376551966,17.43265780088921,0.10027485286890607,13311243.430000009,0.0,18866798.985555604,0.4,all_sample,0.0
139,DOGEUSDT,0.7645953660507278,2.963946412836733,9.281420071615907,0.07079892735034829,9181157.192291006,0.0,14736712.747846574,0.4,all_sample,0.0
140,EOSUSDT,0.8420305492947169,3.181020504988569,14.645267258491838,0.10077243396617049,10110988.343699995,0.0,15666543.899255563,0.4,all_sample,0.0
141,ETCUSDT,1.3828653065116232,4.472990368460522,34.098146465114596,0.10288805829144701,16605258.570200004,0.0,22160814.125755377,0.4,all_sample,0.0
142,ETHUSDT,0.9332366908456764,4.190261364642417,14.279674495655733,0.10327382388081846,11206179.29,0.0,16761734.84555558,0.4,all_sample,0.0
143,LINKUSDT,0.9536885138775579,3.3937014813425868,10.980888205084263,0.10225870863982871,11451762.000100005,0.0,17007317.555655558,0.4,all_sample,0.0
144,LTCUSDT,0.8320467858696557,3.31376659920845,14.796814836654452,0.0998469944590198,9991104.670000004,0.0,15546660.225555595,0.4,all_sample,0.0
145,NEOUSDT,1.1415822922848982,3.8019493165495923,12.378145889945877,0.1013404219780333,13707964.943000006,0.0,19263520.49855547,0.4,all_sample,0.0
146,QTUMUSDT,1.2535664790493697,3.763345504076207,14.489636296972808,0.10118565955112836,15052655.831,0.0,20608211.386555538,0.4,all_sample,0.0
147,TRXUSDT,1.0122751500241192,4.2553302870422245,18.836921213341856,0.09784008406210455,12155262.36083,0.0,17710817.916385513,0.4,all_sample,0.0
148,XLMUSDT,0.9415070743073,3.140097836506708,11.013364612989301,0.10135524969095873,11305488.930070003,0.0,16861044.485625584,0.4,all_sample,0.0
149,XMRUSDT,0.8625415399019776,3.229885127355748,8.840099327649298,0.10008724157744067,10357281.530000003,0.0,15912837.085555585,0.4,all_sample,0.0
150,XRPUSDT,1.1692953065905876,3.8201406259712862,8.846491649546225,0.1008709011337561,14040739.050600002,0.0,19596294.606155623,0.4,all_sample,0.0
151,ZECUSDT,1.126151463574522,3.8400101554707122,17.708043898361005,0.10080232107097192,13522673.649999999,0.0,19078229.20555556,0.4,all_sample,0.0
152,ALL,1.0374659616525086,5.243830764753998,0.32049692500742344,0.09792902878771509,224239503.6293218,0.0,324239503.6293218,0.45,all_sample,0.0
153,ADAUSDT,1.2663180683876458,4.4263213283628104,30.41214564147569,0.10166893265989728,15205775.181920003,0.0,20761330.737475704,0.45,all_sample,0.0
154,BNBUSDT,1.216512775097753,4.974492619100154,20.380946954382757,0.09979101996080969,14607719.992199996,0.0,20163275.54775549,0.45,all_sample,0.0
155,BTCUSDT,0.5675855226103217,3.1229233058005486,9.832914745854174,0.10328749958951694,6815489.779999989,0.0,12371045.335555451,0.45,all_sample,0.0
156,BTTUSDT,1.2064109272599428,3.774935730189333,14.972888724087538,0.06486051651620049,14486418.376927799,0.0,20041973.932483356,0.45,all_sample,0.0
157,DASHUSDT,1.1167674241039425,3.720280002513664,17.74442353689718,0.10101085961393165,13409991.380000012,0.0,18965546.93555559,0.45,all_sample,0.0
158,DOGEUSDT,0.7588028041019553,2.9349917878084937,9.237303214330622,0.07132829015857022,9111600.896034006,0.0,14667156.451589564,0.45,all_sample,0.0
159,EOSUSDT,0.8462677289612758,3.182449369658321,14.898142468182611,0.10137452302562908,10161867.820999995,0.0,15717423.376555555,0.45,all_sample,0.0
160,ETCUSDT,1.3936455173212818,4.496585721529312,35.01760775725103,0.10359112966301903,16734705.8758,0.0,22290261.431355376,0.45,all_sample,0.0
161,ETHUSDT,0.9350345609705331,4.1819079181847645,14.443457229526924,0.10407735986916195,11227767.87,0.0,16783323.4255556,0.45,all_sample,0.0
162,LINKUSDT,0.965785274172003,3.4277099463279197,10.735987099046739,0.10306340709378208,11597018.252900008,0.0,17152573.80845555,0.45,all_sample,0.0
163,LTCUSDT,0.8345316091429225,3.3158123421148367,14.853992606078597,0.10053595515300189,10020942.090000002,0.0,15576497.645555615,0.45,all_sample,0.0
164,NEOUSDT,1.1466631348773577,3.810181662483857,12.316817135581877,0.10207062559181192,13768975.010000005,0.0,19324530.56555549,0.45,all_sample,0.0
165,QTUMUSDT,1.2673854288315614,3.7995292958768156,14.707713478641487,0.10187405874704779,15218591.901000002,0.0,20774147.45655555,0.45,all_sample,0.0
166,TRXUSDT,1.0143623490539144,4.255654240236082,18.56262903598714,0.0984117215168838,12180325.16298,0.0,17735880.718535528,0.45,all_sample,0.0
167,XLMUSDT,0.9525930605530639,3.1722179035774927,11.347528842204756,0.10207013525784467,11438607.945530005,0.0,16994163.50108556,0.45,all_sample,0.0
168,XMRUSDT,0.8809332355005854,3.283696994674742,9.00273703406259,0.10081195759900477,10578126.510000004,0.0,16133682.06555561,0.45,all_sample,0.0
169,XRPUSDT,1.1679811496736967,3.808294782573753,8.828227802873299,0.10150742506886855,14024958.83303,0.0,19580514.3885856,0.45,all_sample,0.0
170,ZECUSDT,1.1368067391253827,3.8678339695687183,18.25251406364465,0.10138710109388967,13650620.750000002,0.0,19206176.305555552,0.45,all_sample,0.0
171,ALL,1.0401489057453857,5.252298330672839,0.3227344090137778,0.0982307280297577,224819399.33085763,0.0,324819399.33085763,0.5,all_sample,0.0
172,ADAUSDT,1.2759659626839082,4.445425540741739,30.643851382549958,0.10198897135732139,15321625.784790006,0.0,20877181.340345714,0.5,all_sample,0.0
173,BNBUSDT,1.2178275844812232,4.974942979229594,20.420290638581122,0.10008243422954044,14623508.044499993,0.0,20179063.600055482,0.5,all_sample,0.0
174,BTCUSDT,0.5671882396307093,3.117902252455288,9.827040688566735,0.10357486469655726,6810719.2599999895,0.0,12366274.815555463,0.5,all_sample,0.0
175,BTTUSDT,1.2040103318629596,3.767265164827812,14.926528016503195,0.06500423349987916,14457592.3538136,0.0,20013147.909369152,0.5,all_sample,0.0
176,DASHUSDT,1.118292013319534,3.7198816662653393,17.764713897440007,0.10133242663109379,13428298.440000013,0.0,18983853.995555595,0.5,all_sample,0.0
177,DOGEUSDT,0.7548774057697891,2.916832415315681,9.137302270317662,0.07153867115670887,9064465.246604007,0.0,14620020.802159557,0.5,all_sample,0.0
178,EOSUSDT,0.8496961630443554,3.189161545961016,15.227523236857792,0.10168136212639635,10203035.991299998,0.0,15758591.546855547,0.5,all_sample,0.0
