Date,T.CFE,TF.CFE,TS.CFE
2015-01-05,1.0,0.9978456598965517,1.0
2015-01-06,1.0,0.9984224642965517,1.0
2015-01-07,1.0,0.9972750487555683,1.0
2015-01-08,1.0,0.997369385541283,1.0
2015-01-09,1.0,0.9964549711022586,1.0
2015-01-12,1.0,0.9971953711022585,1.0
2015-01-13,1.0,0.9988204596022585,1.0
2015-01-14,1.0,0.998836341063797,1.0
2015-01-15,1.0,0.9991761190637971,1.0
2015-01-16,1.0,0.9991761190637971,1.0
2015-01-19,1.0,0.9991761190637971,1.0
2015-01-20,1.0,0.9994751226953762,1.0
2015-01-21,1.0,0.9992546246953762,1.0
2015-01-22,1.0,0.9994128305066969,1.0
2015-01-23,1.0,1.0009317133488023,1.0
2015-01-26,1.0,1.0010170006821355,1.0
2015-01-27,1.0,1.0031984969638257,1.0
2015-01-28,1.0,1.0046380869638256,1.0
2015-01-29,1.0,1.0053195019203474,1.0
2015-01-30,1.0,1.0057543155674065,1.0
2015-02-02,1.0,1.0069994621674063,1.0
2015-02-03,1.0,1.0068387761674067,1.0
2015-02-04,1.0,1.0068387761674067,1.0
2015-02-05,1.0,1.0079859808597142,1.0
2015-02-06,1.0,1.0075107375797143,1.0
2015-02-09,1.0,1.0075694375797142,1.0
2015-02-10,1.0,1.0081574445797141,1.0
2015-02-11,1.0,1.0098364475342596,1.0
2015-02-12,1.0,1.0097744835342597,1.0
2015-02-13,1.0,1.0097744835342597,1.0
2015-02-16,1.0,1.0097744835342597,1.0
2015-02-17,1.0,1.0097744835342597,1.0
2015-02-25,1.0,1.0097744835342597,1.0
2015-02-26,1.0,1.0090296200342597,1.0
2015-02-27,1.0,1.0094075180342599,1.0
2015-03-02,1.0,1.0092748040342598,1.0
2015-03-03,1.0,1.0086460813151585,1.0
2015-03-04,1.0,1.0083569284580158,1.0
2015-03-05,1.0,1.0096906540324841,1.0
2015-03-06,1.0,1.010009304032484,1.0
2015-03-09,1.0,1.010009304032484,1.0
2015-03-10,1.0,1.010009304032484,1.0
2015-03-11,1.0,1.0078002828839991,1.0
2015-03-12,1.0,1.0076621153108287,1.0
2015-03-13,1.0,1.0071603533108286,1.0
2015-03-16,1.0,1.0071603533108286,1.0
2015-03-17,1.0,1.0071603533108286,1.0
2015-03-18,1.0,1.0071603533108286,1.0
2015-03-19,1.0,1.0071603533108286,1.0
2015-03-20,1.0,1.0071603533108286,1.0
2015-03-23,0.999668753125,1.0068230233108286,1.0
2015-03-24,0.9985486751250001,1.0059719583108286,1.0
2015-03-25,0.9982237176250001,1.0059719583108286,1.0
2015-03-26,1.0000743226250002,1.0081090300755344,1.0
2015-03-27,0.9986857216250002,1.0049130895436196,1.0
2015-03-30,1.0028366566250002,1.0066272056949355,1.0
2015-03-31,1.0023136588201222,1.0075004992195256,1.0
2015-04-01,1.0038049715979,1.008627535364104,1.0
2015-04-02,1.0057556715979,1.010477035364104,1.0
2015-04-03,1.0068843165979,1.011411234259453,1.0
2015-04-07,1.0068353115979,1.011261229259453,1.0
2015-04-08,1.0068353115979,1.011261229259453,1.0
2015-04-09,1.0068353115979,1.011261229259453,1.0
2015-04-10,1.0068353115979,1.011261229259453,1.0
2015-04-13,1.0077029546861354,1.0119122882372307,1.0
2015-04-14,1.0046259149802528,1.008217278491468,1.0
2015-04-15,1.0078270149802528,1.010617278491468,1.0
2015-04-16,1.0077582667193834,1.010617278491468,1.0
2015-04-17,1.0075590767193834,1.0091225664955004,1.0
2015-04-20,1.0054881904693835,1.0051718864955002,1.0
2015-04-21,1.000915508370618,1.0025503651053655,1.0
2015-04-22,1.000915108370618,1.0024492751053657,1.0
2015-04-23,1.000915108370618,1.0024492751053657,1.0
2015-04-24,1.001248368370618,1.0037108954712195,1.0
2015-04-27,1.001262493477001,1.003806162657149,1.0
2015-04-28,0.999596166977001,1.0031548126571492,1.0
2015-04-29,0.998795496977001,1.0031548126571492,1.0
2015-04-30,0.9990144015459664,1.0021796166436356,1.0
2015-05-04,0.9993196140459664,1.0022796736820971,1.0
2015-05-05,0.9993185290459664,1.0028785986820972,1.0
2015-05-06,0.9999189000459664,1.0060252189816363,1.0
2015-05-07,0.9999187550459664,1.0059749339816364,1.0
2015-05-08,0.9992349133792997,1.0066893854816363,1.0
2015-05-11,0.9987345033792997,1.0132385264816361,1.0
2015-05-12,0.9987345033792997,1.0131878664816363,1.0
2015-05-13,0.9987345033792997,1.0131878664816363,1.0
2015-05-14,0.9987345033792997,1.0109098354149697,1.0
2015-05-15,0.9987345033792997,1.01761276909918,1.0
2015-05-18,1.0010274162364425,1.0201702778922837,1.0
2015-05-19,1.0010277212364427,1.0204746268003297,1.0
2015-05-20,1.0012112029031093,1.0204889524848535,1.0
2015-05-21,1.000503162171402,1.0184363961476441,1.0
2015-05-22,1.0002870788380684,1.0188924369476444,1.0
2015-05-25,0.9997873788380685,1.0184414319476442,1.0
2015-05-26,1.0035621846637566,1.0214568337692058,1.0
2015-05-27,1.0033635146637565,1.0210569037692057,1.0
2015-05-28,1.008229744218551,1.0210569037692057,1.0
2015-05-29,1.0073175593656098,1.020940873167702,1.0
2015-06-01,1.00777962030311,1.020791753167702,1.0
2015-06-02,1.0079452040665509,1.0245457421719848,1.0
2015-06-03,1.0067473240665508,1.0224467621719848,1.0
2015-06-04,1.0068447242039136,1.0224467621719848,1.0
2015-06-05,1.0060409534539134,1.024016141106644,1.0
2015-06-08,1.005533141231691,1.0235865297524773,1.0
2015-06-09,1.0052346012316913,1.0232866797524773,1.0
2015-06-10,1.0055767946012564,1.0235913966274774,1.0
2015-06-11,1.0054788146012563,1.0241922466274775,1.0
2015-06-12,1.0054788146012563,1.0241922466274775,1.0
2015-06-15,1.0077328030298276,1.026730632800947,1.0
2015-06-16,1.0079603258453618,1.0255953343233828,1.0
2015-06-17,1.0075080114703618,1.026010356485545,1.0
2015-06-18,1.0063117014703618,1.0257077749920387,1.0
2015-06-19,1.0054889789703618,1.0252582949920386,1.0
2015-06-23,1.0062213311578618,1.0246429150940797,1.0
2015-06-24,1.0062234311578617,1.0236697075940795,1.0
2015-06-25,1.0063661010623204,1.0239645731757971,1.0
2015-06-26,1.0062683010623203,1.023865573175797,1.0
2015-06-29,1.0070472409060702,1.0264426675236231,1.0
2015-06-30,1.0061185442394036,1.0263703681952647,1.0
2015-07-01,1.0067230642394034,1.026071428195265,1.0
2015-07-02,1.0064778042394034,1.026071428195265,1.0
2015-07-03,1.0057819242394035,1.0262395512387432,1.0
2015-07-06,1.0084834242394034,1.0307523571911241,1.0
2015-07-07,1.0079034991647766,1.032602147191124,1.0
2015-07-08,1.0034314626001508,1.032602147191124,1.0
2015-07-09,1.0011299035837573,1.0302557801686523,1.0
2015-07-10,0.9995309035837572,1.0284058801686522,1.0
2015-07-13,0.9995309035837572,1.0277873647982816,1.0
2015-07-14,0.9997549153694714,1.0301257688408352,1.0
2015-07-15,1.0016065353694714,1.031376208840835,1.0
2015-07-16,1.0005078853694713,1.0324684033145193,1.0
2015-07-17,1.0004091353694713,1.0319684133145193,1.0
2015-07-20,1.0004091353694713,1.0319684133145193,1.0
2015-07-21,1.0004091353694713,1.0317136138145193,1.0
2015-07-22,1.0004091353694713,1.0316137988145193,1.0
2015-07-23,1.0004091353694713,1.0314489712338744,1.0
2015-07-24,1.0004091353694713,1.0320985912338743,1.0
2015-07-27,1.0004091353694713,1.0320985912338743,1.0
2015-07-28,1.0004091353694713,1.0320985912338743,1.0
2015-07-29,1.0004091353694713,1.0320985912338743,1.0
2015-07-30,1.0007646553694713,1.0327814965155644,1.0
2015-07-31,1.000704568907933,1.0337830449441359,1.0
2015-08-03,1.0020701251579331,1.0333334049441358,1.0
2015-08-04,1.0013568994761148,1.032339546156257,1.0
2015-08-05,1.001408174476115,1.0322397161562569,1.0
2015-08-06,1.001408174476115,1.0322397161562569,1.0
2015-08-07,1.001408174476115,1.0322397161562569,1.0
2015-08-10,1.0016854618761148,1.0326582328229237,1.0
2015-08-11,1.003116574076115,1.0339868887985333,1.0
