Date,T.CFE,TF.CFE,TS.CFE
2015-01-05,1.0,0.9978456598965517,1.0
2015-01-06,1.0,0.9985191142965517,1.0
2015-01-07,1.0,0.9974682807555681,1.0
2015-01-08,1.0,0.9976592035412829,1.0
2015-01-09,1.0,0.9968415331022584,1.0
2015-01-12,1.0,0.9976785331022584,1.0
2015-01-13,1.0,0.9993036216022584,1.0
2015-01-14,1.0,0.9994166030637969,1.0
2015-01-15,1.0,0.9998536030637969,1.0
2015-01-16,1.0,0.9998536030637969,1.0
2015-01-19,1.0,0.9998536030637969,1.0
2015-01-20,1.0,1.000152606695376,1.0
2015-01-21,1.0,1.000029606695376,1.0
2015-01-22,1.0,1.0001878125066967,1.0
2015-01-23,1.0,1.001804547348802,1.0
2015-01-26,1.0,1.0019874446821353,1.0
2015-01-27,1.0,1.0042668409638256,1.0
2015-01-28,1.0,1.0058038409638255,1.0
2015-01-29,1.0,1.0064852559203472,1.0
2015-01-30,1.0,1.0070172695674062,1.0
2015-02-02,1.0,1.0083597181674062,1.0
2015-02-03,1.0,1.0082967181674063,1.0
2015-02-04,1.0,1.0082967181674063,1.0
2015-02-05,1.0,1.009443922859714,1.0
2015-02-06,1.0,1.0090668195797141,1.0
2015-02-09,1.0,1.0089596161511425,1.0
2015-02-10,1.0,1.0098446231511424,1.0
2015-02-11,1.0,1.011622132105688,1.0
2015-02-12,1.0,1.012839313824438,1.0
2015-02-13,1.0,1.012696313824438,1.0
2015-02-16,1.0,1.012696313824438,1.0
2015-02-17,1.0,1.012696313824438,1.0
2015-02-25,1.0,1.012696313824438,1.0
2015-02-26,1.0,1.0119514503244382,1.0
2015-02-27,1.0,1.012428450324438,1.0
2015-03-02,1.0,1.012295736324438,1.0
2015-03-03,1.0,1.011765763605337,1.0
2015-03-04,1.0,1.0115752607481943,1.0
2015-03-05,1.0,1.0130076863226625,1.0
2015-03-06,1.0,1.0134246863226624,1.0
2015-03-09,1.0,1.0134246863226624,1.0
2015-03-10,1.0,1.0134246863226624,1.0
2015-03-11,1.0,1.0112156651741775,1.0
2015-03-12,1.0,1.011176089601007,1.0
2015-03-13,1.0,1.0150188484721088,1.0
2015-03-16,1.0,1.0150558484721086,1.0
2015-03-17,1.0,1.0150558484721086,1.0
2015-03-18,1.0,1.0150558484721086,1.0
2015-03-19,1.0,1.0150558484721086,1.0
2015-03-20,1.0,1.0150558484721086,1.0
2015-03-23,0.999668753125,1.0147185184721088,1.0
2015-03-24,0.9986458101250001,1.0139655184721088,1.0
2015-03-25,0.998417872625,1.0139655184721088,1.0
2015-03-26,1.0003653126250003,1.0161025902368146,1.0
2015-03-27,0.9990730116250003,1.0130039497048997,1.0
2015-03-30,1.0033200116250003,1.0148155658562155,1.0
2015-03-31,1.0027970138201223,1.0157857593808057,1.0
2015-04-01,1.0043839865979,1.0170097455253841,1.0
2015-04-02,1.0064309865979,1.018956745525384,1.0
2015-04-03,1.0075596315979,1.019890944420733,1.0
2015-04-07,1.0076066315979,1.019837944420733,1.0
2015-04-08,1.0076066315979,1.019837944420733,1.0
2015-04-09,1.0076066315979,1.019837944420733,1.0
2015-04-10,1.0076066315979,1.019837944420733,1.0
2015-04-13,1.0084742746861355,1.0204890033985108,1.0
2015-04-14,1.0054929349802528,1.016890943652748,1.0
2015-04-15,1.008789934980253,1.019387943652748,1.0
2015-04-16,1.0087211867193833,1.019387943652748,1.0
2015-04-17,1.0086181867193835,1.0178932316567804,1.0
2015-04-20,1.0065473004693835,1.0140402316567803,1.0
2015-04-21,1.002071913370618,1.0114187102666456,1.0
2015-04-22,1.002168913370618,1.0114157102666457,1.0
2015-04-23,1.002168913370618,1.0114157102666457,1.0
2015-04-24,1.002502173370618,1.0126773306324994,1.0
2015-04-27,1.002613378477001,1.0128705178184292,1.0
2015-04-28,1.001044651977001,1.011936841598917,1.0
2015-04-29,1.000341651977001,1.011583841598917,1.0
2015-04-30,1.0005605565459663,1.0106086455854033,1.0
2015-05-04,1.0009636790459664,1.0108071276238648,1.0
2015-05-05,1.0010601040459666,1.011504127623865,1.0
2015-05-06,1.0017578950459665,1.014650747923404,1.0
2015-05-07,1.001700843507505,1.014697747923404,1.0
2015-05-08,1.0020140018408383,1.015412199423404,1.0
2015-05-11,1.0016110018408384,1.022059755423404,1.0
2015-05-12,1.0016110018408384,1.0221067554234042,1.0
2015-05-13,1.0016110018408384,1.0221067554234042,1.0
2015-05-14,1.0016110018408384,1.0198287243567374,1.0
2015-05-15,1.0016110018408384,1.0266297480409479,1.0
2015-05-18,1.0039039146979811,1.0292857568340514,1.0
2015-05-19,1.0040009146979814,1.0296883057420974,1.0
2015-05-20,1.004184396364648,1.0298004714266213,1.0
2015-05-21,1.0035732556329406,1.0278460750894118,1.0
2015-05-22,1.003453842299607,1.0284000508894122,1.0
2015-05-25,1.0030508422996072,1.028047050889412,1.0
2015-05-26,1.006825648125295,1.0310624527109735,1.0
2015-05-27,1.006722648125295,1.0307594527109734,1.0
2015-05-28,1.0115888776800896,1.0341185413026763,1.0
2015-05-29,1.0107717728271486,1.0342995107011728,1.0
2015-06-01,1.0113287687646484,1.0342465107011727,1.0
2015-06-02,1.0115889325280893,1.0380004997054557,1.0
2015-06-03,1.0104859325280895,1.0359974997054555,1.0
2015-06-04,1.010583332665452,1.0359974997054555,1.0
2015-06-05,1.009874541915452,1.0375668786401149,1.0
2015-06-08,1.0094619346932296,1.037233862285948,1.0
2015-06-09,1.0092589346932297,1.037030862285948,1.0
2015-06-10,1.009601128062795,1.0373355791609482,1.0
2015-06-11,1.0095981280627948,1.0370721470822966,1.0
2015-06-12,1.0095981280627948,1.0375191470822966,1.0
2015-06-15,1.011852116491366,1.040057533255766,1.0
2015-06-16,1.0121739343069003,1.039017884778202,1.0
2015-06-17,1.0118167199319004,1.039529266940364,1.0
2015-06-18,1.0107154099319002,1.0393228954468576,1.0
2015-06-19,1.0099879374319003,1.0389698954468576,1.0
2015-06-23,1.0108151846194002,1.0383545155488987,1.0
2015-06-24,1.0103768433694003,1.0374774430488987,1.0
2015-06-25,1.011566513273859,1.0378682836306161,1.0
2015-06-26,1.011563513273859,1.0378652836306161,1.0
2015-06-29,1.0123424531176088,1.0404423779784422,1.0
2015-06-30,1.0115083564509422,1.0404658036500838,1.0
2015-07-01,1.012207696450942,1.040262803650084,1.0
2015-07-02,1.0120570864509422,1.040262803650084,1.0
2015-07-03,1.011455906450942,1.040430926693562,1.0
2015-07-06,1.014252906450942,1.0450401576459432,1.0
2015-07-07,1.0136729813763152,1.046987157645943,1.0
2015-07-08,1.0092974248116895,1.046987157645943,1.0
2015-07-09,1.0070917257952958,1.0446407906234711,1.0
2015-07-10,1.0055887257952958,1.042887790623471,1.0
2015-07-13,1.0055887257952958,1.0422692752531006,1.0
2015-07-14,1.00581273758101,1.0447048092956541,1.0
2015-07-15,1.00775973758101,1.046051809295654,1.0
