Year,Ret,Std,MDD,IR,Calmar,Win_Ratio,Turnover
2015,0.04292628005879485,0.02511775778322207,0.013977976561978744,1.709001274288438,3.070993850108312,0.5357142857142857,1.1546391752577319
2016,0.07406645503657457,0.028054373456959263,0.011315427207253204,2.6401036954258337,6.545617207373122,0.5486111111111112,1.180327868852459
2017,0.044666911988576634,0.025720704611012803,0.021014316791792553,1.7366130774446846,2.125546713277966,0.5714285714285714,1.262295081967213
2018,0.047029277405487166,0.019260571088122822,0.00996752704476589,2.4417384713212438,4.718249290347599,0.5625,1.0534979423868314
2019,0.018320550752382567,0.016282248104629294,0.011610386510627735,1.125185578468968,1.5779449491722422,0.5454545454545454,1.1721311475409837
2020,0.07724413521670362,0.021780837702501287,0.009561995030517467,3.5464262794554036,8.078244651892838,0.6131386861313869,1.1275720164609053
2021,0.04178116522002913,0.015393002586467095,0.006469464372287903,2.7142959916580174,6.458210883577888,0.6086956521739131,1.1358024691358026
2022,0.04895589792513591,0.02131871518841869,0.008319568590474113,2.2963812543323914,5.884427466730703,0.6086956521739131,1.2545454545454544
All,0.049541554255100685,0.02193954442066252,0.021014316791792553,2.2580940289919043,2.3575143910674203,0.5749542961608776,1.1669333333333334
2015,0.04988557264532171,0.028332083206569648,0.022634986419497904,1.7607449576370804,2.2039144058133826,0.5857142857142857,1.1475409836065573
2016,0.04251856723981437,0.020535271172496393,0.009204650408212278,2.0705140381472527,4.619248461829666,0.5620915032679739,1.2540983606557377
2017,0.019585949906416524,0.01628322810805426,0.013025568694222667,1.2028296709009818,1.5036541103271472,0.5605095541401274,1.2868852459016393
2018,0.016440307847546732,0.013046568752438687,0.008100217396246445,1.2601250305352265,2.0296131626251164,0.5379310344827586,1.1934156378600824
2019,0.023692741338109703,0.011958306578554612,0.00932714460143036,1.9812789697664215,2.540192347235221,0.5660377358490566,1.3032786885245902
2020,0.056791755156979845,0.018266353296074955,0.010343161682527136,3.10909102854061,5.490753881660677,0.6928571428571428,1.1522633744855968
2021,0.03147183844963849,0.010323798815133874,0.0035457682634736365,3.048474598662583,8.875887004190986,0.6323529411764706,1.1193415637860082
2022,0.013890827810704744,0.014056402682024733,0.012553240882445915,0.9882206795674882,1.1065531157080934,0.5648854961832062,1.190909090909091
All,0.032002930372651825,0.01750341939062512,0.022634986419497904,1.8283816240952717,1.4138700938245017,0.58656330749354,1.2062337662337663
2015,,,0.0,,,,
2016,,,0.0,,,,
2017,,,0.0,,,,
2018,0.004625001061407663,0.006309402822650557,0.003568146329906985,0.7330330922609752,1.2961915330216371,0.5357142857142857,1.0566037735849056
2019,0.013322160026360578,0.004395646912346281,0.0013556459117226582,3.030762090772564,9.827167928704721,0.589041095890411,1.0735294117647058
2020,0.019339207687147163,0.008436143067219971,0.004701073196030081,2.292422915667807,4.11378569971609,0.6258503401360545,1.2148760330578512
2021,0.003885245452261755,0.004477801642725959,0.004529099645603996,0.8676680572872645,0.8578405767761867,0.5785714285714286,1.1618257261410787
2022,0.01055782017609769,0.006090692292105682,0.006924806134309458,1.733435161349717,1.5246376535782276,0.5510204081632653,1.3486238532110093
All,0.011207838238779367,0.006258301285388749,0.006924806134309458,1.7908754672687777,1.618505705632583,0.5831775700934579,1.202247191011236
