Year,Ret,Std,MDD,IR,Calmar,Win_Ratio,Turnover
2015,0.03141112970773013,0.02130977505761628,0.012384751628734314,1.4740244616755607,2.5362744970074345,0.49404761904761907,1.382716049382716
2016,0.05488173010723051,0.030811367211920695,0.015440987212463009,1.7812169687165706,3.554288942285593,0.5203619909502263,1.8114754098360657
2017,0.02248201815340922,0.030252193859197262,0.0316437858846601,0.7431533150305475,0.710471820134132,0.518348623853211,1.7868852459016393
2018,0.03096419018387641,0.020011159785953178,0.013922015868331306,1.5473461066265486,2.2241168575530277,0.49760765550239233,1.7201646090534979
2019,0.017901594400805496,0.019048033736545206,0.020441015011475105,0.9398132452096527,0.8757683701497192,0.5188679245283019,1.7377049180327868
2020,0.06474974276696277,0.022029137586307142,0.009057662561347657,2.939277241938417,7.148615034884772,0.5523809523809524,1.7283950617283952
2021,0.009619357997319972,0.01789522014369677,0.013993737176438481,0.5375378408355707,0.6874045064613808,0.4954128440366973,1.794238683127572
2022,0.021943227648257183,0.01946310698811806,0.01727308655621207,1.1274267598515078,1.2703709656549802,0.51010101010101,1.7918552036199096
All,0.03185615124105899,0.023123104453128554,0.0316437858846601,1.37767622447205,1.0067111235416948,0.5139056831922612,1.7184415584415584
2015,0.03448613324616483,0.02823935824559498,0.0208355057224352,1.221208107714143,1.6551618043535627,0.5406698564593302,1.7201646090534979
2016,0.014703088454264024,0.018899646541697342,0.008172474254309003,0.7779557369935642,1.7990987792358846,0.46788990825688076,1.7868852459016393
2017,0.01609435769984217,0.014927300760134076,0.009557196467807838,1.078182717589835,1.6840040647959789,0.5116279069767442,1.7622950819672132
2018,0.0034666205718167343,0.01156083142380326,0.008254494005638824,0.29985910569365365,0.41996766481974673,0.49,1.646090534979424
2019,0.016869146335139053,0.012824298343921202,0.011405013271173825,1.3154050134162025,1.479099228913291,0.5263157894736842,1.8688524590163935
2020,0.03487974436179361,0.019787320236820595,0.011266769853049308,1.7627320902649954,3.0958069452668853,0.5915492957746479,1.7530864197530864
2021,0.008877096070589532,0.010780501971421995,0.01009303958611052,0.8234399561469219,0.8795265286391721,0.4818181818181818,1.8106995884773662
2022,-0.0019225228174663807,0.013527787546554168,0.019392371592461988,-0.1421165738189088,-0.09913809707594944,0.5025125628140703,1.8009049773755657
All,0.01613568957275553,0.01722020464171947,0.0208355057224352,0.9370207792806086,0.7744323458096333,0.5141010575793185,1.7683116883116883
2015,0.0,0.0,0.0,,,,0.0
2016,0.0,0.0,0.0,,,,0.0
2017,0.0,0.0,0.0,,,,0.0
2018,-0.002225993278322452,0.003603232271071694,0.005197503518382218,-0.6177767934067665,-0.4282812451111755,0.410958904109589,0.6008230452674896
2019,-0.0003921755612582913,0.004985748350010918,0.006060493400583455,-0.07865931726326149,-0.0647101704987478,0.3403141361256545,1.5655737704918034
2020,-0.004408639200691841,0.00980552168873621,0.010862521729227748,-0.44960781696665153,-0.40585780268954785,0.46296296296296297,1.7777777777777777
2021,-0.01013218897070037,0.005742705962595927,0.010215798352005034,-1.7643579588950824,-0.9918156781855179,0.4372093023255814,1.7695473251028806
2022,-0.010350218621180277,0.006061262002945947,0.012808813937183139,-1.7076012579805615,-0.8080544125271644,0.41089108910891087,1.8280542986425339
All,-0.0033545074101343,0.0050282104490648695,0.03237003291350582,-0.6671374327138914,-0.10363002778210618,0.41471571906354515,0.9319480519480519
