Year,Ret,Std,MDD,IR,Calmar,Win_Ratio,Turnover
2015,0.042671457634135095,0.024272177037296946,0.014579725738849025,1.7580399800382789,2.926766826651139,0.5968586387434555,1.9690721649484537
2016,0.035735989136446863,0.02175134922520447,0.011034373650435358,1.6429320667169296,3.238606038598023,0.5269709543568465,1.9754098360655739
2017,0.03471266814760125,0.026117023608147365,0.022311533133248407,1.3291203725363416,1.5558172511181139,0.5439330543933054,1.959016393442623
2018,0.025074336734742894,0.019628239604334626,0.009701578129781674,1.277462331833649,2.5845626762279315,0.5,1.9753086419753085
2019,0.013401419040648205,0.01588617587285653,0.018991642467045988,0.8435899959754422,0.7056482378447333,0.5189873417721519,1.9426229508196722
2020,0.02555092417516095,0.019551415317728596,0.010819900617941691,1.3068580335456428,2.3614749411646256,0.5147679324894515,1.9506172839506173
2021,0.027248394474519974,0.01494293804661159,0.008223194846134874,1.823496449595381,3.3136019496519,0.5659574468085107,1.9341563786008231
2022,-0.008391285369302654,0.014672786316823984,0.018373737219606445,-0.5718944710372502,-0.456699977201611,0.5190476190476191,1.9004524886877827
All,0.024417113857168025,0.019925782544655032,0.022311533133248407,1.2254030075078663,1.0943718529490878,0.5344262295081967,1.950959488272921
2015,0.033415745163896046,0.020989288577364033,0.01075857199399366,1.5920380074212408,3.105964730500621,0.5684647302904564,1.9754098360655739
2016,0.0027060121924444157,0.013574129522384064,0.01211417131682535,0.1993506978095455,0.22337575734016904,0.5021834061135371,1.8770491803278688
2017,0.026643297791554367,0.013493263797735383,0.009027554767711221,1.9745628775171502,2.9513305072209834,0.5517241379310345,1.901639344262295
2018,0.024408277030491757,0.011207138211379851,0.005187064085804938,2.177922371449593,4.705605449774203,0.5574468085106383,1.9341563786008231
2019,0.013068736531749359,0.008448299472390374,0.00764970738801618,1.5469073479768196,1.7083969188445665,0.5230125523012552,1.959016393442623
2020,0.025289125772827027,0.014732055502698009,0.013916945044214257,1.716605382609074,1.8171463415629832,0.5291666666666667,1.9753086419753085
2021,0.00655911318973453,0.008277413462133931,0.007986491457595446,0.7924109650605251,0.82127592880558,0.5217391304347826,1.8930041152263375
2022,0.0019055377179222897,0.010562918733536411,0.006212357326206952,0.18039878616810348,0.30673343754451166,0.5116279069767442,1.9457013574660633
All,0.01692362533323259,0.013259585704027521,0.014119744846460613,1.2763313810092978,1.1985786936847391,0.5335840945728103,1.9325025960539979
2015,,,0.0,,,,
2016,,,0.0,,,,
2017,,,0.0,,,,
2018,-0.0018569917656929393,0.003671393419833512,0.001853278110035439,-0.5058002652783392,-1.0020038307458503,0.475,1.7777777777777777
2019,0.006422232636659392,0.004134128373753367,0.001015194634446659,1.5534671534228774,6.326109712114356,0.47619047619047616,1.5
2020,0.008196807166829101,0.007022525776208083,0.00631603601636288,1.1672163873857775,1.2977771414845845,0.5263157894736842,1.884297520661157
2021,0.002110351952060898,0.0037982207564040403,0.003435233062123455,0.5556159284587951,0.6143256989836972,0.502262443438914,1.83402489626556
2022,8.619596500722909e-06,0.004616613962866924,0.00489131155732192,0.001867081928455228,0.001762226020507737,0.52,1.82648401826484
All,0.0036435800608878312,0.005123918943697786,0.007760561334190785,0.7110924471920634,0.4694995508682179,0.5097024579560155,1.79976717112922
