Year,Ret,Std,MDD,IR,Calmar,Win_Ratio
2015,0.048117608933665845,0.024762229783823215,0.013977976561978744,1.9431856239820673,3.4423872954938077,0.5398230088495575
2016,0.06654681893450114,0.03105251985888933,0.017815919904967115,2.1430408622845127,3.7352446177055247,0.5517241379310345
2017,0.03943737143784649,0.024431528875539118,0.021014316791792553,1.6141998987763406,1.8766906308964242,0.5641025641025641
2018,0.0448620599832104,0.019198436484048863,0.009296319926572538,2.3367559134559897,4.825787014383723,0.5634920634920635
2019,0.017517473600500315,0.017103301544476486,0.01555210783346761,1.0242159126380828,1.126372951375974,0.5460992907801419
2020,0.0694635332620298,0.020681915396071112,0.009561995030517467,3.358660546267663,7.26454396183373,0.6102941176470589
2021,0.030943780664528,0.015174149780433483,0.006060117156255096,2.039243128101245,5.106135717621998,0.5942028985507246
2022,-0.005851652303111795,0.016994091982370615,0.01435644836512795,-0.3443345080856453,-0.40759748889743197,0.5625
All,0.04146160515584045,0.021926597864604703,0.021014316791792553,1.890927421201553,1.973017041983201,0.5671497584541063
2015,0.055250979185215855,0.021981916856484294,0.006612339623528252,2.5134741226590416,8.355738260723927,0.5714285714285714
2016,0.03630347450309356,0.022606721008026822,0.00900804742686312,1.60587085982985,4.030115826747545,0.5751633986928104
2017,-0.0009527132507773801,0.02217496483406872,0.02300626291150054,-0.04296346162920042,-0.041411039004563,0.5605095541401274
2018,0.01867573393607958,0.013070714642857835,0.006993723453721401,1.4288227114103869,2.6703563644830868,0.5352112676056338
2019,0.026565276851791664,0.01286366282225551,0.010012593592536034,2.0651409492660906,2.653186370372104,0.5723270440251572
2020,0.06603666829938763,0.017310393513403483,0.005785344568782658,3.8148565628074986,11.414474542401017,0.6950354609929078
2021,0.021823381057882344,0.008855468643709256,0.003735478798651548,2.464395949658207,5.842191117711673,0.635036496350365
2022,-0.02014248116101712,0.01580989445911381,0.01593960679124995,-1.2740427340048266,-1.2636749089741874,0.5
All,0.028260722075175316,0.017640210038476628,0.02300626291150054,1.6020626746242446,1.2283925548398449,0.5844625112917796
2015,,,0.0,,,
2016,,,0.0,,,
2017,,,0.0,,,
2018,-0.004967171513850103,0.0055196739322992934,0.003568146329906985,-0.8999030694157258,-1.392087390647902,0.41379310344827586
2019,0.012299772845710516,0.00453078235835372,0.0009500976811862571,2.714712796352393,12.9457981945114,0.5846153846153846
2020,0.020536636524031364,0.008317279262074444,0.004701073196030081,2.46915317821242,4.368499631397774,0.6190476190476191
2021,0.0023741546715605483,0.005417898580709935,0.004684795279833565,0.43820581655285445,0.5067787448003265,0.5886524822695035
2022,-0.010103561445671694,0.006009920071947361,0.007246106611345948,-1.6811473904340786,-1.3943434712720824,0.4457831325301205
All,0.006891606959776299,0.006482364661306429,0.007246106611345948,1.0631316378902067,0.9510772238688051,0.5612903225806452
