Year,Ret,Std,MDD,IR,Calmar,Win_Ratio,Turnover
2015,0.007349100095090932,0.01648165476288673,0.013435071449896752,0.44589576719199225,0.5470086350115697,0.46078431372549017,0.8395061728395061
2016,-0.01407839620402221,0.02286155063993443,0.029158691475523413,-0.6158110806110477,-0.4828198897690589,0.4444444444444444,1.180327868852459
2017,-0.019589629783934717,0.023893856589978134,0.030863435707971343,-0.8198605239872097,-0.6347196718243248,0.460431654676259,1.139344262295082
2018,0.01256613326880667,0.012398176981479285,0.010693283578218638,1.0135468535074377,1.1751426189054668,0.4925373134328358,1.1028806584362139
2019,-0.006295182460498623,0.013871198084469233,0.01661948079960074,-0.4538311991627435,-0.3787833408520112,0.5,1.1311475409836067
2020,0.0045702693055086965,0.013368337086748621,0.017683606467698065,0.34187268587347197,0.2584466756742763,0.453125,1.0534979423868314
2021,0.0024258572942743913,0.013620791428687398,0.013312537220663723,0.17809958451938246,0.18222351262304642,0.47058823529411764,1.2592592592592593
2022,-0.00036350303896591377,0.01295445435740396,0.014556672425693584,-0.02806008102982416,-0.024971575119345578,0.5037593984962406,1.2036199095022626
All,-0.00171007613603128,0.01677329718609314,0.05430019650155826,-0.1019522945941193,-0.03149300087675015,0.4733893557422969,1.1127272727272728
2015,0.02756142994273221,0.01788678732588364,0.00599275626350626,1.540882073487203,4.599124131006537,0.49606299212598426,1.045267489711934
2016,-0.015496122022833157,0.00989618491330109,0.018737307087684396,-1.5658682773808523,-0.8270196966040229,0.39568345323741005,1.139344262295082
2017,-0.007395460488281663,0.009229773139134756,0.010283143397159966,-0.8012613502843852,-0.7191828609843335,0.3769230769230769,1.0655737704918034
2018,0.0015492886861504065,0.006969258958857219,0.007961515814391307,0.22230321692687544,0.19459720011481965,0.48854961832061067,1.0781893004115226
2019,-0.008555508846404202,0.009238453669584978,0.014533300563483231,-0.9260758512618642,-0.5886831287244556,0.4594594594594595,1.2131147540983607
2020,-0.010498712956448433,0.01562625701982164,0.02762477821799103,-0.6718635782792384,-0.38004695905978336,0.4594594594594595,1.2181069958847737
2021,0.0011126672630203784,0.0076228791384158135,0.009297926420099856,0.14596417479755724,0.11966832310213409,0.42857142857142855,1.2098765432098766
2022,-0.009134400259692603,0.009365877205386038,0.015564522381901202,-0.975285075747062,-0.5868731487908875,0.5038167938931297,1.1855203619909502
All,-0.0025447777793824664,0.011355437410628576,0.05637126039998053,-0.22410213603930218,-0.045143176883505436,0.45049954586739327,1.143896103896104
2015,0.0,0.0,0.0,,,,0.0
2016,0.0,0.0,0.0,,,,0.0
2017,0.0,0.0,0.0,,,,0.0
2018,0.0005033646661225604,0.002066586893149951,0.0009043644374996385,0.24357295006130494,0.5565949359024432,0.4186046511627907,0.3539094650205761
2019,-0.008394864236885192,0.003889138554340982,0.00802511061031741,-2.1585407975539996,-1.046074583207914,0.19090909090909092,0.901639344262295
2020,-0.010921642203900576,0.006640402330338372,0.011461542620807452,-1.644725976015379,-0.9528946115920964,0.3706293706293706,1.176954732510288
2021,-0.016550093685013274,0.0047658605252013046,0.016653238910548707,-3.4726349202831983,-0.993806296415402,0.2585034013605442,1.2098765432098766
2022,-0.01360531471237397,0.004515147643512563,0.012914547415080802,-3.01326020466292,-1.053487534258191,0.362962962962963,1.2217194570135748
All,-0.006030356172661256,0.0036543654014722783,0.04787805521960142,-1.6501787616070722,-0.12595240439491387,0.3096885813148789,0.6005194805194805
