Year,Ret,Std,MDD,IR,Calmar,Win_Ratio,Turnover
2015,0.01162136516819502,0.016181551593361394,0.014421641622954118,0.7181860837722617,0.8058281762942955,0.41818181818181815,0.9053497942386832
2016,0.05236749098338541,0.0218110927387004,0.005032648834808917,2.400956779687953,10.40555236462743,0.5220588235294118,1.1147540983606556
2017,0.01916330737041932,0.017012181802207007,0.010346443158583574,1.1264461897493505,1.8521637896904828,0.5263157894736842,1.0901639344262295
2018,-0.0007262186478914922,0.014484032082357347,0.014155706146686375,-0.05013925982503738,-0.051302184459479504,0.44715447154471544,1.0123456790123457
2019,0.0070451997817840934,0.012828488602402726,0.010103512146811378,0.5491839296224308,0.697302054910433,0.5,1.098360655737705
2020,0.04608135695066439,0.017407544973950553,0.007734800168228251,2.647205968424763,5.957666125616259,0.5748031496062992,1.045267489711934
2021,-0.01000039411344014,0.01053321817326889,0.013038018952038266,-0.9494148843151331,-0.7670179150856928,0.3709677419354839,1.0205761316872428
2022,0.006680333674196505,0.013624066637487267,0.0063948954151773485,0.49033330883858495,1.0446353287251127,0.45871559633027525,0.9864253393665159
All,0.01665667109660278,0.01586591805251191,0.016918934028339105,1.0498397282447627,0.9844988501464077,0.4799196787148594,1.0348051948051948
2015,-0.011441129683087628,0.023181883295980706,0.02676699091637591,-0.49353754123468047,-0.4274342872096244,0.45454545454545453,1.0864197530864197
2016,0.01595709841843677,0.016003759508064083,0.006959499980569994,0.9970843669824081,2.292851277101356,0.48226950354609927,1.1557377049180326
2017,0.0065376943915527175,0.011566667449870598,0.00905458755579347,0.5652184970205794,0.7220311639009611,0.49624060150375937,1.0901639344262295
2018,-0.013601527665614453,0.009418488867243061,0.017197394325516924,-1.4441305667323927,-0.7909063087210227,0.40625,1.0534979423868314
2019,0.006865607588610941,0.008702313231686066,0.011871325739183036,0.7889405271706975,0.578335372093279,0.4657534246575342,1.1967213114754098
2020,0.026066184303681236,0.01181837487250966,0.0036262685076917656,2.2055641816129006,7.18815615787734,0.5772357723577236,1.0123456790123457
2021,-0.006992224117376347,0.007588679036572785,0.011456685966559244,-0.9214020099780357,-0.6103182139918865,0.37606837606837606,0.962962962962963
2022,-0.009428861943751537,0.009788837814104707,0.015102337149284883,-0.9632258826645915,-0.6243313104818353,0.425,1.0859728506787332
All,0.0018855926219360501,0.013192907512845298,0.02943850499901668,0.14292472073348045,0.06405191506834446,0.46153846153846156,1.0805194805194804
2015,0.0,0.0,0.0,,,,0.0
2016,0.0,0.0,0.0,,,,0.0
2017,0.0,0.0,0.0,,,,0.0
2018,-0.008000741648148136,0.0031964512188586147,0.008616903374999874,-2.503007585707825,-0.9284938335690985,0.20408163265306123,0.4032921810699588
2019,-0.002900560690430492,0.002759817476641468,0.005745427255813507,-1.0509972905745564,-0.504846821878314,0.24761904761904763,0.860655737704918
2020,-0.008118856837569789,0.007061850213258945,0.007843667664799492,-1.1496784259635338,-1.0350842468766595,0.4566929133858268,1.045267489711934
2021,-0.012045851102909533,0.003084256096825291,0.01151375713494851,-3.905593674697979,-1.046213756441494,0.2689075630252101,0.9794238683127572
2022,-0.012006928188876985,0.004156031175536248,0.012119782057820938,-2.889037084118539,-0.9906884572341689,0.28703703703703703,0.9773755656108598
All,-0.005301543993892636,0.0034332819617709292,0.0420368183791241,-1.5441621320137757,-0.12611668052702665,0.3090551181102362,0.5277922077922077
