,signal,ret,cumsum
2017-04-14,-0.002476780185758698,-0.003385145283930968,-0.12026119579175554
2019-06-11,-0.0024650780608052036,-0.0010597119363201513,-0.12132090772807569
2017-09-18,-0.0024638288949463405,-0.0010302819151163378,-0.12235118964319203
2021-02-04,-0.0024633069896338178,-0.0008398756750158665,-0.12319106531820789
2022-11-04,-0.0024630541871921707,0.0017843071495955432,-0.12140675816861235
2021-08-13,-0.002449755024497624,-0.002660993147766688,-0.12406775131637904
2020-11-09,-0.0024482301336327117,-0.0015679585855010725,-0.1256357099018801
2017-04-28,-0.002446769743349564,-0.00027427231930043927,-0.12590998222118055
2019-10-10,-0.0024372905453439175,-0.0012157452626901932,-0.12712572748387074
2015-03-26,-0.0024268084886661656,-0.002692626346313176,-0.12981835383018392
2018-05-07,-0.0024264162886380447,-0.0028037251777237593,-0.13262207900790768
2015-04-24,-0.0024171981073852766,6.867660188158986e-05,-0.1325534024060261
2020-03-27,-0.0024057344854674367,-0.0018954869267622243,-0.1344488893327883
2015-08-13,-0.0024054803116664303,0.0007412290739419181,-0.1337076602588464
2020-02-20,-0.002398920485781386,0.0017871032448699697,-0.13192055701397642
2015-07-30,-0.0023925933631540053,0.0007763093119248499,-0.13114424770205158
2019-01-09,-0.0023894255210979987,0.0010637105498805255,-0.13008053715217105
2018-02-14,-0.002389356502850881,-0.0013624788268323806,-0.13144301597900343
2015-10-16,-0.002386998476383906,-0.0018158917756911919,-0.13325890775469462
2018-04-25,-0.002370916754478536,-0.0017959540603295077,-0.13505486181502413
2019-02-22,-0.0023542658273195682,-0.00035093473920289053,-0.13540579655422702
2017-06-21,-0.0023486430062629182,-0.001889486010412833,-0.13729528256463985
2019-11-12,-0.002346100882337776,-0.00011929591567461095,-0.13741457848031446
2021-02-10,-0.0023223409196472256,-0.0021776289648851588,-0.13959220744519962
2016-03-14,-0.002307152171732385,0.0007782879261630793,-0.13881391951903654
2015-05-28,-0.0023000522739154983,-0.004361130745344055,-0.1431750502643806
2018-11-01,-0.0022952529994781923,-0.00027609084779545157,-0.14345114111217605
2022-05-31,-0.0022848060398352743,0.0009244124044276436,-0.1425267287077484
2015-09-11,-0.002280265339966725,0.0004262337614204803,-0.14210049494632793
2018-05-02,-0.0022729675441378605,0.00048096025655808283,-0.14161953468976984
2016-03-10,-0.0022658610271902857,0.0021574842350466916,-0.13946205045472315
2020-07-29,-0.002261079288513823,-0.0019982640126797735,-0.14146031446740293
2017-01-06,-0.002255253716043071,-0.00226804955703952,-0.14372836402444245
2015-11-18,-0.00224466891133579,-0.0022205552255845085,-0.14594891925002695
2018-10-30,-0.0022437904404090103,0.0006429491000179421,-0.145305970150009
2018-03-29,-0.002239641657334923,0.0008811265156452031,-0.1444248436343638
2017-06-02,-0.002215423567887176,0.0017504573615321206,-0.1426743862728317
2016-03-17,-0.0021999999999999797,-0.0016245086379782503,-0.14429889491080994
2022-06-20,-0.0021928731622228304,-0.00028863699328285364,-0.1445875319040928
2019-01-04,-0.0021871820956255172,-0.00258633674556219,-0.14717386864965498
2022-02-07,-0.0021732687938357254,0.00048345849814479536,-0.1466904101515102
2017-05-17,-0.002172530733361544,0.005532025666427742,-0.14115838448508244
2022-01-24,-0.002166207168176393,0.0007944426615709155,-0.14036394182351153
2019-05-31,-0.0021651716671821086,0.002068149803187813,-0.13829579202032372
2017-08-17,-0.0021583491261318866,0.0017145620443732579,-0.13658122997595046
2020-12-09,-0.002152080344332896,0.0011276645348736736,-0.13545356544107678
2020-11-13,-0.0021472392638035576,0.0012548442985271802,-0.1341987211425496
2019-10-21,-0.002141873629455948,-0.0010699573999850553,-0.13526867854253466
2015-03-31,-0.002139874739039649,0.0005484819804535412,-0.13472019656208112
2020-02-25,-0.0021373894025251694,0.0007750352264399574,-0.13394516133564116
2021-06-04,-0.002136317395727283,-0.0021284408257330467,-0.1360736021613742
2016-08-30,-0.0021305058712780545,-0.0009600903973782104,-0.13703369255875242
2018-02-22,-0.0021238359745138213,2.4165150256605372e-05,-0.1370095274084958
2022-08-22,-0.0021147887670291965,-6.34938890125003e-05,-0.1370730212975083
2016-02-22,-0.002105896510228633,0.0005585127737657292,-0.13651450852374258
2016-11-15,-0.002105896510228633,0.001763578343073835,-0.13475093018066875
2017-09-29,-0.0020986358866734722,-5.944999080598201e-05,-0.13481038017147473
2017-12-07,-0.002095872742906346,0.0002662546708243063,-0.13454412550065042
2018-01-02,-0.00209294837394014,-0.004143855900766158,-0.13868798140141658
2018-07-09,-0.0020924879681942787,-0.0006027929033113333,-0.13929077430472792
2018-07-30,-0.0020920502092048876,0.0018726076185207052,-0.1374181666862072
2021-08-03,-0.0020899681528663283,-0.0005041089569525203,-0.13792227564315973
2015-04-03,-0.002076519752894024,-0.0013291801270234327,-0.13925145577018316
2015-03-25,-0.002061430632859129,-0.0010573823339781185,-0.14030883810416128
2021-03-11,-0.002058248430585663,-0.0005896116512743577,-0.14089844975543564
2018-09-07,-0.0020580474934036586,-0.00018778272022357267,-0.1410862324756592
2020-04-02,-0.0020568070519098036,-0.0016683812183114766,-0.1427546136939707
2019-06-24,-0.002051702913418274,-0.0007555902953392257,-0.14351020398930991
2016-04-05,-0.0020515386539903258,-0.001476486083846984,-0.1449866900731569
2018-05-30,-0.002045311516677195,-0.0016617917239333257,-0.14664848179709022
2019-01-03,-0.0020360378703045967,0.0016096482270810952,-0.14503883357000913
2022-11-14,-0.002035345512311326,-0.0014262570549647968,-0.14646509062497393
2015-11-06,-0.0020266504534630636,-0.006373143890764932,-0.15283823451573886
2016-11-08,-0.002024291497975783,-0.007148323248830968,-0.15998655776456983
2019-08-21,-0.0020229606028423497,-0.0007726050544666352,-0.16075916281903646
2016-05-18,-0.0020215292869055768,-0.0014704966516652096,-0.16222965947070167
2015-09-07,-0.002018633540372683,-0.0013677055702918661,-0.16359736504099354
2019-08-30,-0.002017959842599004,-0.00015590647343888264,-0.16375327151443242
2018-05-14,-0.002017841971112877,-0.0011137478725514738,-0.1648670193869839
2016-05-26,-0.002014910336490261,-0.00044103283819807437,-0.16530805222518197
2017-05-16,-0.0020115398867185386,0.0003320774652117997,-0.16497597475997017
2017-08-24,-0.0020048538567055685,-3.496381245415847e-05,-0.16501093857242433
2017-03-28,-0.0020020533880905633,-0.003076503120155172,-0.1680874416925795
2017-11-21,-0.002001081665765292,-0.0017355604404875047,-0.169823002133067
2021-12-16,-0.0019987008444510845,0.0005457805076503064,-0.1692772216254167
2018-03-02,-0.0019959003128708908,0.00041839844993729614,-0.1688588231754794
2019-03-14,-0.00199427285743492,-0.0015087998265331803,-0.17036762300201258
2016-07-12,-0.0019910403185664505,-0.0011194584770678473,-0.17148708147908043
2019-07-24,-0.001983622399674756,-8.486442907629232e-06,-0.17149556792198806
2016-08-29,-0.001979120281035085,-0.0003171884718659035,-0.17181275639385396
2016-08-23,-0.001973943939991951,-0.0036566653404900284,-0.175469421734344
2018-05-17,-0.0019649495485928314,-0.0013325963301940025,-0.176802018064538
2019-05-06,-0.0019589648417361882,-0.0009890636863770785,-0.17779108175091507
2016-03-21,-0.0019578313253011403,-0.00024810144943676615,-0.17803918320035184
2015-03-24,-0.001956040562104411,0.000794281175536149,-0.1772449020248157
2018-02-12,-0.0019550342130986165,0.0017589622569802454,-0.17548593976783544
2017-06-06,-0.0019474709195220763,-0.0013404211285366063,-0.17682636089637205
2021-04-26,-0.0019437340153451999,0.0006087359119999469,-0.1762176249843721
2022-05-19,-0.0019412643106021532,-0.00045880946819254476,-0.17667643445256465
2017-07-25,-0.0019405255152881162,-0.0016233541853688527,-0.1782997886379335
2019-01-30,-0.0019387755102040494,0.0014208006384548444,-0.17687898799947865
2019-11-25,-0.0019369966357426494,-0.00017743114735657706,-0.17705641914683523
2017-06-13,-0.0019355513705794358,-0.0003974022191928217,-0.17745382136602805
2019-08-19,-0.0019201616978273828,0.0001419738033276996,-0.17731184756270035
2016-03-03,-0.0019174487839339616,-0.00048032301011902145,-0.17779217057281937
2021-03-18,-0.00190908621846142,0.0007105469101031936,-0.17708162366271618
2018-09-11,-0.001906678671680484,-0.0020136437004967256,-0.1790952673632129
2015-03-23,-0.0019053504299912927,0.0014240149489352927,-0.17767125241427761
2015-10-08,-0.0019024114350352228,0.0005658436213991092,-0.1771054087928785
2018-09-10,-0.0019022457067370269,-0.0005992549260988023,-0.1777046637189773
2015-05-06,-0.001898994046397151,-0.0017993311876842721,-0.17950399490666158
2016-01-20,-0.001897533206830948,0.0016478346288031354,-0.17785616027785844
2022-04-11,-0.0018848271415109474,0.0002194444329433054,-0.17763671584491514
2015-11-27,-0.001870009097341585,-0.0006947435485040732,-0.1783314593934192
2019-04-29,-0.0018672199170126635,0.0007538824684700796,-0.17757757692494913
2015-12-16,-0.0018670838169247972,0.002033675647681532,-0.1755439012772676
2018-03-28,-0.001862296477599168,-0.0007126017827056019,-0.1762565030599732
2021-10-11,-0.0018615415576574978,-0.0010263530638972007,-0.1772828561238704
2021-08-26,-0.0018503700740148954,-7.075097236164396e-05,-0.17735360709623205
2019-06-26,-0.0018476698829809068,-0.0004249464628585109,-0.17777855355909056
2020-08-25,-0.0018343949044585806,-0.00030850014284267147,-0.17808705370193323
2020-09-29,-0.0018317814074187977,8.756572025259146e-07,-0.1780861780447307
2022-08-25,-0.0018239179729864219,-7.784237137753447e-05,-0.17816402041610824
2022-08-19,-0.001819433516915936,0.0011079097611936817,-0.17705611065491456
2021-04-06,-0.0017967145790555028,-0.0005022028442943638,-0.17755831349920892
2015-07-01,-0.0017928707023833201,-0.00010564124234091476,-0.17766395474154983
2020-02-11,-0.0017814726840857942,-0.002672987580626063,-0.1803369423221759
2016-07-29,-0.0017790956263900037,0.00017978938430429636,-0.1801571529378716
2016-11-07,-0.0017738359201772136,-0.0006541833666915409,-0.18081133630456314
2017-05-19,-0.0017432646592711043,-9.527712128798438e-05,-0.18090661342585113
2021-04-22,-0.0017361111111111605,-0.0001777092781325429,-0.18108432270398367
2018-07-12,-0.001722518008142937,0.0005588048909550558,-0.1805255178130286
2016-06-02,-0.0017163915391993356,-1.869117287101041e-05,-0.18054420898589962
2016-04-25,-0.001711897688938313,-0.00025349282963949005,-0.1807977018155391
2020-01-22,-0.0017108639863131492,0.0008589250976285268,-0.1799387767179106
2017-08-07,-0.0016913319238900382,-0.002028536316991514,-0.1819673130349021
2020-09-14,-0.0016878068739771823,0.0007543224450636821,-0.18121299058983842
2020-11-11,-0.0016835875720625504,-0.0008115900745394589,-0.18202458066437788
2022-01-26,-0.0016766112727452098,-0.0012474705108952433,-0.18327205117527312
2015-03-27,-0.001661474558670717,-0.0024506495259655203,-0.18572270070123864
2020-07-27,-0.0016511558090664957,-0.0016284043968097794,-0.18735110509804842
2019-06-18,-0.0016392602837970172,-0.0005979445880595069,-0.18794904968610793
2017-01-25,-0.0016390842277796969,0.001228476078098284,-0.18672057360800964
2020-10-13,-0.001638840520331919,-0.000230715908823953,-0.1869512895168336
2016-09-12,-0.0016377171215881114,0.00018840971920108807,-0.1867628797976325
2020-02-14,-0.0016359309934563804,-0.007706875050060957,-0.19446975484769347
2018-09-04,-0.0016326960551956704,0.0005270686330982599,-0.1939426862145952
2016-10-12,-0.0016273794259787921,-8.369630566373853e-05,-0.19402638252025894
2021-05-24,-0.0016225534935605523,-0.00016604208995329994,-0.19419242461021224
2016-11-25,-0.0016053780163549636,0.0007812861477041189,-0.19341113846250813
2020-11-18,-0.0015921931176167137,-0.0025723336421205056,-0.19598347210462863
2018-06-07,-0.001588394133531068,0.001221369880092693,-0.19476210222453594
2015-06-15,-0.0015864621893176833,-0.0015368767216118462,-0.19629897894614778
2018-05-23,-0.001584367573277068,0.0016637057939803412,-0.19463527315216744
2016-07-27,-0.001583923179725777,0.0001857435413512576,-0.19444952961081619
2019-12-02,-0.0015837335240627137,-0.0008904240473908143,-0.195339953658207
2021-06-09,-0.001583571720473964,0.0010701787548352826,-0.19426977490337172
2021-01-28,-0.0015832482124618075,-0.0005514795543479778,-0.1948212544577197
2020-09-01,-0.0015809067265031285,-0.0017022394018791909,-0.19652349385959889
2018-05-28,-0.0015781167806416807,-0.001191901551370278,-0.19771539541096916
2015-06-04,-0.0015777847901545794,0.0005316262641317238,-0.19718376914683744
2021-07-05,-0.0015747231535102602,0.00049341940362857,-0.19669034974320887
2018-01-04,-0.0015679065743945397,0.0005680558818337289,-0.19612229386137514
2015-10-29,-0.001563287947554337,-0.005466901462201967,-0.2015891953235771
2021-03-04,-0.0015499070055795539,-0.0005557804926508148,-0.20214497581622792
2022-06-15,-0.001545209849466711,0.0008579718194010599,-0.20128700399682686
2022-02-11,-0.0015384615384614886,0.0006369170498250476,-0.20065008694700182
2021-06-11,-0.0015324887617489402,-0.0007015990648369108,-0.20135168601183873
2020-01-02,-0.0015292078703232903,0.0003109185885703525,-0.20104076742326837
2018-02-13,-0.0015196743554952707,0.00037103571557683956,-0.20066973170769153
2020-07-08,-0.0015166068449522507,-0.003774553112162349,-0.20444428481985388
2020-08-17,-0.0015052684395384652,-0.0006282217804641776,-0.20507250660031806
2015-09-14,-0.0015041493775934667,0.0009449044432303655,-0.2041276021570877
2016-11-11,-0.0014988758431176974,0.0001185225961359837,-0.2040090795609517
2022-04-19,-0.0014953643704516129,-0.0008961812495729138,-0.20490526081052463
2020-02-26,-0.001491795126802531,0.0013123486229011938,-0.20359291218762343
2016-12-12,-0.0014887827917243746,-0.005831473318603009,-0.20942438550622644
2021-03-26,-0.001486874487284684,-0.00026827412782770566,-0.20969265963405415
2019-02-21,-0.0014856557377048718,0.0023200728572738694,-0.20737258677678028
2017-08-09,-0.001482815230630874,0.001216289579686558,-0.20615629719709372
2017-10-16,-0.001482579688658392,-0.0011454293350482425,-0.20730172653214196
2019-03-29,-0.0014795918367348504,-0.0020618218607091343,-0.2093635483928511
2020-10-23,-0.0014789127441480199,-0.0008882477476573891,-0.21025179614050848
2017-08-15,-0.001473063973064126,-0.0005338511405189594,-0.21078564728102744
2017-01-23,-0.001461530431151603,0.0007295135252642915,-0.21005613375576315
2016-11-24,-0.0014536340852130403,6.294774308979179e-05,-0.20999318601267336
2022-09-23,-0.0014301213137389857,-0.0015387017088205335,-0.2115318877214939
2019-12-04,-0.0014293006636040273,-0.0002703659626650534,-0.21180225368415895
2018-05-24,-0.0014242759930367388,-0.000914578854400272,-0.21271683253855922
2015-06-24,-0.0014225500526872104,-0.0006458160346896058,-0.21336264857324883
2020-05-07,-0.0014144961467174033,-0.002270009031218767,-0.2156326576044676
2018-11-02,-0.001410510918399277,-0.0015549011464769391,-0.21718755875094453
2016-05-25,-0.001409798096772663,-9.258840896808618e-05,-0.21728014715991262
2015-09-17,-0.0013995438523739523,0.0002783320831976077,-0.217001815076715
2016-01-13,-0.001388819999008195,0.0017934903012715164,-0.2152083247754435
2018-04-10,-0.0013866666666666472,-0.002855756261510578,-0.21806408103695407
2019-06-10,-0.0013853258081067965,0.0001527625445725267,-0.21791131849238154
2018-04-17,-0.001377556426830684,0.008491770695723933,-0.2094195477966576
2022-08-16,-0.0013714733542320445,-0.0052280020689539075,-0.21464754986561152
2021-05-25,-0.001371393742381266,0.001651490065482264,-0.21299605980012926
2019-10-09,-0.0013697240259741283,2.165746955884451e-05,-0.2129744023305704
2017-09-27,-0.0013658331582266925,0.0012983034151885509,-0.21167609891538186
2016-05-11,-0.0013600644771307735,0.00041467403520467627,-0.21126142488017718
2021-07-22,-0.0013550135501354532,0.0006653401720857488,-0.21059608470809144
2016-02-19,-0.0013508104862918202,-0.0011016371939932545,-0.2116977219020847
2021-08-20,-0.001348247278537773,-0.0009313472360312769,-0.21262906913811597
2020-12-02,-0.0013347707787872976,8.644555897552308e-05,-0.21254262357914044
2019-11-01,-0.0013322402131583644,-0.0013040523116177871,-0.21384667589075823
2022-01-25,-0.0013301147839795968,-0.0005916695941270422,-0.21443834548488527
2017-09-05,-0.0013203760430969824,7.970549351421496e-06,-0.21443037493553385
2015-11-25,-0.0013185921493052977,0.001036066855634843,-0.213394308079899
2017-07-28,-0.0013152356902358386,0.0001600533051007158,-0.2132342547747983
2020-06-03,-0.0012972757209857022,0.0003955382080076397,-0.21283871656679065
2020-07-02,-0.0012961762799742482,-0.0012092099751410679,-0.21404792654193172
2017-11-30,-0.00129233751548119,0.000677599934160833,-0.2133703266077709
2022-07-28,-0.0012895546076778786,0.0024122749732673476,-0.21095805163450354
