Trade_DT,T.CFE,TF.CFE,TS.CFE
2020-07-02,100.18,101.58,101.17
2020-07-03,100.02,101.53,101.18
2020-07-06,99.5,101.22,101.03
2020-07-07,98.79,100.46,100.74
2020-07-08,98.9,100.57,100.8
2020-07-09,98.2,100.08,100.5
2020-07-10,98.62,100.38,100.65
2020-07-13,98.43,100.29,100.56
2020-07-14,98.7,100.42,100.64
2020-07-15,98.64,100.34,100.64
2020-07-16,99.19,100.84,100.8
2020-07-17,99.25,100.85,100.8
2020-07-20,99.2,100.84,100.82
2020-07-21,99.48,101.2,100.94
2020-07-22,99.17,100.9,100.82
2020-07-23,99.7,101.24,100.95
2020-07-24,99.62,101.17,100.92
2020-07-27,99.79,101.2,100.88
2020-07-28,99.62,101.12,100.88
2020-07-29,99.34,100.94,100.82
2020-07-30,99.16,100.89,100.8
2020-07-31,98.84,100.63,100.68
2020-08-03,98.94,100.8,100.72
2020-08-04,99.17,101.0,100.77
2020-08-05,99.32,100.99,100.76
2020-08-06,99.06,100.6,100.6
2020-08-07,98.8,100.48,100.51
2020-08-10,98.96,100.56,100.58
2020-08-11,99.14,100.62,100.6
2020-08-12,99.26,100.66,100.62
2020-08-13,99.32,100.69,100.62
2020-08-14,99.49,100.76,100.68
2020-08-17,99.57,100.38,100.7
2020-08-18,99.5,100.45,100.7
2020-08-19,98.74,100.28,100.64
2020-08-20,98.42,100.0,100.56
2020-08-21,98.26,99.96,100.34
2020-08-24,98.34,100.04,100.36
2020-08-25,97.99,99.78,100.24
2020-08-26,98.06,99.9,100.28
2020-08-27,97.74,99.61,100.16
2020-08-28,97.72,99.55,100.12
2020-08-31,97.9,99.73,100.18
2020-09-01,97.98,99.76,100.19
2020-09-02,97.73,99.61,100.12
2020-09-03,97.62,99.4,100.06
2020-09-04,97.86,99.51,100.1
2020-09-07,97.53,99.3,100.02
2020-09-08,97.86,99.54,100.12
2020-09-09,98.06,99.64,100.14
2020-09-10,98.32,99.92,100.32
2020-09-11,98.22,99.93,100.3
2020-09-14,97.6,99.54,100.2
2020-09-15,97.73,99.77,100.3
2020-09-16,98.19,100.12,100.45
2020-09-17,98.1,100.06,100.42
2020-09-18,98.02,99.99,100.4
2020-09-21,98.14,100.18,100.5
