Trade_DT,T.CFE,TF.CFE,TS.CFE
2020-07-02,100.25,101.62,101.19
2020-07-03,100.04,101.54,101.18
2020-07-06,99.5,101.18,101.02
2020-07-07,98.81,100.52,100.76
2020-07-08,98.9,100.56,100.8
2020-07-09,98.19,100.06,100.51
2020-07-10,98.61,100.37,100.64
2020-07-13,98.48,100.32,100.57
2020-07-14,98.62,100.36,100.6
2020-07-15,98.6,100.3,100.62
2020-07-16,99.0,100.68,100.76
2020-07-17,99.26,100.84,100.78
2020-07-20,99.21,100.86,100.82
2020-07-21,99.4,101.12,100.93
2020-07-22,99.11,100.88,100.82
2020-07-23,99.68,101.2,100.93
2020-07-24,99.64,101.18,100.92
2020-07-27,99.8,101.2,100.89
2020-07-28,99.62,101.14,100.89
2020-07-29,99.42,100.95,100.83
2020-07-30,99.2,100.92,100.82
2020-07-31,98.88,100.7,100.71
2020-08-03,98.8,100.69,100.7
2020-08-04,99.06,100.94,100.77
2020-08-05,99.37,101.06,100.79
2020-08-06,99.01,100.57,100.6
2020-08-07,98.86,100.52,100.54
2020-08-10,99.04,100.59,100.58
2020-08-11,99.18,100.64,100.61
2020-08-12,99.24,100.66,100.62
2020-08-13,99.35,100.71,100.64
2020-08-14,99.34,100.66,100.64
2020-08-17,99.54,100.37,100.7
2020-08-18,99.52,100.45,100.7
2020-08-19,98.75,100.32,100.66
2020-08-20,98.44,100.04,100.58
2020-08-21,98.3,99.96,100.34
2020-08-24,98.38,100.06,100.37
2020-08-25,97.89,99.74,100.23
2020-08-26,98.09,99.94,100.3
2020-08-27,97.78,99.65,100.18
2020-08-28,97.76,99.58,100.13
2020-08-31,97.89,99.74,100.18
2020-09-01,97.94,99.74,100.18
2020-09-02,97.7,99.59,100.12
2020-09-03,97.6,99.41,100.06
2020-09-04,97.86,99.52,100.1
2020-09-07,97.54,99.28,100.02
2020-09-08,97.85,99.56,100.12
2020-09-09,98.05,99.64,100.14
2020-09-10,98.2,99.82,100.26
2020-09-11,98.21,99.9,100.3
2020-09-14,97.62,99.51,100.19
2020-09-15,97.78,99.76,100.32
2020-09-16,98.19,100.15,100.45
2020-09-17,98.06,100.03,100.41
2020-09-18,98.06,100.04,100.42
2020-09-21,98.12,100.16,100.5
2020-09-22,98.34,100.19,100.44
2020-09-23,98.48,100.34,100.48
2020-09-24,98.52,100.27,100.46
2020-09-25,98.22,99.99,100.36
2020-09-28,98.12,99.92,100.32
2020-09-29,98.17,99.95,100.34
2020-09-30,98.1,99.9,100.32
2020-10-09,97.54,99.46,100.1
2020-10-12,97.43,99.4,100.09
2020-10-13,97.62,99.6,100.15
2020-10-14,97.48,99.5,100.12
2020-10-15,97.58,99.48,100.12
2020-10-16,97.32,99.29,100.04
2020-10-19,97.55,99.48,100.14
2020-10-20,97.72,99.54,100.16
2020-10-21,97.86,99.66,100.2
2020-10-22,97.96,99.85,100.3
2020-10-23,98.04,99.87,100.28
2020-10-26,98.04,99.88,100.29
2020-10-27,98.05,99.8,100.24
2020-10-28,98.3,100.03,100.35
2020-10-29,98.22,99.96,100.31
2020-10-30,98.01,99.82,100.27
2020-11-02,98.04,99.8,100.22
2020-11-03,98.34,100.04,100.32
2020-11-04,98.22,99.91,100.27
2020-11-05,98.35,99.92,100.28
2020-11-06,98.22,99.76,100.18
2020-11-09,97.9,99.56,100.11
