Trade_DT,T.CFE,TF.CFE,TS.CFE
2020-07-02,100.22,101.62,101.19
2020-07-03,100.1,101.64,101.23
2020-07-06,99.32,101.0,100.94
2020-07-07,98.8,100.42,100.74
2020-07-08,98.78,100.46,100.76
2020-07-09,98.17,100.04,100.5
2020-07-10,98.68,100.43,100.69
2020-07-13,98.35,100.21,100.54
2020-07-14,98.69,100.43,100.65
2020-07-15,98.86,100.56,100.7
2020-07-16,99.27,100.84,100.78
2020-07-17,99.39,100.95,100.86
2020-07-20,99.11,100.79,100.78
2020-07-21,99.54,101.22,100.94
2020-07-22,99.27,100.96,100.85
2020-07-23,99.66,101.18,100.92
2020-07-24,99.99,101.45,101.0
2020-07-27,99.79,101.22,100.9
2020-07-28,99.59,101.06,100.87
2020-07-29,99.37,100.96,100.83
2020-07-30,99.23,100.93,100.82
2020-07-31,98.95,100.8,100.75
2020-08-03,98.99,100.88,100.75
2020-08-04,99.2,100.97,100.75
2020-08-05,99.12,100.74,100.66
2020-08-06,99.0,100.55,100.6
2020-08-07,98.92,100.59,100.57
2020-08-10,99.09,100.66,100.62
2020-08-11,99.09,100.55,100.6
2020-08-12,99.04,100.58,100.58
2020-08-13,99.34,100.67,100.62
2020-08-14,99.53,100.8,100.67
2020-08-17,99.62,100.39,100.69
2020-08-18,99.43,100.39,100.67
2020-08-19,98.72,100.26,100.62
2020-08-20,98.31,99.94,100.55
2020-08-21,98.33,99.98,100.35
2020-08-24,98.42,100.1,100.39
2020-08-25,98.04,99.93,100.27
2020-08-26,98.06,99.92,100.29
2020-08-27,97.87,99.69,100.19
2020-08-28,97.78,99.59,100.13
2020-08-31,97.94,99.75,100.19
2020-09-01,98.07,99.82,100.2
2020-09-02,97.73,99.6,100.14
2020-09-03,97.54,99.35,100.05
2020-09-04,97.76,99.45,100.08
2020-09-07,97.53,99.32,100.05
2020-09-08,97.93,99.54,100.12
2020-09-09,98.09,99.69,100.17
2020-09-10,98.36,100.02,100.37
2020-09-11,98.07,99.84,100.3
2020-09-14,97.68,99.68,100.26
2020-09-15,97.88,99.88,100.34
2020-09-16,98.08,100.07,100.42
2020-09-17,97.93,99.89,100.34
2020-09-18,98.06,100.03,100.42
2020-09-21,98.24,100.23,100.5
2020-09-22,98.31,100.14,100.43
2020-09-23,98.33,100.16,100.43
2020-09-24,98.34,100.1,100.39
2020-09-25,98.18,99.98,100.34
2020-09-28,98.16,99.97,100.35
2020-09-29,98.12,99.91,100.32
2020-09-30,97.89,99.71,100.24
2020-10-09,97.52,99.46,100.11
2020-10-12,97.57,99.51,100.13
2020-10-13,97.53,99.55,100.13
2020-10-14,97.51,99.51,100.14
2020-10-15,97.35,99.29,100.07
2020-10-16,97.45,99.42,100.11
2020-10-19,97.68,99.56,100.16
2020-10-20,97.67,99.54,100.15
2020-10-21,97.9,99.7,100.21
2020-10-22,98.07,99.91,100.33
2020-10-23,97.96,99.83,100.27
2020-10-26,98.02,99.84,100.26
2020-10-27,98.16,99.88,100.28
2020-10-28,98.09,99.86,100.26
2020-10-29,98.2,99.94,100.29
2020-10-30,97.96,99.78,100.24
2020-11-02,98.17,99.89,100.24
2020-11-03,98.31,99.99,100.3
2020-11-04,98.28,99.88,100.26
2020-11-05,98.42,99.96,100.27
2020-11-06,98.18,99.73,100.18
2020-11-09,97.86,99.57,100.13
2020-11-10,97.91,99.65,100.16
2020-11-11,97.93,99.66,100.14
2020-11-12,97.86,99.58,100.09
2020-11-13,97.69,99.36,99.99
2020-11-16,97.72,99.42,100.04
2020-11-17,97.55,99.3,100.02
2020-11-18,97.2,99.18,99.94
2020-11-19,96.97,98.98,99.85
2020-11-20,97.0,98.99,99.81
2020-11-23,97.24,99.18,99.85
2020-11-24,97.26,99.2,99.83
2020-11-25,97.41,99.31,99.86
2020-11-26,97.39,99.31,99.92
2020-11-27,97.42,99.37,99.93
2020-11-30,97.55,99.57,100.21
2020-12-01,97.52,99.52,100.22
2020-12-02,97.29,99.38,100.15
2020-12-03,97.25,99.3,100.12
2020-12-04,97.29,99.31,100.11
2020-12-07,97.28,99.26,100.09
2020-12-08,97.56,99.44,100.17
2020-12-09,97.49,99.41,100.14
2020-12-10,97.55,99.49,100.23
2020-12-11,97.32,99.38,100.17
2020-12-14,97.2,99.32,100.15
2020-12-15,97.47,99.56,100.29
2020-12-16,97.31,99.55,100.3
2020-12-17,97.24,99.43,100.23
2020-12-18,97.24,99.38,100.21
2020-12-21,97.3,99.54,100.27
2020-12-22,97.56,99.7,100.31
2020-12-23,97.68,99.75,100.35
2020-12-24,97.68,99.73,100.35
2020-12-25,97.65,99.66,100.34
2020-12-28,97.97,99.88,100.43
2020-12-29,97.99,99.84,100.39
2020-12-30,98.14,99.93,100.44
2020-12-31,98.02,99.82,100.4
2021-01-04,97.9,99.8,100.37
2021-01-05,97.98,99.8,100.38
2021-01-06,98.1,99.89,100.44
2021-01-07,98.18,99.95,100.48
2021-01-08,97.91,99.84,100.49
2021-01-11,97.74,99.75,100.43
2021-01-12,97.86,99.85,100.48
2021-01-13,97.93,99.94,100.59
2021-01-14,98.21,100.16,100.6
2021-01-15,98.03,99.89,100.46
2021-01-18,97.83,99.74,100.37
2021-01-19,97.82,99.74,100.39
2021-01-20,97.87,99.8,100.4
2021-01-21,98.01,99.93,100.47
2021-01-22,98.23,100.01,100.48
2021-01-25,98.26,99.98,100.47
2021-01-26,97.96,99.73,100.33
2021-01-27,97.99,99.76,100.33
2021-01-28,97.75,99.59,100.26
2021-01-29,97.52,99.43,100.17
2021-02-01,97.89,99.73,100.36
2021-02-02,97.78,99.7,100.33
2021-02-03,97.52,99.52,100.26
2021-02-04,97.34,99.38,100.18
2021-02-05,97.31,99.4,100.22
2021-02-08,97.13,99.25,100.17
2021-02-09,97.28,99.37,100.26
2021-02-10,96.8,99.29,100.22
2021-02-18,96.55,99.0,100.2
2021-02-19,96.7,99.09,100.26
2021-02-22,96.47,99.03,100.32
2021-02-23,96.68,99.22,100.38
2021-02-24,96.8,99.35,100.44
2021-02-25,96.6,99.22,100.03
2021-02-26,96.52,99.2,100.02
2021-03-01,96.72,99.25,100.06
2021-03-02,96.92,99.32,100.09
2021-03-03,96.85,99.23,100.06
2021-03-04,96.73,99.15,100.0
2021-03-05,96.72,99.17,100.0
2021-03-08,96.93,99.27,100.04
2021-03-09,96.94,99.24,100.02
2021-03-10,97.05,99.3,100.03
2021-03-11,97.03,99.31,100.01
2021-03-12,96.93,99.28,100.02
2021-03-15,96.71,99.13,99.95
2021-03-16,96.87,99.24,100.03
2021-03-17,96.94,99.29,100.06
2021-03-18,96.76,99.17,100.02
2021-03-19,97.07,99.38,100.11
2021-03-22,97.16,99.45,100.13
2021-03-23,97.25,99.48,100.14
2021-03-24,97.51,99.61,100.18
2021-03-25,97.48,99.57,100.18
2021-03-26,97.46,99.57,100.18
2021-03-29,97.39,99.5,100.16
2021-03-30,97.54,99.59,100.19
2021-03-31,97.42,99.54,100.19
2021-04-01,97.38,99.51,100.18
2021-04-02,97.53,99.62,100.22
2021-04-06,97.34,99.48,100.18
2021-04-07,97.26,99.42,100.14
2021-04-08,97.14,99.34,100.09
2021-04-09,97.25,99.43,100.14
2021-04-12,97.38,99.51,100.17
2021-04-13,97.78,99.78,100.29
2021-04-14,97.73,99.77,100.28
2021-04-15,97.71,99.77,100.27
2021-04-16,97.78,99.78,100.27
2021-04-19,97.89,99.85,100.3
2021-04-20,97.89,99.86,100.32
2021-04-21,97.94,99.93,100.37
