Trade_DT,T.CFE,TF.CFE,TS.CFE
2020-07-02,100.2,101.6,101.18
2020-07-03,100.16,101.67,101.22
2020-07-06,99.6,101.22,101.07
2020-07-07,98.9,100.58,100.8
2020-07-08,98.9,100.54,100.8
2020-07-09,98.44,100.22,100.6
2020-07-10,98.65,100.38,100.67
2020-07-13,98.5,100.32,100.6
2020-07-14,98.73,100.49,100.66
2020-07-15,98.66,100.38,100.65
2020-07-16,99.08,100.7,100.78
2020-07-17,99.22,100.8,100.78
2020-07-20,99.23,100.9,100.87
2020-07-21,99.5,101.14,100.94
2020-07-22,99.35,101.06,100.89
2020-07-23,99.69,101.27,100.95
2020-07-24,99.73,101.24,100.95
2020-07-27,99.93,101.38,100.96
2020-07-28,99.66,101.19,100.9
2020-07-29,99.58,101.1,100.89
2020-07-30,99.18,100.93,100.82
2020-07-31,99.08,100.86,100.8
2020-08-03,98.74,100.66,100.7
2020-08-04,99.02,100.91,100.75
2020-08-05,99.34,101.0,100.78
2020-08-06,99.04,100.64,100.62
2020-08-07,98.97,100.54,100.54
2020-08-10,98.97,100.52,100.56
2020-08-11,99.24,100.71,100.63
2020-08-12,99.27,100.65,100.62
2020-08-13,99.26,100.62,100.6
2020-08-14,99.45,100.75,100.67
2020-08-17,99.68,100.4,100.72
2020-08-18,99.5,100.4,100.7
2020-08-19,98.83,100.36,100.68
2020-08-20,98.5,100.09,100.61
2020-08-21,98.32,100.02,100.38
2020-08-24,98.4,100.06,100.38
2020-08-25,98.16,99.88,100.27
2020-08-26,98.1,99.92,100.3
2020-08-27,97.8,99.72,100.23
2020-08-28,97.78,99.58,100.14
2020-08-31,97.93,99.76,100.19
2020-09-01,98.06,99.82,100.19
2020-09-02,97.88,99.7,100.16
2020-09-03,97.65,99.45,100.08
2020-09-04,97.92,99.58,100.15
2020-09-07,97.66,99.36,100.06
2020-09-08,97.82,99.56,100.1
2020-09-09,98.04,99.66,100.16
2020-09-10,98.18,99.8,100.26
2020-09-11,98.22,99.9,100.34
2020-09-14,97.76,99.6,100.24
2020-09-15,97.84,99.83,100.34
2020-09-16,98.18,100.16,100.46
2020-09-17,98.06,100.06,100.43
2020-09-18,98.0,99.98,100.38
2020-09-21,98.08,100.13,100.48
2020-09-22,98.42,100.33,100.54
2020-09-23,98.56,100.38,100.5
2020-09-24,98.56,100.35,100.49
2020-09-25,98.32,100.08,100.38
2020-09-28,98.14,99.94,100.33
2020-09-29,98.26,100.02,100.36
2020-09-30,98.18,99.98,100.34
2020-10-09,97.66,99.55,100.18
2020-10-12,97.42,99.4,100.08
2020-10-13,97.62,99.58,100.15
2020-10-14,97.55,99.56,100.16
2020-10-15,97.61,99.5,100.12
2020-10-16,97.42,99.36,100.08
2020-10-19,97.56,99.48,100.15
2020-10-20,97.78,99.6,100.18
2020-10-21,97.88,99.7,100.2
2020-10-22,98.0,99.84,100.3
2020-10-23,98.04,99.86,100.3
2020-10-26,98.02,99.88,100.28
2020-10-27,98.1,99.86,100.26
2020-10-28,98.36,100.05,100.37
2020-10-29,98.28,100.0,100.33
2020-10-30,98.07,99.86,100.28
2020-11-02,98.04,99.82,100.24
2020-11-03,98.38,100.06,100.36
2020-11-04,98.34,99.99,100.3
2020-11-05,98.38,99.95,100.28
2020-11-06,98.26,99.78,100.2
2020-11-09,98.04,99.66,100.14
2020-11-10,97.84,99.59,100.13
2020-11-11,98.02,99.72,100.18
2020-11-12,97.97,99.68,100.12
2020-11-13,97.9,99.56,100.06
2020-11-16,97.78,99.5,100.09
2020-11-17,97.64,99.36,100.04
2020-11-18,97.34,99.28,100.0
2020-11-19,97.0,98.99,99.88
2020-11-20,96.84,98.85,99.82
2020-11-23,97.26,99.18,99.86
2020-11-24,97.32,99.26,99.88
2020-11-25,97.29,99.22,99.82
2020-11-26,97.51,99.42,100.04
2020-11-27,97.46,99.4,100.0
2020-11-30,97.44,99.46,100.16
2020-12-01,97.62,99.65,100.28
2020-12-02,97.4,99.43,100.2
2020-12-03,97.35,99.4,100.16
2020-12-04,97.38,99.36,100.15
2020-12-07,97.38,99.38,100.12
2020-12-08,97.51,99.44,100.18
2020-12-09,97.61,99.51,100.2
2020-12-10,97.64,99.52,100.21
2020-12-11,97.52,99.46,100.2
2020-12-14,97.3,99.36,100.18
2020-12-15,97.43,99.5,100.26
2020-12-16,97.41,99.55,100.28
2020-12-17,97.41,99.56,100.29
2020-12-18,97.24,99.43,100.21
2020-12-21,97.26,99.46,100.24
2020-12-22,97.45,99.69,100.35
2020-12-23,97.76,99.76,100.38
2020-12-24,97.74,99.79,100.38
2020-12-25,97.71,99.73,100.36
2020-12-28,97.98,99.9,100.44
2020-12-29,97.99,99.84,100.41
2020-12-30,98.02,99.85,100.41
2020-12-31,98.33,100.07,100.5
2021-01-04,98.04,99.82,100.39
2021-01-05,97.95,99.82,100.38
2021-01-06,98.16,99.93,100.46
2021-01-07,98.27,100.04,100.52
2021-01-08,98.12,99.98,100.52
2021-01-11,97.94,99.83,100.48
2021-01-12,97.9,99.84,100.47
2021-01-13,97.97,99.98,100.59
2021-01-14,98.28,100.3,100.76
2021-01-15,98.28,100.14,100.6
2021-01-18,97.87,99.78,100.4
2021-01-19,97.9,99.8,100.4
2021-01-20,97.98,99.88,100.44
2021-01-21,98.07,99.96,100.48
2021-01-22,98.11,100.0,100.47
2021-01-25,98.29,100.02,100.48
2021-01-26,98.14,99.88,100.4
