Trade_DT,T.CFE,TF.CFE,TS.CFE
2020-07-02,150.0,63.0,56.0
2020-07-03,381.0,204.0,34.0
2020-07-06,386.0,171.0,66.0
2020-07-07,302.0,352.0,122.0
2020-07-08,620.0,364.0,31.0
2020-07-09,675.0,210.0,75.0
2020-07-10,327.0,165.0,83.0
2020-07-13,558.0,164.0,98.0
2020-07-14,503.0,209.0,53.0
2020-07-15,172.0,168.0,45.0
2020-07-16,179.0,82.0,32.0
2020-07-17,183.0,281.0,35.0
2020-07-20,253.0,110.0,44.0
2020-07-21,375.0,111.0,80.0
2020-07-22,574.0,59.0,88.0
2020-07-23,797.0,465.0,56.0
2020-07-24,488.0,110.0,32.0
2020-07-27,183.0,91.0,31.0
2020-07-28,598.0,106.0,114.0
2020-07-29,531.0,92.0,28.0
2020-07-30,745.0,98.0,56.0
2020-07-31,1381.0,345.0,81.0
2020-08-03,499.0,53.0,66.0
2020-08-04,348.0,486.0,75.0
2020-08-05,293.0,73.0,116.0
2020-08-06,414.0,246.0,55.0
2020-08-07,180.0,81.0,64.0
2020-08-10,411.0,299.0,57.0
2020-08-11,635.0,214.0,56.0
2020-08-12,496.0,117.0,51.0
2020-08-13,238.0,146.0,26.0
2020-08-14,191.0,255.0,84.0
2020-08-17,340.0,398.0,76.0
2020-08-18,430.0,280.0,117.0
2020-08-19,403.0,228.0,26.0
2020-08-20,929.0,284.0,46.0
2020-08-21,182.0,108.0,14.0
2020-08-24,365.0,44.0,75.0
2020-08-25,2432.0,730.0,58.0
2020-08-26,439.0,64.0,75.0
2020-08-27,389.0,222.0,119.0
2020-08-28,1063.0,292.0,138.0
2020-08-31,190.0,191.0,44.0
2020-09-01,218.0,217.0,30.0
2020-09-02,1351.0,597.0,152.0
2020-09-03,440.0,370.0,266.0
2020-09-04,273.0,577.0,56.0
2020-09-07,502.0,333.0,40.0
2020-09-08,1298.0,930.0,73.0
2020-09-09,188.0,1104.0,178.0
2020-09-10,276.0,408.0,151.0
2020-09-11,365.0,73.0,268.0
2020-09-14,1537.0,145.0,86.0
2020-09-15,346.0,399.0,167.0
2020-09-16,271.0,191.0,86.0
2020-09-17,402.0,237.0,33.0
2020-09-18,241.0,60.0,44.0
2020-09-21,289.0,212.0,63.0
2020-09-22,312.0,109.0,56.0
2020-09-23,328.0,359.0,54.0
2020-09-24,557.0,232.0,58.0
2020-09-25,985.0,167.0,116.0
2020-09-28,455.0,94.0,31.0
