Trade_DT,T.CFE,TF.CFE,TS.CFE
2020-07-02,100.17,101.58,101.17
2020-07-03,100.04,101.54,101.19
2020-07-06,99.44,101.16,101.02
2020-07-07,98.95,100.54,100.79
2020-07-08,98.93,100.59,100.82
2020-07-09,98.25,100.1,100.52
2020-07-10,98.7,100.44,100.67
2020-07-13,98.4,100.24,100.55
2020-07-14,98.72,100.46,100.67
2020-07-15,98.72,100.44,100.67
2020-07-16,99.19,100.82,100.77
2020-07-17,99.34,100.94,100.83
2020-07-20,99.11,100.79,100.79
2020-07-21,99.52,101.21,100.94
2020-07-22,99.16,100.89,100.82
2020-07-23,99.74,101.24,100.95
2020-07-24,99.7,101.21,100.93
2020-07-27,99.86,101.26,100.91
2020-07-28,99.52,101.05,100.85
2020-07-29,99.32,100.94,100.82
2020-07-30,99.24,100.93,100.82
2020-07-31,98.89,100.7,100.71
2020-08-03,98.89,100.77,100.72
2020-08-04,99.16,101.01,100.76
2020-08-05,99.35,101.0,100.76
2020-08-06,99.07,100.59,100.6
2020-08-07,98.83,100.51,100.53
2020-08-10,99.03,100.61,100.61
2020-08-11,99.18,100.62,100.61
2020-08-12,99.24,100.64,100.62
2020-08-13,99.31,100.67,100.61
2020-08-14,99.57,100.84,100.71
2020-08-17,99.64,100.42,100.69
2020-08-18,99.53,100.43,100.69
2020-08-19,98.77,100.29,100.65
2020-08-20,98.43,100.0,100.56
2020-08-21,98.23,99.91,100.33
2020-08-24,98.32,100.02,100.37
2020-08-25,97.98,99.84,100.26
2020-08-26,98.1,99.94,100.3
2020-08-27,97.7,99.58,100.16
2020-08-28,97.73,99.54,100.12
2020-08-31,97.9,99.72,100.18
2020-09-01,97.98,99.78,100.19
2020-09-02,97.69,99.57,100.13
2020-09-03,97.58,99.36,100.04
2020-09-04,97.83,99.49,100.09
2020-09-07,97.59,99.37,100.05
2020-09-08,97.89,99.55,100.13
2020-09-09,98.14,99.72,100.16
2020-09-10,98.29,99.92,100.32
2020-09-11,98.16,99.89,100.3
2020-09-14,97.56,99.52,100.19
2020-09-15,97.89,99.9,100.36
2020-09-16,98.13,100.05,100.42
2020-09-17,98.03,100.0,100.39
2020-09-18,98.09,100.05,100.43
2020-09-21,98.17,100.2,100.5
2020-09-22,98.35,100.19,100.43
2020-09-23,98.44,100.25,100.45
2020-09-24,98.57,100.3,100.47
2020-09-25,98.22,100.01,100.36
2020-09-28,98.13,99.94,100.33
2020-09-29,98.17,99.95,100.34
2020-09-30,98.05,99.87,100.31
2020-10-09,97.51,99.45,100.12
2020-10-12,97.53,99.49,100.11
2020-10-13,97.64,99.62,100.16
2020-10-14,97.45,99.48,100.12
2020-10-15,97.45,99.36,100.08
2020-10-16,97.34,99.33,100.06
2020-10-19,97.67,99.55,100.17
2020-10-20,97.7,99.53,100.16
2020-10-21,97.83,99.63,100.18
2020-10-22,98.07,99.92,100.33
2020-10-23,98.08,99.89,100.3
2020-10-26,97.93,99.8,100.25
2020-10-27,98.09,99.82,100.25
2020-10-28,98.29,100.01,100.33
2020-10-29,98.17,99.91,100.29
2020-10-30,98.04,99.84,100.27
2020-11-02,98.09,99.85,100.25
2020-11-03,98.28,99.98,100.3
2020-11-04,98.29,99.91,100.27
2020-11-05,98.42,99.97,100.3
2020-11-06,98.2,99.72,100.17
2020-11-09,97.85,99.56,100.12
2020-11-10,97.85,99.61,100.14
2020-11-11,98.03,99.73,100.18
2020-11-12,97.9,99.62,100.11
2020-11-13,97.88,99.51,100.04
2020-11-16,97.81,99.47,100.07
2020-11-17,97.61,99.32,100.02
2020-11-18,97.27,99.18,99.94
2020-11-19,97.1,99.06,99.86
