tradingday,A.DCE,AL.SHF,AP.CZC,BU.SHF,C.DCE,CF.CZC,CJ.CZC,CS.DCE,CU.SHF,EB.DCE,EG.DCE,FG.CZC,FU.SHF,HC.SHF,I.DCE,IC.CFE,IF.CFE,IH.CFE,J.DCE,JD.DCE,JM.DCE,L.DCE,LH.DCE,M.DCE,MA.CZC,NI.SHF,OI.CZC,P.DCE,PB.SHF,PF.CZC,PG.DCE,PK.CZC,PP.DCE,RB.SHF,RM.CZC,RU.SHF,SA.CZC,SF.CZC,SM.CZC,SN.SHF,SP.SHF,SR.CZC,SS.SHF,T.CFE,TA.CZC,TF.CFE,TS.CFE,UR.CZC,V.DCE,Y.DCE,ZC.CZC,ZN.SHF
2019-01-10,355.25,62.5,,211.5,33.5,-499.0949999999999,,34.5,-25.0,,,13.0,811.185,21.5,12.666666666666666,,,,-125.5,267.6724999999997,46.375,42.5,,-67.8725,,,-316.6875,-104.0,736.25,,,,175.5,217.5,-5.075000000000003,560.0,,-507.5,-171.5,,,342.75,,,364.75,,,,93.75,-410.5,,1346.25
2019-01-11,379.75,53.75,,194.5,36.25,-464.23499999999996,,43.25,-421.25,,,18.19999999999999,773.9650000000001,11.0,16.333333333333332,,,,-160.0,65.94249999999965,20.0,-48.75,,-35.52249999999998,,,-264.8125,-72.0,537.5,,,,90.5,201.5,16.435000000000002,506.25,,-586.5,-133.0,,,313.5,,,314.5,,,,56.25,-328.83000000000004,,1068.75
2019-01-14,387.25,75.0,,243.5,50.75,-473.84749999999997,,52.75,355.0,,,18.19999999999999,817.8899999999999,-15.0,12.833333333333332,,,,-209.75,250.7774999999997,-4.25,71.25,,25.125,,,-221.125,-86.5,210.0,,,,291.0,177.75,50.24249999999999,601.25,,-432.5,-127.0,,,311.0,,,310.0,,,,75.0,-269.255,,1130.0
2019-01-15,351.75,-58.75,,180.0,41.75,-452.59749999999997,,57.0,-126.25,,,18.19999999999999,784.7274999999995,57.25,16.0,,,,-193.25,240.0274999999997,7.625,222.5,,0.9525000000000432,,,-265.25,-58.5,153.75,,,,249.0,274.0,46.54249999999999,725.0,,-424.5,-93.0,,,279.5,,,274.75,,,,92.5,-264.5025,,898.75
2019-01-16,417.0,-32.5,,216.5,33.25,-346.7325,,61.0,-86.25,,,18.19999999999999,790.7124999999996,6.0,14.833333333333332,,,,-208.375,231.0274999999997,37.875,177.5,,16.547500000000014,,,-250.125,-101.5,157.5,,,,174.25,221.0,82.70000000000002,526.25,,-395.0,-12.0,,,218.0,,,316.75,,,,41.25,-264.33750000000003,,562.5
2019-01-17,447.75,-18.75,,215.0,38.5,-585.0975,,93.5,-22.5,,,18.19999999999999,848.4250000000002,46.5,30.666666666666664,,,,-177.375,223.10500000000002,50.75,207.5,,7.84250000000003,,,-216.1875,-72.0,88.75,,,,192.25,208.75,77.41750000000002,595.0,,-396.5,73.5,,,261.75,,,345.75,,,,43.75,-211.24750000000003,,496.25
2019-01-18,391.0,25.0,,105.0,32.75,-524.8075,,90.75,22.5,,,18.19999999999999,752.0450000000001,14.0,-2.5,,,,-233.5,226.36000000000013,3.25,-90.0,,-22.132499999999993,,,-235.375,-179.0,136.25,,,,-111.0,126.25,69.8825,657.5,,-456.0,-130.0,,,166.25,,,183.0,,,,-57.5,-233.58750000000003,,172.5
2019-01-21,353.0,55.0,,-74.0,32.25,-617.8874999999999,,108.0,337.5,,,18.19999999999999,766.7024999999999,25.75,1.5,,,,-194.125,184.22749999999996,27.5,-67.5,,-31.317499999999995,,,-276.1875,-190.0,155.0,,,,-34.75,136.0,55.489999999999995,420.0,,-438.5,-70.5,,,112.5,,,216.75,,,,-48.75,-270.7525,,483.75
2019-01-22,353.5,80.0,,-33.0,23.0,-209.70999999999992,,106.75,-153.75,,,18.19999999999999,831.4099999999999,25.25,16.5,,,,-164.5,253.04749999999967,29.5,2.5,,-1.8800000000000523,,,-325.875,-131.0,183.75,,,,110.75,137.5,52.739999999999995,553.75,,-376.5,140.0,,,194.5,,,309.75,,,,-21.25,-250.42000000000002,,440.0
2019-01-23,310.25,-22.5,,-58.0,25.25,-287.30499999999995,,105.5,-307.5,,,18.19999999999999,807.7099999999996,66.75,4.833333333333332,,,,-200.25,230.45249999999942,15.0,23.75,,-19.132499999999993,,,-336.375,-208.0,113.75,,,,108.25,174.0,53.11,473.33333333333326,,-386.5,108.0,,,135.0,,,219.0,,,,-13.75,-254.5025,,446.25
2019-01-24,265.0,71.25,,-23.0,33.0,-172.78499999999997,,103.75,-182.5,,,18.19999999999999,823.2724999999996,47.75,-8.5,,,,-185.5,231.4099999999994,27.5,90.0,,-18.470000000000027,,,-325.0,-241.0,53.75,,,,188.75,143.75,45.9125,505.0,,-451.0,42.0,,,172.5,,,239.75,,,,-42.5,-258.16749999999996,,473.75
2019-01-25,287.25,8.75,,40.5,4.5,-153.745,,76.75,-30.0,,,18.19999999999999,805.3525,75.5,3.833333333333332,,,,-182.75,275.84249999999975,46.375,163.75,,-2.242500000000007,,,-310.5625,-205.5,118.75,,,,228.5,144.0,71.0875,626.6666666666667,,-447.0,79.0,,,179.5,,,213.0,,,,-2.5,-238.16750000000002,,207.5
2019-01-28,277.25,113.75,,40.5,14.0,-160.88,,83.25,365.0,,,18.19999999999999,861.3624999999997,75.5,-7.5,,,,-181.125,277.6374999999998,33.75,280.0,,-14.819999999999993,,,-358.625,-198.0,237.5,,,,291.75,254.5,50.5275,515.0,,-607.5,-95.5,,,183.0,,,257.25,,,,33.75,-251.5025,,210.0
2019-01-29,283.0,-60.0,,40.5,11.25,-139.97500000000002,,70.5,-290.0,,,18.19999999999999,838.2424999999994,75.5,3.0,,,,-132.875,314.92999999999984,69.125,378.75,,16.930000000000007,,,-426.1875,-196.0,118.75,,,,337.25,283.5,76.76500000000001,522.5,,-470.5,17.5,,,133.33333333333334,,,211.75,,,,3.3333333333333357,-278.42,,-142.5
2019-01-30,336.25,31.25,,40.5,22.5,243.6975,,70.5,-28.75,,,18.19999999999999,1193.2474999999995,75.5,3.0,,,,24.333333333333336,341.4749999999999,69.125,120.0,,-121.75,,,-426.1875,-5.5,-38.75,,,,337.25,283.5,46.02999999999999,522.5,,-470.5,17.5,,,36.66666666666667,,,93.0,,,,46.25,-245.5775,,80.0
2019-01-31,336.25,31.25,,40.5,22.5,243.6975,,70.5,-28.75,,,18.19999999999999,1193.2474999999995,75.5,3.0,,,,24.333333333333336,365.4749999999999,69.125,120.0,,-121.75,,,-426.1875,-5.5,-38.75,,,,337.25,283.5,46.02999999999999,522.5,,-470.5,17.5,,,36.66666666666667,,,93.0,,,,46.25,-245.5775,,80.0
2019-02-01,429.75,-65.0,,148.5,22.5,116.73000000000002,,70.5,-210.0,,,100.30000000000001,723.9100000000003,0.25,-32.5,,,,-180.375,365.4749999999999,-18.625,31.25,,-77.54750000000001,,,-401.8125,-154.0,185.0,,,,337.25,41.5,18.429999999999993,522.5,,-470.5,17.5,,,36.66666666666667,,,224.75,,,,-3.75,-264.4975,,-61.25
2019-02-11,336.0,120.0,,277.5,48.75,144.52,,70.5,320.0,,,100.30000000000001,629.0724999999998,104.25,-11.75,,,,-148.125,365.4749999999999,3.0,186.25,,-88.02250000000004,,,-410.6875,-130.5,377.5,,,,337.25,51.75,-23.192499999999995,522.5,,-470.5,17.5,,,102.75,,,196.0,,,,10.0,-278.83,,577.5
2019-02-12,203.0,150.0,,320.5,35.0,-189.23249999999996,,99.75,370.0,,,100.30000000000001,572.31,103.75,26.0,,,,-161.75,365.4749999999999,-50.625,297.5,,-7.7724999999999795,,,-257.5825,-108.5,160.0,,,,75.75,119.25,13.219999999999999,522.5,,-646.6666666666666,-270.0,,,43.75,,,139.33333333333331,,,,25.0,-159.16250000000002,,201.25
2019-02-13,202.25,136.25,,443.0,53.5,10.0,,95.5,111.25,,,100.30000000000001,595.3825000000002,94.75,33.0,,,,-100.375,365.4749999999999,-6.625,481.25,,-17.01249999999999,,,-267.1975,-138.5,-26.25,,,,204.0,194.25,24.795,522.5,,-507.0,-145.5,,,105.75,,,266.0,,,,142.5,-136.82999999999998,,126.25
2019-02-14,238.5,247.5,,376.5,71.0,0.19249999999999545,,77.25,-81.25,,,100.30000000000001,520.875,73.0,20.833333333333336,,,,-6.75,365.4749999999999,20.375,407.5,,-9.372500000000002,,,-300.4375,-176.0,-181.25,,,,84.0,180.5,41.0075,433.75,,-451.0,-80.5,,,196.5,,,171.0,,,,105.0,-210.08000000000004,,116.25
2019-02-15,282.5,123.75,,440.5,46.25,30.962499999999977,,64.5,97.5,,,100.30000000000001,456.1949999999997,109.5,7.666666666666668,,,,42.125,365.4749999999999,23.0,405.0,,-21.629999999999995,,,-291.3125,-174.5,-218.75,,,,102.0,227.75,55.705,303.75,,-452.0,-74.5,,,204.5,,,126.25,,,,120.0,-199.67000000000002,,176.25
2019-02-18,285.75,100.0,,381.0,60.0,-43.077499999999986,,63.5,-725.0,,,100.30000000000001,394.1724999999997,66.5,4.666666666666668,,,,20.75,188.0324999999998,37.875,325.0,,-26.840000000000003,,,-304.0625,-157.5,-142.5,,,,-36.75,194.5,56.11,271.66666666666663,,-439.5,33.0,,,90.25,,,116.25,,,,83.75,-198.66249999999997,,170.0
2019-02-19,263.5,142.5,,397.5,52.25,-411.595,,46.75,-132.5,,,100.30000000000001,425.65250000000015,81.25,-2.166666666666668,,,,-16.625,221.39249999999993,42.125,-18.75,,-28.769999999999982,,,-399.25,-232.5,-173.75,,,,-180.5,156.0,58.849999999999994,173.33333333333337,,-458.5,76.5,,,91.5,,,94.75,,,,78.75,-217.33499999999998,,143.75
2019-02-20,305.75,143.75,,374.5,62.5,-498.7125000000001,,73.5,180.0,,,100.30000000000001,511.12249999999995,38.0,19.166666666666668,,,,-11.75,199.95333333333338,51.25,62.5,,-10.112500000000011,,,-335.8125,-149.0,6.25,,,,-70.0,135.5,102.98750000000001,-172.5,,-501.5,-61.0,,,46.75,,,84.0,,,,77.5,-186.7475,,215.0
2019-02-21,297.25,92.5,,262.0,52.0,-413.0374999999999,,87.0,227.5,,,87.1,456.6749999999997,31.5,15.666666666666668,,,,-7.75,164.91999999999962,47.125,115.0,,-37.234999999999985,,,-304.875,-130.0,121.25,,,,2.75,93.0,119.0775,445.0,,-397.0,-58.0,,,-0.6666666666666643,,,108.0,,,,62.5,-186.25,,451.25
2019-02-22,304.25,81.25,,295.0,34.5,-739.0925,,79.25,-158.75,,,87.1,461.37750000000005,-5.0,11.0,,,,-21.25,129.0899999999997,35.125,123.75,,-56.392499999999984,,,-284.3125,-137.0,-261.25,,,,24.0,53.0,121.7475,46.25,,-440.0,-20.0,,,70.5,,,33.5,,,,-2.5,-175.0025,,105.0
2019-02-25,257.75,76.25,,384.0,17.5,-548.1374999999999,,97.25,-303.75,,,87.1,557.2275,63.5,29.0,,,,-9.75,152.9133333333334,27.375,141.25,,-43.28,,,-301.9375,-114.0,-191.25,,,,102.25,153.0,126.865,473.75,,-378.0,-106.5,,,108.0,,,64.75,,,,-20.0,-198.835,,38.75
2019-02-26,313.5,117.5,,384.0,-7.0,-338.4225,,97.25,-2.5,,,87.1,578.2824999999998,63.5,20.333333333333332,,,,-0.125,251.54250000000002,25.25,195.0,,-66.50000000000003,,,-264.125,-131.0,-27.5,,,,-4.25,65.75,100.515,-52.5,,-376.5,-85.5,,,73.33333333333334,,,-9.0,,,,-76.25,-160.58000000000004,,166.25
2019-02-27,306.0,148.75,,384.0,-9.25,-181.5,,113.0,161.25,,,87.1,510.3499999999999,63.5,16.166666666666664,,,,29.25,244.26000000000022,38.625,253.33333333333334,,-58.53750000000002,,,-175.25,-57.0,-178.75,,,,155.0,49.25,127.8825,-115.0,,-332.0,-149.5,,,39.5,,,72.25,,,,1.25,-122.91749999999999,,36.25
2019-02-28,448.25,117.5,,384.0,-23.25,130.53750000000002,,113.0,16.25,,,80.59999999999997,1217.1999999999998,63.5,16.166666666666664,,,,53.0,191.9124999999999,38.625,158.75,,-215.54499999999993,,,-175.25,28.0,-190.0,,,,155.0,49.25,83.575,-115.0,,-332.0,-149.5,,,12.0,,,44.5,,,,28.75,-144.24999999999997,,123.75
2019-03-01,351.5,86.25,,252.0,-10.5,388.1925,,113.0,-305.0,,,80.59999999999997,615.79,-12.75,16.166666666666664,,,,53.0,191.9124999999999,38.625,197.5,,-157.185,,,-175.25,-33.5,-226.25,,,,155.0,2.25,83.575,263.75,,-332.0,-149.5,,,60.0,,,31.25,,,,65.0,-240.91249999999997,,-431.25
2019-03-04,434.0,88.75,,359.5,6.0,-232.6575,,113.0,476.25,,,80.59999999999997,458.05250000000024,-11.75,8.75,,,,21.125,191.9124999999999,82.0,-63.75,,-209.035,,,-393.875,-126.5,13.75,,,,-109.0,-33.25,-21.277500000000003,698.75,,-332.0,-149.5,,,135.25,,,149.75,,,,-51.25,-181.91750000000002,,46.25
2019-03-05,322.0,151.25,,359.0,-15.0,-205.57749999999993,,93.25,557.5,,,80.59999999999997,419.1850000000004,-27.0,6.5,,,,115.375,191.9124999999999,105.375,111.25,,-114.21750000000003,,,-338.25,-90.0,-15.0,,,,-37.0,-56.0,54.675,275.0,,-348.5,5.0,,,72.5,,,-20.0,,,,27.5,-102.08250000000001,,-181.25
2019-03-06,282.0,293.75,,350.0,-27.5,-220.67249999999996,,35.75,485.0,,,80.59999999999997,401.0925000000002,26.0,9.166666666666668,,,,139.75,191.9124999999999,119.875,-61.25,,-167.8675,,,-383.1875,-139.5,76.25,,,,-80.5,-2.0,46.099999999999994,283.75,,-395.5,24.0,,,72.0,,,29.0,,,,-27.5,-95.75,,208.75
2019-03-07,272.5,223.75,,385.0,-51.75,-228.07749999999996,,-1.75,830.0,,,80.59999999999997,414.1975000000002,-24.0,-43.166666666666664,,,,109.875,191.9124999999999,111.75,25.0,,-191.9,,,-302.1875,-146.0,88.75,,,,69.75,-97.5,52.4475,192.5,,-328.0,-65.0,,,49.75,,,121.75,,,,-62.5,-44.58499999999998,,315.0
2019-03-08,280.0,343.75,,414.5,-54.25,-55.19,,-6.0,746.25,,,80.59999999999997,434.2100000000005,30.5,-25.333333333333332,,,,163.625,191.9124999999999,140.625,138.75,,-175.88749999999996,,,-405.3125,-160.5,96.25,,,,120.5,-33.5,-5.98,273.75,,-358.5,-92.0,,,51.0,,,110.0,,,,-40.0,-66.91749999999999,,626.25
2019-03-11,279.25,335.0,,413.5,-71.5,-179.90000000000003,,-15.0,770.0,,,80.59999999999997,412.6750000000002,27.5,-2.0,,,,203.5,76.3725000000004,142.5,-85.0,,-187.005,,,-435.1875,-143.5,65.0,,,,-97.75,-18.0,8.217499999999994,198.75,,-322.5,-211.5,,,-46.66666666666667,,,99.0,,,,-70.0,-64.58749999999995,,371.25
2019-03-12,280.0,405.0,,350.5,-83.75,-272.40000000000003,,-19.25,876.25,,,80.59999999999997,353.3175000000001,36.25,-29.666666666666668,,,,159.75,38.815000000000055,140.5,-16.25,,-165.6675,,,-190.0,-139.0,181.25,,,,-10.25,-30.5,65.6475,370.0,,-235.0,-124.5,,,88.75,,,88.0,,,,-112.5,-47.91499999999999,,393.75
2019-03-13,226.0,238.75,,267.0,-80.0,-373.845,,-30.0,926.25,,,80.59999999999997,349.6075000000001,72.5,-7.166666666666667,,,,155.75,70.1550000000002,123.375,-101.25,,-198.89000000000001,,,-126.3125,-98.5,171.25,,,,-50.0,8.5,37.6775,343.75,,-283.5,-148.5,,,41.0,,,109.75,,,,-133.75,-50.24750000000003,,495.0
2019-03-14,200.25,373.75,,292.5,-89.75,-350.28999999999996,,-90.75,1303.75,,,80.59999999999997,404.08500000000004,71.75,-17.0,,,,143.75,74.36999999999989,123.625,33.75,,-199.24249999999998,,,-118.0,-144.5,23.75,,,,108.25,20.0,25.404999999999994,312.5,,-218.5,-159.5,,,41.0,,,179.25,,,,-68.75,-12.580000000000013,,378.75
2019-03-15,151.0,361.25,,303.5,-109.25,-351.92749999999995,,-112.25,557.5,,,80.59999999999997,413.59000000000015,92.5,4.166666666666668,,,,162.375,52.82499999999982,114.375,245.0,,-198.34249999999997,,,-112.625,-169.5,273.75,,,,184.75,50.5,2.5349999999999966,336.25,,-113.0,44.5,,,66.0,,,206.0,,,,43.75,-112.08,,801.25
2019-03-18,195.0,357.5,,380.0,-116.25,-428.94,,-135.0,923.75,,,80.59999999999997,513.5324999999998,120.0,20.5,,,,95.25,-37.6850000000004,129.375,480.0,,-170.1525,,,-184.0625,-168.0,427.5,,,,356.75,51.0,-1.3674999999999997,236.25,,26.0,130.5,,,40.0,,,225.5,,,,196.25,-138.07999999999998,,615.0
2019-03-19,198.0,341.25,,376.5,-105.25,-338.65000000000003,,-129.5,1058.75,,,80.59999999999997,507.02499999999964,96.75,16.333333333333336,,,,99.5,-41.88000000000011,130.75,516.25,,-157.85250000000002,,,-230.75,-116.0,18.75,,,,313.5,60.75,-9.545000000000002,346.25,,76.5,-28.0,,,77.75,,,182.0,,,,180.0,-146.9975,,611.25
2019-03-20,221.0,347.5,,434.5,-75.5,-460.3825,,-104.25,1192.5,,,152.6,469.7075,108.0,44.166666666666664,,,,86.75,-49.88000000000011,126.75,477.5,,-154.45250000000001,,,-173.0,-200.5,-33.75,,,,250.0,68.25,-2.752500000000005,213.75,,52.5,-105.0,,,114.25,,,94.75,,,,198.75,-189.58,,482.5
2019-03-21,227.5,417.5,,415.0,-69.0,-410.9575,,-89.25,1027.5,,,78.30000000000001,447.8325,102.0,7.0,,,,16.75,-31.40000000000009,125.625,430.0,,-150.76999999999998,,,-158.3125,-164.0,-160.0,,,,187.25,48.75,16.439999999999998,246.25,,64.0,-85.0,,,158.5,,,221.5,,,,133.75,-172.58000000000004,,620.0
2019-03-22,211.5,482.5,,419.0,-74.5,-446.91999999999996,,-57.25,1326.25,,,78.30000000000001,484.6724999999997,103.25,-1.0,,,,-51.625,7.849999999999909,109.25,292.5,,-170.0225,,,-254.0625,-144.0,-2.5,,,,155.75,75.0,-1.4425000000000026,326.25,,135.0,-236.5,,,214.5,,,196.25,,,,-30.0,-114.665,,420.0
2019-03-25,228.5,527.5,,458.5,-80.5,-368.845,,-62.0,1563.75,,,78.30000000000001,595.81,119.25,-4.0,,,,-38.75,14.012500000000273,111.875,188.75,,-170.1725,,,-248.625,-133.0,20.0,,,,89.75,91.75,13.110000000000003,516.25,,92.0,-197.0,,,179.75,,,129.25,,,,-46.25,-152.66750000000002,,827.5
2019-03-26,221.75,505.0,,461.0,-103.75,-254.135,,-65.25,1130.0,,,78.30000000000001,548.1974999999998,87.0,11.666666666666668,,,,-68.875,65.43499999999995,124.25,340.0,,-175.16,,,-258.125,-116.0,172.5,,,,210.5,80.25,-9.144999999999996,387.5,,175.0,-125.5,,,183.0,,,321.75,,,,-5.0,-143.41750000000002,,407.5
2019-03-27,221.5,391.25,,402.5,-98.25,-215.0,,-51.5,1197.5,,,78.30000000000001,548.7624999999998,83.75,-11.333333333333332,,,,-71.125,53.04499999999962,105.75,253.75,,-177.23000000000002,,,-270.9375,-153.5,101.25,,,,170.5,66.25,-26.5075,451.25,,55.0,-193.0,,,192.5,,,249.5,,,,-37.5,-176.16750000000002,,655.0
2019-03-28,209.0,415.0,,357.5,-94.75,-170.58249999999998,,-33.5,1162.5,,,78.30000000000001,555.9974999999995,83.75,-1.8333333333333321,,,,-90.625,43.36499999999978,96.25,300.0,,-121.35749999999999,,,-78.9375,-101.5,153.75,,,,202.75,127.5,19.854999999999997,131.25,,48.0,-173.5,,,198.0,,,227.75,,,,5.0,-156.91750000000002,,367.5
2019-03-29,230.0,350.0,,357.5,-104.5,-157.02250000000004,,-36.25,1108.75,,,78.30000000000001,605.1425000000004,83.75,-22.166666666666668,,,,-109.0,15.36999999999989,96.0,253.75,,-122.03000000000002,,,-51.0625,-69.0,221.25,,,,94.5,118.0,24.525,-426.25,,82.5,-90.0,,,186.25,,,157.5,,,,5.0,-159.66750000000002,,346.25
2019-04-01,230.0,0.0,,357.5,-104.5,-157.02250000000004,,-36.25,-366.25,,,78.30000000000001,605.1425000000004,83.75,-22.166666666666668,,,,-109.0,15.36999999999989,96.0,253.75,,-122.03000000000002,,,-51.0625,-69.0,221.25,,,,94.5,122.5,24.525,-85.0,,82.5,-90.0,,,186.25,,,157.5,,,,5.0,-159.66750000000002,,-72.5
2019-04-02,305.5,128.75,,284.0,-89.75,-47.08000000000004,,-36.25,132.5,,,78.30000000000001,696.3125,50.25,-22.166666666666668,,,,-109.0,15.36999999999989,96.0,303.75,,-177.35250000000002,,,-51.0625,-73.5,241.25,,,,94.5,9.25,24.525,265.0,,82.5,-90.0,,,211.75,,,285.0,,,,116.25,-169.7475,,156.25
2019-04-03,304.25,43.75,,257.5,-71.75,-578.6574999999999,,-36.25,-332.5,,,78.30000000000001,661.3800000000001,27.0,-22.166666666666668,,,,-109.0,15.36999999999989,96.0,143.75,,-153.66,,,-51.0625,-11.5,161.25,,,,94.5,-24.5,24.525,247.5,,82.5,-90.0,,,158.75,,,77.5,,,,-47.5,-194.745,,-160.0
2019-04-04,169.0,100.0,,319.5,-111.0,-359.52250000000004,,-54.0,-237.5,,,78.30000000000001,545.7274999999995,30.0,-35.66666666666667,,,,-114.125,15.36999999999989,122.625,62.5,,-161.40000000000003,,,-96.4375,-56.0,-185.0,,,,-29.5,-22.75,-12.519999999999996,86.25,,45.0,-137.0,,,109.5,,,-16.25,,,,-22.5,-124.74749999999999,,-22.5
2019-04-08,162.25,142.5,,401.5,-89.25,-449.6125,,-55.75,115.0,,,78.30000000000001,542.0099999999998,-67.0,-66.16666666666667,,,,-142.625,15.36999999999989,111.875,-103.75,,-138.935,,,-113.75,-88.5,163.75,,,,69.75,-92.0,-2.7549999999999955,288.75,,-69.0,-417.5,,,43.5,,,238.0,,,,-20.0,-126.41249999999998,,487.5
2019-04-09,97.75,-18.75,,458.0,-94.75,-893.8425,,-93.25,-602.5,,,78.30000000000001,531.8775,254.25,8.333333333333332,,,,-125.75,15.36999999999989,27.0,-201.25,,-230.96,,,-242.375,-441.0,50.0,,,,-25.75,253.75,-74.04499999999999,7.5,,-349.0,-369.5,,,107.83333333333334,,,575.75,,,,-75.0,-396.17,,208.75
2019-04-10,146.5,40.0,,532.5,-139.0,-952.11,,-107.5,-471.25,,,-52.30000000000001,623.6575000000003,96.5,0.5,,,,-76.5,15.36999999999989,62.125,-376.25,,-226.3,,,-196.375,-444.5,172.5,,,,-152.25,67.25,-56.4425,-106.25,,-370.5,-292.0,,,81.75,,,526.5,,,,-116.25,-408.7525,,331.25
2019-04-11,162.25,142.5,,548.0,-149.5,-976.7275,,-80.75,177.5,,,-88.73333333333335,599.1349999999998,83.0,8.666666666666668,,,,-54.375,-513.395,58.5,-350.0,,-240.0825,,,-162.8125,-382.5,155.0,,,,-147.75,27.0,-49.91,255.0,,-363.5,-244.0,,,87.0,,,490.0,,,,-176.25,-362.33500000000004,,251.25
2019-04-12,231.75,143.75,,546.0,-164.5,-595.8675,,-76.5,-190.0,,,-88.73333333333335,440.14750000000004,116.25,-9.333333333333332,,,,-185.875,-522.2800000000002,-64.75,-492.5,,-204.5225,,,-61.75,-500.0,40.0,,,,-214.25,59.0,-14.442500000000003,143.75,,-338.0,-415.0,,,88.75,,,592.75,,,,-145.0,-349.5025,,143.75
2019-04-15,245.0,33.75,,538.5,-162.25,-749.0450000000001,,-91.25,90.0,,,-88.73333333333335,470.72749999999996,60.25,-5.333333333333334,,,,-223.375,-523.2399999999998,-83.625,-385.0,,-219.51,,,64.0625,-443.0,-23.75,,,,-74.0,71.25,-17.11,241.25,,-341.0,-323.5,,,-10.0,,,681.25,,,,-133.33333333333334,-288.755,,100.0
2019-04-16,242.25,45.0,,517.5,-163.75,-587.8924999999999,,-93.75,-252.5,,,-88.73333333333335,532.5274999999997,106.75,25.333333333333332,,,,-226.25,-544.0450000000001,-87.0,-357.5,,-215.945,,,64.1875,-414.5,-42.5,,,,-62.5,112.75,-19.0725,191.25,,-116.0,-243.5,,,-27.5,,,568.5,,,,-195.0,-301.58000000000004,,120.0
2019-04-17,268.75,76.25,,507.0,-143.5,-460.03999999999996,,-77.0,110.0,,,-88.73333333333335,521.2649999999999,92.25,29.0,,,,-190.25,-529.4699999999993,-75.125,-381.25,,-195.635,,,46.1875,-401.0,56.25,,,,-75.25,95.25,6.604999999999997,411.25,,-187.0,-167.0,,,44.5,,,672.25,,,,-163.75,-316.3275,,177.5
2019-04-18,257.75,225.0,,599.5,-128.5,-245.3275,,-74.75,240.0,,,-88.73333333333335,569.9699999999998,168.0,17.833333333333332,,,,-164.0,-431.9875000000002,-74.375,-172.5,,-168.15,,,138.0625,-339.0,222.5,,,,-1.5,198.0,18.905,725.0,,-149.0,-193.0,,,93.25,,,716.0,,,,-10.0,-236.90999999999997,,416.25
2019-04-19,292.0,151.25,,492.0,-133.25,-169.115,,-80.5,-155.0,,,-88.73333333333335,540.8049999999998,106.25,36.0,,,,-187.625,-300.52250000000004,-82.625,-136.25,,-168.29,,,145.0,-291.5,-2.5,,,,-80.0,110.5,19.177500000000002,286.25,,-91.25,-45.5,,,22.333333333333332,,,777.75,,,,-13.333333333333336,-245.07750000000001,,120.0
2019-04-22,349.5,116.25,,418.0,-128.5,43.10249999999999,,-88.5,192.5,,,-88.73333333333335,451.71500000000015,171.25,44.166666666666664,,,,-162.375,-233.57999999999993,-52.625,-136.25,,-161.3875,,,172.5625,-322.5,11.25,,,,-29.0,177.5,34.402499999999996,547.5,,20.75,70.0,,,109.33333333333333,,,728.25,,,,8.333333333333334,-210.3375,,216.25
2019-04-23,335.75,87.5,,414.5,-137.5,-115.7525,,-127.0,-62.5,,,-88.73333333333335,410.58500000000004,138.5,29.166666666666668,,,,-169.5,-278.3575000000001,-82.5,-252.5,,-179.5375,,,160.8125,-353.0,-37.5,,,,-154.0,148.5,15.9025,312.5,,-28.25,41.0,,,68.66666666666667,,,707.75,,,,-72.5,-216.2525,,35.0
2019-04-24,344.75,105.0,,408.0,-116.5,23.09499999999999,,-140.25,100.0,,,-88.73333333333335,437.375,147.75,37.66666666666667,,,,-92.5,-266.1125000000002,-78.25,-100.0,,-159.0175,,,264.375,-313.0,128.75,,,,-97.5,142.0,44.715,388.75,,-14.75,123.5,,,-6.25,,,727.0,,,,-92.5,-190.2525,,295.0
2019-04-25,359.75,51.25,,319.0,-120.25,131.35,,-123.25,92.5,,,-88.73333333333335,359.3125,178.5,30.833333333333332,,,,-105.75,-251.9675000000002,-76.875,-82.5,,-116.48999999999998,,,257.0,-345.5,-40.0,,,,-2.75,186.25,86.83,380.0,,61.75,209.0,,,48.0,,,769.25,,,,-53.75,-209.7525,,43.75
2019-04-26,394.25,61.25,,336.5,-120.5,156.92749999999998,,-121.5,-16.25,,,-88.73333333333335,374.47249999999985,132.25,26.666666666666668,,,,-109.75,-148.75999999999976,-94.125,-108.75,,-115.23250000000002,,,277.625,-302.5,40.0,,,,44.25,181.75,87.66,636.25,,66.75,267.0,,,109.0,,,898.75,,,,-36.25,-159.83249999999998,,-31.25
2019-04-29,361.0,61.25,,336.5,-129.75,165.86499999999998,,-138.75,-16.25,,,-88.73333333333335,446.105,132.25,27.833333333333332,,,,-145.125,69.47749999999996,-95.875,-150.0,,-130.315,,,198.375,-280.0,40.0,,,,-22.0,181.75,59.167500000000004,636.25,,-32.25,123.0,,,66.25,,,857.25,,,,63.75,-168.83249999999998,,-31.25
2019-04-30,374.0,61.25,,336.5,-128.25,64.61749999999999,,-130.25,-16.25,,,-85.30000000000001,439.9350000000004,132.25,27.5,,,,-69.25,52.60749999999916,-81.375,-145.0,,-128.6975,,,171.75,-264.0,40.0,,,,-62.25,181.75,60.0675,636.25,,-56.25,78.5,,,132.66666666666669,,,880.0,,,,-22.5,-176.41500000000002,,-31.25
