,ADAUSDT,BNBUSDT,BTCUSDT,BTTUSDT,DASHUSDT,DOGEUSDT,EOSUSDT,ETCUSDT,ETHUSDT,LINKUSDT,LTCUSDT,NEOUSDT,QTUMUSDT,TRXUSDT,XLMUSDT,XMRUSDT,XRPUSDT,ZECUSDT
0,0.12332,23.2208,11629.09,0.0004499,86.37,,3.2084,6.6164,436.37,15.718,60.81,20.71,3.427,0.03007,0.09669,92.82,0.28159,79.42
1,0.12364,23.237,11630.17,0.0004456,86.48,,3.205,6.6109,436.85,15.8011,61.26,20.847,3.421,0.03047,0.09649,93.31,0.28159,80.13
2,0.12338,23.1598,11691.49,0.0004438,86.8,,3.2255,6.6603,443.64,15.7845,61.71,21.123,3.423,0.03014,0.09669,93.74,0.28322,79.57
3,0.12369,23.2391,11692.66,0.000444,86.7,,3.2338,6.6562,445.35,15.7926,61.76,20.948,3.427,0.03041,0.09682,93.68,0.28315,79.23
4,0.12533,23.1855,11794.55,0.0004443,87.22,,3.3024,6.7043,455.55,15.9885,62.65,20.855,3.438,0.0302,0.09815,94.25,0.29088,79.8
5,0.12459,23.3912,11861.85,0.0004444,88.26,,3.3012,6.7604,463.52,16.3567,63.17,20.97,3.455,0.03012,0.09938,94.82,0.29417,80.94
6,0.12532,23.3278,11923.74,0.0004444,88.33,,3.332,6.7242,463.4,16.469,63.01,20.877,3.437,0.02981,0.09934,94.97,0.29458,81.51
7,0.12425,23.3713,11912.85,0.0004484,88.26,,3.3138,6.69,461.01,16.199,62.73,20.856,3.492,0.02978,0.09935,95.23,0.29212,80.8
8,0.12385,23.6437,11938.96,0.0004495,88.21,,3.3317,6.6827,470.33,16.2165,63.12,20.886,3.449,0.02989,0.09905,95.23,0.29083,80.98
9,0.1231,23.556,11919.9,0.0004515,88.53,,3.3395,6.7127,471.12,16.1776,63.37,21.074,3.526,0.03045,0.09968,96.52,0.29294,80.68
10,0.12198,23.0576,11868.99,0.0004429,88.13,,3.3073,6.6518,468.5,15.9417,62.32,20.84,3.462,0.03005,0.09848,95.7,0.28981,80.16
11,0.12348,23.0792,11899.94,0.0004404,88.3,,3.3219,6.678,469.79,16.0643,62.59,20.832,3.505,0.03032,0.0985,95.55,0.29019,80.27
12,0.12188,23.4051,11864.38,0.0004393,87.96,,3.309,6.6577,468.55,15.9263,62.06,20.98,3.488,0.03112,0.09844,96.79,0.28913,80.02
13,0.12238,23.7146,11894.06,0.0004364,88.17,,3.3305,6.6706,472.32,15.9965,62.51,21.092,3.519,0.03125,0.09919,96.73,0.29217,80.24
14,0.12164,23.5283,12039.33,0.0004386,88.52,,3.3576,6.7214,481.96,15.6764,63.53,21.057,3.439,0.03093,0.09939,96.44,0.29431,81.1
15,0.12361,23.6553,11996.22,0.0004408,88.96,,3.3935,6.7555,478.15,16.0811,63.8,21.787,3.464,0.03258,0.10054,96.85,0.29382,82.22
16,0.12442,23.5711,11957.05,0.0004471,88.4,,3.3923,6.7131,474.92,16.0827,63.42,22.046,3.461,0.03332,0.09952,96.06,0.28995,82.1
17,0.12467,24.0,11983.57,0.0004487,89.11,,3.4105,6.7134,477.58,16.1598,63.57,22.297,3.511,0.03469,0.0991,96.19,0.29169,84.13
18,0.12413,24.85,11957.41,0.0004482,89.13,,3.4262,6.6954,475.71,16.0851,63.29,22.352,3.5,0.03391,0.0994,96.36,0.29202,84.2
19,0.12512,24.7311,12003.6,0.000446,89.28,,3.4713,6.7001,481.65,16.0101,63.62,22.1,3.538,0.03406,0.09871,96.29,0.29377,84.09
20,0.12713,24.8631,12016.05,0.0004518,90.08,,3.4887,6.7411,482.75,16.1311,63.64,21.85,3.555,0.03554,0.09901,96.14,0.29521,85.03
21,0.1257,24.9423,11973.04,0.000456,89.28,,3.4867,6.7162,481.45,16.3389,62.98,21.79,3.547,0.03478,0.09924,96.61,0.29674,84.47
22,0.12445,24.7028,11921.97,0.0004534,89.05,,3.4724,6.7359,475.4,16.0333,62.69,21.517,3.518,0.03466,0.09881,96.99,0.29521,83.17
23,0.12486,25.0617,11899.11,0.000454,88.39,,3.458,6.7367,469.07,16.1102,62.69,21.271,3.479,0.03351,0.09899,96.27,0.29986,82.42
24,0.12486,25.4534,11887.83,0.0004441,88.63,,3.4387,6.7189,471.22,16.1132,62.71,21.362,3.517,0.03403,0.09882,96.0,0.29942,83.42
25,0.12359,25.0879,11858.0,0.0004421,88.07,,3.442,6.7189,469.97,15.9007,62.29,21.27,3.507,0.03429,0.09797,95.51,0.29818,82.8
26,0.12306,25.1574,11835.01,0.0004391,87.88,,3.4247,6.7013,470.01,15.8638,62.36,21.033,3.501,0.03512,0.09765,95.54,0.29812,82.52
27,0.12413,25.2632,11873.46,0.0004499,88.46,,3.4627,6.7101,476.29,15.9219,62.93,21.208,3.581,0.03682,0.09829,96.23,0.30016,83.23
28,0.12441,25.0929,11868.55,0.0004511,88.5,,3.4406,6.7203,476.68,15.9891,62.64,21.108,3.673,0.03647,0.09811,96.23,0.29804,84.49
29,0.12285,25.1181,11790.62,0.0004437,87.42,,3.4264,6.6605,473.61,15.7307,62.43,20.883,3.64,0.03645,0.09753,95.49,0.29488,82.74
30,0.12149,24.9729,11722.84,0.0004456,86.92,,3.3838,6.605,466.97,15.6928,61.78,20.647,3.651,0.03598,0.09716,94.26,0.29166,82.05
31,0.12109,25.0948,11711.61,0.0004413,87.36,,3.3881,6.6188,468.84,15.7315,62.19,20.701,3.634,0.03582,0.09742,94.06,0.29207,81.74
32,0.12087,25.7317,11738.1,0.0004469,88.25,,3.4137,6.6288,470.96,15.6469,62.09,20.977,3.682,0.03627,0.09731,93.7,0.29303,81.86
33,0.11881,24.8097,11574.27,0.0004367,86.07,,3.2945,6.4871,459.55,15.2047,60.59,20.251,3.495,0.03489,0.09553,91.23,0.28646,79.31
34,0.1151,24.1624,11406.02,0.0004221,83.02,,3.0984,6.3014,441.88,14.9254,58.59,20.37,3.309,0.03504,0.09201,90.54,0.27824,76.0
35,0.11503,24.0972,11428.65,0.0004203,83.14,,3.1043,6.3212,443.87,15.0239,58.62,20.719,3.301,0.03459,0.093,90.85,0.27802,75.66
36,0.1139,24.19,11338.55,0.0004277,82.41,,3.0841,6.2852,441.61,14.9493,58.07,20.413,3.264,0.03565,0.09156,90.0,0.27354,75.26
37,0.11223,24.2343,11244.82,0.0004176,81.52,,3.034,6.241,430.86,14.6617,57.48,19.897,3.198,0.03383,0.09094,89.18,0.27054,73.61
38,0.11309,24.6409,11329.67,0.0004163,81.94,,3.0485,6.2506,432.49,14.8001,57.65,19.935,3.188,0.03388,0.09102,89.3,0.2709,74.15
39,0.11395,24.3145,11301.1,0.0004139,82.11,,3.0415,6.2192,427.35,14.4727,57.81,19.757,3.158,0.03335,0.0921,88.61,0.27025,75.27
40,0.11401,24.5744,11353.4,0.0004134,82.32,,3.0688,6.2478,431.7,14.6215,57.89,19.849,3.141,0.03331,0.09205,89.19,0.27266,75.08
41,0.11498,24.5953,11389.0,0.0004194,82.68,,3.0629,6.2763,436.24,14.7439,58.02,20.133,3.175,0.0341,0.09238,90.17,0.27337,75.38
42,0.11555,24.4912,11389.21,0.0004172,83.31,,3.0884,6.2875,435.71,14.7501,57.96,20.37,3.187,0.03446,0.09251,90.72,0.27642,75.62
43,0.11503,24.5952,11354.55,0.0004179,83.11,,3.072,6.2954,435.74,14.6336,57.94,20.113,3.181,0.03487,0.09259,90.77,0.27554,75.18
44,0.11617,24.568,11372.63,0.0004189,83.4,,3.0939,6.3106,438.09,14.7677,58.18,20.324,3.206,0.0357,0.09259,90.74,0.27666,75.66
45,0.11554,24.7,11425.31,0.0004168,83.57,,3.1102,6.3316,442.57,14.8569,58.31,20.559,3.262,0.03542,0.09279,91.06,0.27724,76.33
46,0.11489,24.7652,11388.54,0.0004181,83.27,,3.1016,6.2946,439.5,14.7982,58.06,20.33,3.238,0.03449,0.09228,91.07,0.27595,75.9
47,0.11555,25.2713,11410.34,0.0004186,83.17,,3.1242,6.3145,444.27,14.9068,58.15,20.437,3.256,0.03602,0.09257,91.35,0.27441,75.89
48,0.1166,25.392,11422.95,0.0004141,83.39,,3.1521,6.342,448.38,14.773,58.45,20.607,3.289,0.03704,0.09275,91.16,0.2761,75.56
49,0.11498,25.1902,11424.71,0.0004185,82.67,,3.1245,6.2911,447.72,14.74,58.14,20.407,3.247,0.03741,0.09162,90.72,0.27489,75.14
50,0.1138,25.1099,11350.56,0.0004147,81.77,,3.0613,6.2207,442.71,14.506,57.48,20.107,3.173,0.03772,0.0909,89.97,0.27138,73.32
51,0.11176,24.6347,11277.63,0.0004131,81.28,,3.0364,6.1415,434.97,14.1739,56.99,19.541,3.106,0.03686,0.08974,89.05,0.26942,71.83
52,0.11203,24.3589,11278.73,0.0004078,80.97,,3.0063,6.1029,432.0,14.1631,56.81,19.737,3.088,0.03665,0.08931,88.74,0.26996,71.75
53,0.11206,24.3299,11279.49,0.0004103,81.03,,3.0059,6.1033,427.63,14.1176,56.83,19.708,3.059,0.03602,0.08925,88.66,0.26771,71.57
54,0.11373,24.7942,11400.84,0.0004113,82.59,,3.0566,6.1708,436.89,14.5679,57.61,20.28,3.146,0.03758,0.0908,89.93,0.27281,73.4
55,0.11449,24.6732,11387.22,0.000416,82.68,,3.064,6.176,437.04,14.6156,57.61,20.471,3.153,0.03821,0.09111,89.9,0.27273,73.0
56,0.1135,24.7942,11342.48,0.0004489,81.95,,3.0278,6.1217,430.81,14.347,57.01,20.046,3.098,0.03818,0.09037,89.4,0.2705,72.53
57,0.11213,24.2678,11258.35,0.0004366,80.84,,2.9717,6.0816,424.68,13.9116,56.16,19.811,3.034,0.03812,0.08932,88.59,0.26823,71.58
58,0.11045,23.8654,11208.02,0.0004449,80.28,,2.9659,6.0697,422.65,13.6891,56.05,19.614,2.971,0.03872,0.0888,88.0,0.26622,71.15
59,0.10599,22.7369,10818.93,0.0004256,77.94,,2.9067,5.8684,412.41,13.4132,53.88,19.028,2.83,0.03803,0.08589,84.79,0.26219,66.54
60,0.10726,23.6016,10917.03,0.0004355,78.49,,2.9331,5.8829,418.56,13.6216,54.45,19.224,2.872,0.039,0.08676,85.57,0.26508,67.81
61,0.10622,23.2491,10847.91,0.0004302,77.86,,2.907,5.8587,412.46,13.3852,54.05,18.998,2.848,0.03907,0.08574,85.04,0.26321,67.11
62,0.1039,22.301,10670.28,0.0004164,75.87,,2.8872,5.7379,403.64,13.3462,53.38,18.663,2.82,0.03906,0.08457,83.48,0.2606,65.86
63,0.10218,21.7612,10562.64,0.0004338,74.84,,2.8335,5.6721,391.88,13.2007,52.49,18.465,2.776,0.04246,0.08312,82.09,0.25753,64.26
64,0.10486,22.3802,10694.15,0.0004524,76.03,,2.884,5.7558,400.27,13.4728,53.3,18.843,2.843,0.04375,0.08496,83.09,0.2594,65.55
65,0.10317,22.079,10650.11,0.0004873,74.79,,2.8625,5.7216,398.26,13.2523,52.81,18.633,2.778,0.04727,0.08368,82.11,0.25792,64.7
66,0.10509,22.2534,10682.69,0.0004616,76.13,,2.8908,5.7819,401.47,13.37,53.3,18.853,2.785,0.04623,0.0848,83.1,0.26238,65.87
67,0.10447,22.3519,10774.12,0.00046,75.93,,2.9156,5.8238,405.89,13.3563,53.46,18.875,2.767,0.04369,0.08504,83.37,0.26473,65.46
68,0.10442,22.1098,10723.62,0.000456,75.41,,2.9049,5.7681,402.36,13.166,53.16,18.797,2.745,0.04257,0.08505,82.92,0.26282,64.98
69,0.10278,21.9065,10661.31,0.0004769,74.31,,2.8759,5.7168,396.0,12.8152,52.51,18.626,2.697,0.04335,0.08361,83.06,0.25929,64.5
70,0.09446,20.3592,10140.85,0.0004292,66.6,,2.6133,5.4849,381.4,11.8895,47.28,17.725,2.388,0.03996,0.07781,77.1,0.24409,56.77
71,0.09835,20.6943,10299.39,0.0004292,68.51,,2.6918,5.1366,388.67,11.8808,48.3,18.122,2.439,0.0401,0.07973,78.72,0.24951,58.22
72,0.09707,20.6292,10261.19,0.000417,68.34,,2.6924,5.1667,387.4,11.9416,48.65,18.045,2.446,0.04011,0.07859,78.67,0.24822,58.49
73,0.09675,20.9512,10261.33,0.0004163,68.67,,2.6811,5.1793,386.7,11.9078,48.34,18.063,2.438,0.03969,0.07786,80.0,0.24861,57.48
74,0.09614,20.5879,10265.42,0.0004126,68.29,,2.6734,5.1475,383.25,11.8445,48.21,17.921,2.387,0.03978,0.0775,79.29,0.24913,57.11
75,0.09612,20.4807,10287.21,0.0004168,68.19,,2.6821,5.1551,387.21,11.8804,48.54,18.047,2.418,0.04107,0.07698,79.48,0.24976,57.6
76,0.09721,20.5522,10283.59,0.0004159,68.91,,2.6826,5.148,388.11,11.885,48.78,18.258,2.441,0.04166,0.07751,79.94,0.2494,57.53
77,0.09502,20.3501,10226.36,0.0004259,67.52,,2.6643,5.0856,382.7,11.5104,48.21,17.826,2.369,0.04261,0.07626,78.85,0.24742,56.62
78,0.09685,20.3055,10295.59,0.0004223,68.66,,2.7124,5.1407,386.01,11.6408,48.83,17.967,2.313,0.04258,0.07697,80.56,0.24923,56.67
79,0.09944,21.2413,10421.99,0.0004283,69.98,,2.7934,5.265,395.65,12.3272,49.67,18.57,2.43,0.04186,0.07882,81.4,0.25228,59.0
80,0.10219,21.5506,10518.38,0.0004263,71.29,,3.0824,5.3864,399.86,12.6279,51.45,18.959,2.582,0.04004,0.08087,82.64,0.2564,60.89
81,0.10227,21.2299,10462.26,0.0004169,71.52,,3.1428,5.3724,395.0,12.5758,51.42,19.208,2.548,0.03861,0.08127,82.53,0.26006,60.19
82,0.10132,21.3937,10422.17,0.0004205,70.87,,3.0431,5.3565,394.63,12.3695,51.12,19.225,2.565,0.0399,0.08079,82.22,0.2571,59.86
83,0.10166,21.438,10464.47,0.0004158,71.53,,3.0521,5.41,394.57,12.3807,50.93,19.415,2.595,0.0387,0.08097,82.4,0.25733,60.1
84,0.10062,21.359,10372.85,0.0004109,71.37,,2.9983,5.3165,391.25,12.3648,50.39,19.256,2.587,0.03624,0.08075,81.79,0.25391,60.16
85,0.09972,20.7594,10387.06,0.0003826,71.93,,2.9093,5.1902,383.05,12.3066,49.4,18.7,2.558,0.03456,0.08012,82.1,0.2512,59.21
86,0.09833,20.5237,10424.67,0.0003919,70.68,,2.9434,5.1838,384.34,12.3487,49.2,18.392,2.521,0.03455,0.07917,81.92,0.25058,58.92
87,0.09972,20.7886,10434.68,0.0003972,71.5,,3.0301,5.2243,385.06,12.4148,49.99,18.769,2.542,0.03513,0.08009,82.92,0.2513,59.86
88,0.09942,20.6435,10406.62,0.0003973,71.23,,3.0057,5.1896,383.61,12.3718,49.67,18.721,2.536,0.03464,0.08038,82.26,0.25193,59.18
89,0.10168,21.0938,10516.65,0.0003998,72.3,,3.0384,5.2248,387.24,12.6177,50.52,18.94,2.606,0.0346,0.08108,82.63,0.25391,59.81
90,0.10078,21.2734,10570.13,0.0004035,72.53,,3.022,5.2238,391.24,12.7584,50.57,18.842,2.603,0.03489,0.08074,82.72,0.25468,59.83
91,0.10248,21.5208,10586.39,0.0004058,73.3,,3.036,5.2509,391.12,12.5968,51.13,19.014,2.635,0.03583,0.08142,83.1,0.2564,60.49
92,0.10243,21.3526,10546.12,0.0004054,73.21,,3.0128,5.2912,388.25,12.7279,51.07,19.065,2.626,0.03596,0.08152,83.21,0.25614,60.45
93,0.10163,21.0832,10461.95,0.0003997,72.41,,2.9962,5.2789,387.4,12.3738,50.47,18.82,2.572,0.03605,0.08079,82.27,0.25437,59.73
94,0.10156,20.9712,10446.25,0.0003982,72.62,,2.9948,5.3018,385.26,12.3708,50.32,18.904,2.578,0.03552,0.08074,82.08,0.25385,59.64
95,0.10249,21.3358,10481.71,0.0003992,73.25,,3.0673,5.3602,389.38,12.5952,50.69,19.163,2.59,0.03616,0.08223,83.08,0.25611,60.25
96,0.10206,21.2041,10483.73,0.000395,73.28,,3.0815,5.3642,390.9,12.5827,50.52,19.165,2.633,0.03637,0.08231,82.73,0.25605,59.74
97,0.10125,21.0876,10432.53,0.0003943,72.66,,3.0627,5.345,387.95,12.3778,50.01,18.821,2.589,0.03588,0.08187,82.12,0.25435,59.22
98,0.1008,20.9629,10408.46,0.0004009,72.62,,3.1335,5.3382,387.19,12.5175,50.02,18.853,2.607,0.03583,0.08232,82.61,0.25326,59.27
99,0.10088,20.972,10413.56,0.0003975,72.53,,3.0788,5.3123,384.85,12.4849,49.92,18.651,2.589,0.03399,0.08196,81.76,0.25313,58.9
100,0.09959,20.6797,10403.01,0.0003904,71.83,,3.0347,5.2715,381.84,12.3539,49.57,18.442,2.56,0.03353,0.08077,80.98,0.2518,58.03
101,0.10087,20.8491,10480.46,0.000396,72.73,,3.0681,5.303,385.95,12.6951,50.0,18.653,2.615,0.03397,0.0822,82.14,0.25422,58.17
102,0.09959,20.617,10406.77,0.0003842,71.89,,3.061,5.2638,380.61,12.6706,49.63,18.255,2.57,0.03338,0.08135,81.22,0.25273,57.51
103,0.0978,20.3466,10321.98,0.00038,70.71,,3.0035,5.189,372.72,12.2977,49.05,17.945,2.519,0.0317,0.0801,79.9,0.24939,56.45
104,0.09651,20.0305,10286.85,0.0003753,70.03,,2.9574,5.1776,366.53,11.9701,48.54,17.502,2.457,0.03104,0.07878,78.92,0.24731,56.09
105,0.09596,19.7256,10284.47,0.0003732,69.61,,3.0096,5.1854,362.88,11.7944,48.55,17.094,2.426,0.03128,0.07871,78.37,0.24638,55.15
106,0.09577,19.5692,10225.66,0.000373,68.85,,3.0166,5.1594,356.01,11.6306,48.67,17.214,2.426,0.03218,0.07803,77.46,0.24563,55.0
107,0.09211,18.7144,10001.75,0.0003521,67.12,,2.8443,5.0083,336.43,10.8081,46.96,17.272,2.33,0.02967,0.0755,76.13,0.23827,52.98
108,0.09596,19.7799,10306.47,0.0003641,69.86,,3.0278,5.2063,356.76,11.5729,49.14,18.049,2.441,0.03203,0.0789,79.06,0.24851,56.36
109,0.09643,19.7244,10323.95,0.0003728,70.13,,3.1046,5.2433,357.34,11.6443,49.5,18.011,2.462,0.03309,0.07921,79.77,0.24864,56.45
110,0.09583,19.6593,10273.89,0.0003616,69.68,,3.0657,5.2462,357.31,11.5048,49.33,17.827,2.436,0.03283,0.07861,80.11,0.24682,56.15
111,0.09528,19.4242,10240.15,0.0003607,68.96,,3.0243,5.1576,352.27,11.3462,48.99,17.811,2.403,0.03164,0.07785,79.01,0.24463,55.22
112,0.09254,18.7803,10129.79,0.0003539,67.73,,2.9331,5.0623,340.34,10.7011,47.84,17.574,2.359,0.03071,0.07618,78.05,0.2412,54.06
113,0.09019,18.8063,10156.73,0.0003425,67.46,,2.9267,4.9922,325.58,9.7407,47.48,17.298,2.328,0.0291,0.07538,78.19,0.23939,54.55
114,0.08789,18.2686,9956.66,0.0003296,65.95,,2.8617,4.9086,323.31,10.619,46.72,16.848,2.275,0.02913,0.07414,75.35,0.23465,52.51
115,0.08944,18.7469,10080.9,0.0003315,66.86,,2.8966,4.9728,332.29,10.8313,47.34,17.116,2.31,0.0298,0.07499,76.27,0.23774,53.59
116,0.08906,18.8903,10081.95,0.0003303,66.96,,2.9124,4.9595,330.82,10.8024,46.98,16.933,2.313,0.02945,0.07493,77.02,0.23625,53.45
117,0.08709,18.5479,9982.5,0.0003301,66.14,,2.8556,4.8981,320.23,10.0017,46.31,16.273,2.266,0.02859,0.0734,75.57,0.23159,53.28
118,0.09,19.4698,10166.69,0.0003427,68.02,,2.9387,5.023,335.01,10.6017,47.83,16.964,2.344,0.02988,0.07541,77.71,0.23738,55.98
119,0.08936,19.3355,10209.26,0.000341,68.15,,2.9474,5.0528,339.32,10.7659,47.78,16.812,2.355,0.0306,0.07529,77.93,0.23626,56.83
120,0.08831,19.235,10119.34,0.0003342,67.18,,2.8905,4.9743,330.13,10.5842,47.2,16.429,2.292,0.02916,0.07386,76.97,0.23559,54.91
121,0.08825,19.2413,10151.85,0.0003257,67.75,,2.8988,5.0183,331.2,10.5302,47.43,16.603,2.311,0.02937,0.07431,76.9,0.23503,55.82
122,0.08737,19.0662,10163.72,0.0003237,67.36,,2.881,4.9995,327.85,10.3606,47.26,16.413,2.283,0.02849,0.07335,76.51,0.23364,55.82
123,0.08664,18.799,10053.02,0.0003204,66.57,,2.8447,4.9793,321.21,10.1408,46.63,16.42,2.221,0.02854,0.07259,75.81,0.23256,55.2
124,0.08774,19.1523,10117.57,0.0003125,67.96,,2.8629,5.007,325.0,10.259,47.48,16.777,2.275,0.02871,0.07327,76.94,0.23306,55.88
125,0.0881,18.906,10153.19,0.0003192,68.21,,2.8776,5.0342,331.07,10.5372,47.67,16.747,2.287,0.0292,0.07374,77.53,0.23331,56.87
126,0.09018,19.9867,10230.37,0.0003246,69.38,,2.9158,5.0948,340.03,10.9102,48.33,17.201,2.337,0.03051,0.07482,78.86,0.23661,57.58
127,0.09223,21.9654,10238.16,0.0003298,70.08,,2.9517,5.1371,349.27,11.8,48.76,17.488,2.388,0.03126,0.07562,79.17,0.23907,58.17
128,0.09349,22.289,10217.32,0.0003281,69.96,,2.9379,5.1467,346.1,11.6899,48.38,17.306,2.384,0.03104,0.07646,79.88,0.23963,57.45
129,0.09285,22.2031,10231.51,0.0003341,70.28,,2.9437,5.2089,349.75,11.8301,48.55,17.408,2.403,0.03118,0.07709,80.17,0.24003,57.67
130,0.09382,22.2782,10266.32,0.000348,70.86,,2.9653,5.1985,354.6,12.096,48.92,17.487,2.429,0.03174,0.07706,80.68,0.2404,58.29
131,0.09386,22.2746,10245.73,0.0003533,70.21,,2.9429,5.1672,353.02,11.9565,48.44,17.354,2.408,0.03192,0.07705,80.35,0.24051,57.42
132,0.0935,22.2657,10223.99,0.0003426,69.79,,2.9271,5.1608,348.95,11.9707,48.33,17.224,2.41,0.03146,0.07673,80.16,0.23943,57.05
133,0.09264,22.7156,10235.03,0.0003401,69.78,,2.9176,5.162,347.01,11.9029,47.92,17.115,2.41,0.03077,0.07686,79.84,0.23988,56.99
134,0.09212,22.5926,10173.37,0.0003362,69.47,,2.8883,5.1454,344.49,11.9443,47.72,16.915,2.375,0.03022,0.07663,79.34,0.23718,56.86
135,0.0938,23.1472,10241.69,0.0003421,70.55,,2.9238,5.2041,354.12,12.2204,48.47,17.355,2.412,0.0313,0.07778,80.62,0.23953,57.74
136,0.09266,22.8166,10204.71,0.0003435,69.78,,2.8811,5.1623,349.1,12.0167,47.87,17.072,2.372,0.03139,0.07712,79.72,0.23743,57.74
137,0.09393,23.26,10236.74,0.0003455,71.01,,2.9061,5.2165,350.66,12.2863,48.36,17.527,2.434,0.03174,0.07852,80.66,0.23951,58.88
138,0.09385,23.1791,10258.3,0.0003463,70.88,,2.9114,5.2374,353.45,12.5916,48.42,17.466,2.425,0.03218,0.07837,80.72,0.24137,59.09
139,0.09321,22.6464,10229.25,0.0003418,70.6,,2.8885,5.2004,351.53,12.87,48.13,17.327,2.406,0.03152,0.07783,80.34,0.24093,59.56
140,0.09398,23.3664,10318.57,0.0003434,71.42,,2.9246,5.23,357.31,12.9142,48.42,17.413,2.449,0.03166,0.07879,80.42,0.24244,59.08
141,0.09238,23.0439,10211.08,0.0003422,69.66,,2.8908,5.1254,351.56,12.7103,47.8,16.943,2.391,0.0313,0.07737,79.38,0.23959,58.24
142,0.0926,23.142,10256.2,0.0003417,70.12,,2.9024,5.1492,352.8,12.8044,47.92,17.156,2.422,0.03142,0.07742,80.15,0.23986,58.92
143,0.09317,23.151,10279.72,0.0003482,70.51,,2.9176,5.1742,356.49,12.9306,48.35,17.254,2.44,0.03184,0.07864,80.25,0.24165,58.77
144,0.09386,23.11,10284.51,0.000345,70.7,,2.9392,5.1849,357.09,12.8612,48.71,17.564,2.527,0.03188,0.07912,80.68,0.24269,59.09
145,0.09184,22.1971,10209.33,0.0003409,69.5,,2.8856,5.1306,349.54,12.5128,47.92,17.0,2.436,0.03107,0.07744,79.49,0.23895,57.94
146,0.09187,22.3377,10204.1,0.0003331,69.52,,2.8825,5.1291,348.25,12.48,47.76,16.829,2.422,0.03071,0.07737,79.64,0.23861,57.48
147,0.09086,22.1444,10170.61,0.000333,69.01,,2.8583,5.0694,346.33,12.2871,47.6,16.667,2.374,0.03055,0.07704,78.99,0.2375,56.72
148,0.08834,21.6334,10105.27,0.0003256,68.18,,2.8262,5.0007,342.03,12.1113,47.04,16.377,2.329,0.03012,0.07616,78.55,0.23492,56.47
149,0.08831,21.8822,10079.75,0.0003308,68.34,,2.8326,5.026,340.44,12.2007,47.1,16.48,2.337,0.03024,0.07596,78.26,0.23494,56.63
150,0.08956,22.0203,10113.56,0.000331,68.8,,2.8416,5.0705,343.5,12.616,47.32,16.66,2.365,0.03075,0.07699,78.82,0.2359,57.31
151,0.08978,22.1928,10139.07,0.0003334,69.08,,2.831,5.0728,345.48,12.6744,47.26,16.675,2.365,0.03094,0.07734,79.75,0.23696,57.49
152,0.08896,22.1103,10116.68,0.0003324,68.58,,2.8173,5.0336,343.73,12.4655,47.01,16.479,2.338,0.03062,0.07647,79.43,0.23638,57.29
153,0.08785,21.7555,10070.9,0.000331,67.96,,2.7891,4.9922,339.22,12.0579,46.76,16.123,2.309,0.03028,0.07562,78.5,0.23447,57.16
154,0.08795,21.4351,10026.46,0.0003244,67.57,,2.7613,4.9899,335.72,12.004,46.22,16.628,2.312,0.02976,0.07544,78.35,0.23459,56.97
155,0.08731,20.6738,9946.14,0.0003161,66.45,,2.7094,4.9016,328.09,11.5889,45.74,16.764,2.286,0.02892,0.07469,77.31,0.23155,55.97
156,0.08928,21.4716,10076.78,0.0003253,68.02,,2.7777,4.9709,337.63,12.345,47.47,16.949,2.348,0.03021,0.07644,78.58,0.23411,57.44
157,0.08855,21.27,10014.59,0.0003207,67.2,,2.7457,4.9408,334.53,11.822,46.99,16.638,2.31,0.02957,0.07569,77.69,0.2331,56.7
158,0.09045,21.8211,10144.01,0.0003329,68.68,,2.8003,5.0205,346.19,12.1437,48.19,17.305,2.377,0.03104,0.07722,79.24,0.23696,58.91
159,0.09041,21.7923,10200.0,0.0003353,68.74,,2.8028,5.0093,348.53,12.1227,47.94,17.246,2.373,0.03133,0.07705,79.46,0.23771,59.37
160,0.09081,21.656,10163.39,0.0003342,75.61,,2.8162,5.0525,346.5,12.0337,47.93,17.272,2.388,0.0313,0.07742,80.38,0.23971,62.33
161,0.09064,21.5341,10172.36,0.000332,75.22,,2.8072,5.014,346.82,12.0438,47.84,17.188,2.373,0.03108,0.07676,79.94,0.23836,61.38
162,0.09038,21.5738,10148.47,0.0003322,73.82,,2.8,5.0132,345.94,12.0163,47.68,17.073,2.347,0.03112,0.07613,80.11,0.23758,60.87
163,0.09139,21.7919,10152.33,0.0003312,74.38,,2.8116,5.0379,345.23,12.2062,47.89,17.158,2.368,0.03113,0.07648,80.32,0.23907,61.18
164,0.09148,21.7714,10157.2,0.0003335,74.88,,2.7982,5.0193,344.85,12.0711,47.75,17.079,2.348,0.03092,0.07642,80.93,0.23876,61.08
165,0.09328,22.1739,10386.68,0.0003403,76.19,,2.8571,5.091,352.63,12.549,48.6,17.731,2.408,0.0318,0.07831,82.51,0.24247,61.99
166,0.0936,22.4426,10373.44,0.0003385,76.05,,2.852,5.0983,353.59,12.47,48.84,18.204,2.41,0.03249,0.07867,82.56,0.24198,61.86
167,0.09243,22.5243,10319.95,0.0003376,75.39,,2.8328,5.0779,348.17,12.535,48.29,18.117,2.388,0.03163,0.07785,82.46,0.2405,61.26
168,0.09261,22.366,10312.3,0.0003377,75.92,,2.8267,5.0726,347.47,12.3447,48.43,18.009,2.402,0.03173,0.07805,82.51,0.24118,61.21
169,0.0936,22.7806,10338.21,0.0003431,77.06,,2.8364,5.1293,351.11,12.6107,48.93,18.3,2.435,0.03243,0.07896,83.03,0.24246,62.83
