Fut_code,Trade_DT,amount,close,high,low,open,position,position_range,twap,t_vwap,volume
SA.CZC,6/1/2020 8:00,900784200,1476,1485,1472,1478,64055,2553,1479.3,29593.32746,30431
SA.CZC,6/1/2020 12:00,866563300,1479,1483,1470,1478,65882,1582,1475.688889,29556.16325,29336
SA.CZC,6/1/2020 16:00,396445560,1476,1482,1472,1478,65972,559,1475.577778,29547.64264,13416
SF.CZC,6/1/2020 12:00,670646060,5778,5786,5752,5786,44875,2125,5764.325926,28827.82774,23261
SF.CZC,6/1/2020 16:00,412443480,5780,5800,5764,5780,42658,2545,5781.244444,28878.60813,14267
SM.CZC,6/1/2020 12:00,3688097870,6894,6906,6788,6832,128132,3371,6825.155556,34143.22132,107841
SM.CZC,6/1/2020 16:00,1748905860,6844,6914,6838,6892,123961,4104,6876.377778,34510.51993,50874
SN.SHF,6/1/2020 8:00,680982200,134980,135560,134620,134830,8255,219,135018.2727,135014.9347,5043
SN.SHF,6/1/2020 12:00,445083010,135590,135990,134850,135100,7690,552,135359.697,135358.9249,3290
SN.SHF,6/1/2020 16:00,191364120,136220,136450,135600,135600,7536,157,136120,136119.1137,1406
SP.SHF,6/1/2020 8:00,1034797080,4396,4406,4380,4386,106818,2300,4397.25,43972.74641,23539
SP.SHF,6/1/2020 12:00,1268976380,4416,4418,4394,4398,101429,5491,4410.562963,44107.16762,28775
SP.SHF,6/1/2020 16:00,1549959760,4438,4450,4416,4416,99794,1798,4431.4,44315.67672,34945
SR.CZC,6/1/2020 8:00,10313783050,4925,4954,4911,4930,436605,8824,4939.441667,49396.82242,208908
SR.CZC,6/1/2020 12:00,11341692880,4944,4974,4928,4938,435042,5238,4957.851852,49618.01253,228888
SR.CZC,6/1/2020 16:00,4738549440,4968,4969,4943,4943,428371,6797,4957.933333,49552.91421,95590
SS.SHF,6/1/2020 8:00,115220800,13125,13140,13065,13065,7939,293,13101.64557,65509.43108,1760
SS.SHF,6/1/2020 12:00,149486650,13205,13225,13115,13140,6938,824,13165.58824,65831.50798,2272
SS.SHF,6/1/2020 16:00,58606400,13210,13235,13185,13205,6699,268,13215.83333,66079.15276,887
TA.CZC,6/1/2020 8:00,5015683040,3636,3652,3600,3606,1343211,9305,3632.633333,18172.58516,276194
TA.CZC,6/1/2020 12:00,10710244480,3698,3714,3650,3664,1367710,22508,3697.62963,18483.4364,580338
TA.CZC,6/1/2020 16:00,4590230080,3706,3720,3690,3692,1368392,12176,3703.822222,18514.14243,247607
T.CFE,6/1/2020 12:00,0,,,,,1148,0,,,0
T.CFE,6/1/2020 16:00,25394500,101.54,101.56,101.54,101.56,1135,13,101.55,1015825,25
TF.CFE,6/1/2020 12:00,80654350,103.3,103.5,103.295,103.47,1574,22,103.3942857,1034004.246,78
TF.CFE,6/1/2020 16:00,57864050,103.24,103.275,103.24,103.275,1608,34,103.2433333,1033041.333,56
TS.CFE,6/1/2020 12:00,0,,,,,333,0,,,0
TS.CFE,6/1/2020 16:00,0,,,,,333,0,,,0
UR.CZC,6/1/2020 12:00,674205120,1540,1543,1536,1540,78881,1343,1538.851852,30776.83643,21904
UR.CZC,6/1/2020 16:00,286100100,1537,1542,1536,1540,78078,941,1538.944444,30780,9295
V.DCE,6/1/2020 8:00,2972735025,6100,6145,6035,6055,202649,7746,6102.791667,30512.96123,97449
V.DCE,6/1/2020 12:00,3657902500,6160,6195,6095,6110,210115,10737,6150.148148,30753.65354,119051
V.DCE,6/1/2020 16:00,3305303475,6210,6280,6155,6160,209344,10064,6218.333333,31091.55955,106230
Y.DCE,6/1/2020 8:00,7569802220,5666,5674,5628,5656,417127,4404,5650.833333,56506.99345,133932
Y.DCE,6/1/2020 12:00,10755463600,5648,5684,5620,5676,416466,7103,5645.288889,56452.68549,190390
Y.DCE,6/1/2020 16:00,5397380660,5660,5672,5650,5664,411829,6444,5661.8,56616.51616,95341
ZC.CZC,6/1/2020 8:00,3627355680,534.4,535,528,528,155484,6605,533.1233333,53282.76056,68081
ZC.CZC,6/1/2020 12:00,4431749880,528,533.4,524,533.4,146414,8464,526.2592593,52829.83421,83935
ZC.CZC,6/1/2020 16:00,1497185820,527.4,529.8,527.2,528,146152,1691,528.5088889,52903.96382,28349
ZN.SHF,6/1/2020 8:00,5420698575,16575,16585,16425,16535,85304,1102,16510.54167,82552.9145,65694
ZN.SHF,6/1/2020 12:00,3956095950,16490,16665,16470,16610,83956,2427,16581.59259,82912.96703,47711
ZN.SHF,6/1/2020 16:00,2959009575,16515,16600,16400,16495,82920,2222,16516.83333,82582.05713,35856
A.DCE,9/30/2022 8:00,356517990,5938,5957,5924,5940,64133,600,5940.076271,59400.3659,5999
A.DCE,9/30/2022 12:00,379912840,5932,5949,5916,5940,63730,678,5933.37037,59332.37619,6403
A.DCE,9/30/2022 16:00,385131710,5924,5945,5903,5930,62384,1416,5929.428571,59293.95364,6500
AL.SHF,9/30/2022 8:00,15048097000,18240,18525,18155,18430,168978,8512,18235.375,91179.5832,164548
AL.SHF,9/30/2022 12:00,6867491275,18320,18335,18170,18240,166879,2315,18258.35766,91288.54908,75240
AL.SHF,9/30/2022 16:00,6199115625,18270,18380,18230,18330,160841,6884,18310.6044,91552.34959,67731
AP.CZC,9/30/2022 12:00,0,8249,8350,8137,8262,180236,10891,8240.548148,0,142421
AP.CZC,9/30/2022 16:00,18074890000,8332,8340,8190,8246,185555,6525,8253.322222,77661.29587,76582
BU.SHF,9/30/2022 8:00,1139197110,3749,3777,3725,3738,153827,2028,3750.908333,37509.47207,30375
BU.SHF,9/30/2022 12:00,836406810,3742,3761,3733,3735,153146,765,3745.414815,37454.11558,22332
BU.SHF,9/30/2022 16:00,1091990500,3757,3783,3725,3740,152842,717,3751.89011,37517.3328,29093
C.DCE,9/30/2022 8:00,2561874250,2762,2776,2760,2770,798811,3809,2765.875,27658.44565,92573
C.DCE,9/30/2022 12:00,2668565240,2777,2779,2762,2763,794587,5694,2772.496296,27723.93378,96257
C.DCE,9/30/2022 16:00,1835522400,2773,2780,2771,2777,785092,9263,2774.978022,27749.34998,66141
CF.CZC,9/30/2022 8:00,0,13545,13560,13335,13400,552107,14146,13432.66667,0,249653
CF.CZC,9/30/2022 12:00,0,13525,13745,13475,13505,531667,19394,13611.51852,0,311121
CF.CZC,9/30/2022 16:00,29962800000,13420,13545,13385,13535,530600,4860,13435.61111,100519.3237,130787
CJ.CZC,9/30/2022 12:00,0,11755,11860,11720,11750,26081,190,11809.71545,0,4339
CJ.CZC,9/30/2022 16:00,378940000,11770,11805,11730,11750,25533,554,11773.5119,60149.20635,2088
CS.DCE,9/30/2022 8:00,375127770,3014,3034,3006,3006,90918,1848,3017.584746,30175.34976,12424
CS.DCE,9/30/2022 12:00,276123960,3028,3030,3013,3014,91768,1080,3023.261194,30232.04989,9134
CS.DCE,9/30/2022 16:00,254389630,3035,3040,3024,3029,90949,868,3031.472527,30315.04457,8388
CU.SHF,9/30/2022 8:00,15115122650,60900,61410,60630,61280,143271,4876,60993.625,304962.7256,49519
CU.SHF,9/30/2022 12:00,7820379550,61000,61150,60920,61050,143059,1291,61068.51852,305340.9111,25615
CU.SHF,9/30/2022 16:00,8095620100,61320,61350,61010,61060,142520,942,61122.74725,305604.8167,26483
EB.DCE,9/30/2022 8:00,4764466350,8477,8558,8438,8520,157562,5872,8474.983333,42374.15594,112292
EB.DCE,9/30/2022 12:00,3047699640,8508,8553,8460,8460,154634,3322,8490.367647,42451.86128,71749
EB.DCE,9/30/2022 16:00,2297689385,8560,8565,8472,8490,146097,8565,8520.175824,42599.18375,53916
EG.DCE,9/30/2022 8:00,6870098670,4304,4356,4275,4290,312482,7905,4305.516667,43053.67378,159246
EG.DCE,9/30/2022 12:00,3914371860,4294,4314,4266,4302,311427,1660,4290.355556,42902.34921,91249
EG.DCE,9/30/2022 16:00,3049220100,4310,4325,4293,4294,303891,7842,4309.901099,43098.62748,70750
FG.CZC,9/30/2022 8:00,0,1504,1521,1502,1513,737340,11199,1508.691667,0,226112
FG.CZC,9/30/2022 12:00,0,1510,1513,1495,1505,725809,15153,1507.288889,0,165934
FG.CZC,9/30/2022 16:00,9761110000,1506,1513,1497,1510,697316,28333,1506.911111,13961.99508,158225
FU.SHF,9/30/2022 8:00,8558621340,2729,2779,2708,2779,429124,25150,2734,27337.91092,312477
FU.SHF,9/30/2022 12:00,3705673660,2732,2741,2712,2721,421886,7139,2728.058824,27279.40168,135882
FU.SHF,9/30/2022 16:00,3189630290,2727,2739,2718,2732,420246,5013,2729.868132,27298.86721,116871
HC.SHF,9/30/2022 8:00,3735219040,3866,3888,3866,3884,800286,4030,3876.867769,38768.62477,96333
HC.SHF,9/30/2022 12:00,3539537440,3872,3882,3861,3875,803854,6197,3871.654412,38715.12667,91435
HC.SHF,9/30/2022 16:00,5745181530,3841,3881,3822,3872,786783,16938,3857.153846,38572.45433,149215
IC.CFE,9/30/2022 12:00,44715435360,5755,5816.4,5726,5786,93481,7665,5762.73,1152536.692,38751
IC.CFE,9/30/2022 16:00,29802258280,5710.2,5789.8,5705.4,5756,101694,8194,5744.14876,1148881.356,25962
I.DCE,9/30/2022 8:00,16217353150,723,730.5,721.5,723,726459,13863,725.4090909,72540.71784,223519
I.DCE,9/30/2022 12:00,11621099300,726,728.5,720.5,722.5,725021,5776,724.5661765,72454.8663,160366
I.DCE,9/30/2022 16:00,16261029700,721.5,728.5,716,726,688143,41171,722.978022,72304.02696,225285
IF.CFE,9/30/2022 12:00,46543951380,3826.2,3860.8,3808.8,3849.2,71383,8949,3831.686667,1149493.959,40456
IF.CFE,9/30/2022 16:00,27034768800,3808.4,3843.8,3804,3828.6,77657,6151,3823.014876,1146964.918,23580
IH.CFE,9/30/2022 12:00,17978385240,2616.6,2636.6,2608.8,2620,48956,6870,2621.028333,786302.3343,22848
IH.CFE,9/30/2022 16:00,10819011180,2610,2631.4,2608.4,2617.8,52913,3914,2619.119008,785768.9362,13773
J.DCE,9/30/2022 8:00,2464188500,2800.5,2819.5,2790,2812.5,39339,418,2801.545833,280156.5602,8790
J.DCE,9/30/2022 12:00,1934802100,2801,2809,2776,2802,38540,799,2792.67037,279259.2654,6929
J.DCE,9/30/2022 16:00,2247569050,2791,2810,2772,2801.5,37830,822,2789.774725,278958.9685,8062
JD.DCE,9/30/2022 12:00,3838598930,4279,4375,4271,4373,150153,8749,4317.222222,43170.009,88909
JD.DCE,9/30/2022 16:00,1266639900,4286,4292,4270,4275,144871,5049,4282.010989,42817.95858,29578
JM.DCE,9/30/2022 8:00,1962101400,2116,2133,2106.5,2127,62665,1169,2114.739669,126887.1873,15456
JM.DCE,9/30/2022 12:00,1756915710,2104,2123,2090,2116,61868,838,2102.559259,126148.4311,13920
JM.DCE,9/30/2022 16:00,1648935900,2107,2114,2084,2105,60404,1285,2100.472527,126013.6217,13096
L.DCE,9/30/2022 8:00,4158072655,8141,8184,8120,8163,382100,6741,8140.14876,40700.53661,102099
L.DCE,9/30/2022 12:00,4251641420,8120,8153,8106,8128,377998,3632,8125.274074,40625.33974,104631
L.DCE,9/30/2022 16:00,4688654225,8074,8128,8051,8120,363444,14731,8094.21978,40470.44106,115990
LH.DCE,9/30/2022 12:00,2433956640,22330,22450,22220,22340,41444,389,22344.07407,357522.0794,6805
LH.DCE,9/30/2022 16:00,2596517920,22590,22620,22310,22335,40489,1027,22428.95604,358833.402,7212
MA.CZC,9/30/2022 8:00,0,2812,2828,2808,2828,1032389,124936,2813.85,0,374843
MA.CZC,9/30/2022 12:00,0,2777,2815,2751,2809,983258,62753,2776.985185,0,670819
MA.CZC,9/30/2022 16:00,30456300000,2817,2821,2758,2777,1013058,44922,2792.566667,27872.7727,422875
M.DCE,9/30/2022 8:00,21717031770,4087,4175,4080,4142,1503150,42725,4130.446281,41305.74245,525898
M.DCE,9/30/2022 12:00,14919196190,4070,4112,4062,4094,1484334,17922,4082.881481,40827.82593,365170
M.DCE,9/30/2022 16:00,10205402770,4099,4099,4053,4070,1444455,39354,4078.912088,40787.58788,250261
NI.SHF,9/30/2022 8:00,15848800940,184020,188220,182500,184200,63467,6467,184793.5417,184797.3404,85449
NI.SHF,9/30/2022 12:00,4423746480,182870,185250,182090,184040,66007,2576,183854.1481,183850.7892,24059
NI.SHF,9/30/2022 16:00,3257778840,184370,184470,183000,183000,68332,2414,183858.1319,183845.3095,17720
OI.CZC,9/30/2022 8:00,0,10918,10980,10854,10880,166088,1729,10911.50833,0,165777
OI.CZC,9/30/2022 12:00,0,10892,10988,10846,10945,166601,1820,10909,0,134199
OI.CZC,9/30/2022 16:00,22584810000,11050,11055,10895,10896,163699,4262,10943.73333,87588.94706,72490
PB.SHF,9/30/2022 8:00,1758955250,15010,15100,15005,15075,49018,808,15026.28571,75133.30391,23384
PB.SHF,9/30/2022 12:00,916697025,15015,15055,14980,15020,48727,614,15020.07407,75100.30865,12207
PB.SHF,9/30/2022 16:00,708327825,15030,15035,14980,15005,46536,2080,15006.59341,75030.4778,9442
P.DCE,9/30/2022 8:00,25652831980,7062,7162,7030,7150,473554,12801,7088.793388,70890.79425,361632
P.DCE,9/30/2022 12:00,27659839900,7124,7234,7080,7100,459096,20391,7145.839416,71459.50628,386660
P.DCE,9/30/2022 16:00,10426497000,7094,7140,7066,7122,446425,13028,7117.208791,71170.915,146605
PF.CZC,9/30/2022 8:00,0,6886,6948,6872,6934,73277,754,6891.882353,0,12903
PF.CZC,9/30/2022 12:00,0,6924,6940,6860,6882,73424,567,6909.259259,0,6353
PF.CZC,9/30/2022 16:00,434260000,6938,6964,6912,6926,73053,711,6934.449438,14102.09781,6202
PG.DCE,9/30/2022 8:00,4646059160,4927,4996,4917,4978,80995,2377,4946.883333,98937.37157,46892
PG.DCE,9/30/2022 12:00,4213223200,4892,4921,4876,4911,82568,1427,4896.57037,97925.13736,43025
PG.DCE,9/30/2022 16:00,2857825160,4875,4900,4861,4890,79016,4624,4881.131868,97623.90625,29277
PK.CZC,9/30/2022 12:00,0,10756,10776,10676,10720,133185,1396,10714.02963,0,59044
PK.CZC,9/30/2022 16:00,6601460000,10892,10900,10742,10758,135435,3865,10807.44444,32100.46195,63569
PP.DCE,9/30/2022 8:00,6664169710,7970,8012,7953,8001,464467,6023,7970.090909,39850.09323,167162
PP.DCE,9/30/2022 12:00,5764540205,7974,7986,7947,7957,458036,6592,7966.147059,39829.28423,144730
PP.DCE,9/30/2022 16:00,4799019155,7972,7982,7918,7975,442940,14839,7956.417582,39778.68939,120710
RB.SHF,9/30/2022 8:00,16363715880,3824,3852,3822,3836,1696847,27022,3836.793388,38369.15621,426518
RB.SHF,9/30/2022 12:00,11284113230,3833,3839,3818,3822,1678914,18231,3832.131387,38319.83768,294559
RB.SHF,9/30/2022 16:00,20563713050,3799,3840,3785,3833,1621968,55922,3817.274725,38172.71441,539691
RM.CZC,9/30/2022 8:00,0,3213,3270,3207,3239,465121,14933,3235.05,0,291785
RM.CZC,9/30/2022 12:00,0,3181,3234,3167,3212,448544,17295,3201.266667,0,254919
RM.CZC,9/30/2022 16:00,12468940000,3201,3201,3166,3181,434582,15214,3180.155556,34985.80247,135543
RU.SHF,9/30/2022 8:00,22410975650,13065,13500,13060,13300,150329,7522,13238.05785,132386.0292,168869
RU.SHF,9/30/2022 12:00,7381867150,13100,13140,13070,13090,150149,1143,13101.62963,131013.6734,56347
RU.SHF,9/30/2022 16:00,7744321450,13135,13160,13075,13100,143642,6816,13111.86813,131119.8743,59054
SA.CZC,9/30/2022 8:00,0,2500,2516,2491,2498,524208,14850,2499.15,0,375640
SA.CZC,9/30/2022 12:00,0,2510,2512,2480,2498,513283,19808,2495.17037,0,315252
SA.CZC,9/30/2022 16:00,33712100000,2537,2538,2504,2510,479275,38849,2515.066667,24166.37993,357184
SF.CZC,9/30/2022 12:00,0,8276,8288,8118,8172,92013,4295,8231.081481,0,46585
SF.CZC,9/30/2022 16:00,2935830000,8298,8318,8252,8276,91355,1519,8291.244444,55476.75737,24605
SM.CZC,9/30/2022 12:00,0,7426,7430,7370,7404,172047,2508,7408.948148,0,70205
SM.CZC,9/30/2022 16:00,3977490000,7428,7442,7406,7426,171484,1978,7428.288889,50915.13057,37101
SN.SHF,9/30/2022 8:00,6960730350,176240,181170,175600,180550,38957,3508,177475.2083,177478.8863,39097
SN.SHF,9/30/2022 12:00,2721065450,176580,177500,175540,175970,41784,2563,176790.8088,176780.4764,15402
SN.SHF,9/30/2022 16:00,1907601920,177210,178000,176610,176700,43538,1910,177273.6264,177275.573,10757
SP.SHF,9/30/2022 8:00,8112503720,6856,6940,6776,6776,189021,3512,6843.652893,68433.88181,118247
SP.SHF,9/30/2022 12:00,4345647800,6890,6894,6844,6854,192229,3255,6874.058824,68740.42173,63218
SP.SHF,9/30/2022 16:00,3975378240,6890,6898,6822,6890,186401,6717,6865.516484,68649.43067,57928
SR.CZC,9/30/2022 8:00,0,5466,5491,5460,5487,410540,3467,5472.675,0,100013
SR.CZC,9/30/2022 12:00,0,5454,5482,5440,5466,426595,15973,5461.666667,0,106121
SR.CZC,9/30/2022 16:00,9104000000,5442,5468,5440,5460,424562,3600,5452.188889,26938.89629,60716
SS.SHF,9/30/2022 8:00,4716166700,16670,16860,16540,16660,68012,2160,16653.9749,83271.51694,56472
SS.SHF,9/30/2022 12:00,1704407450,16675,16735,16605,16670,67543,1015,16671.36029,83355.98296,20446
SS.SHF,9/30/2022 16:00,1562928625,16750,16775,16680,16680,66182,1999,16740.10989,83699.14538,18675
TA.CZC,9/30/2022 8:00,0,5330,5378,5296,5370,1110637,31564,5323.85,0,604755
TA.CZC,9/30/2022 12:00,0,5378,5396,5298,5314,1104905,10793,5358.222222,0,556681
TA.CZC,9/30/2022 16:00,24339230000,5386,5418,5368,5378,1044976,59806,5386.688889,18062.77644,349943
T.CFE,9/30/2022 12:00,60621182350,100.675,100.745,100.46,100.52,183785,2077,100.6185124,1006176.938,60260
T.CFE,9/30/2022 16:00,29924127950,100.57,100.69,100.565,100.675,183522,868,100.6188971,1006193.888,29741
TF.CFE,9/30/2022 12:00,35182410650,101.455,101.51,101.285,101.315,125063,1718,101.4150833,1014141.549,34695
TF.CFE,9/30/2022 16:00,19748084750,101.4,101.47,101.385,101.465,123910,1234,101.4253676,1014253.144,19471
TS.CFE,9/30/2022 12:00,36291579500,101.065,101.085,100.975,100.995,56051,718,101.0435417,2020874.367,17959
TS.CFE,9/30/2022 16:00,20966258900,101.05,101.07,101.035,101.065,56002,382,101.0507627,2021024.837,10374
UR.CZC,9/30/2022 12:00,0,2492,2514,2485,2505,116173,1936,2495.688889,0,46659
UR.CZC,9/30/2022 16:00,4083670000,2543,2546,2491,2492,117675,1952,2508.333333,19770.85451,34852
V.DCE,9/30/2022 8:00,8621774815,6161,6184,6133,6168,662527,8024,6154.636364,30773.06881,280078
V.DCE,9/30/2022 12:00,9161404895,6203,6214,6153,6153,647723,15269,6192.948148,30964.93133,295903
V.DCE,9/30/2022 16:00,6779011115,6184,6211,6151,6202,617103,30865,6187.879121,30938.71447,219251
Y.DCE,9/30/2022 8:00,25023509300,8750,8966,8750,8928,433270,11381,8854.842975,88549.21561,282462
Y.DCE,9/30/2022 12:00,21085557000,8844,8884,8776,8800,424369,9129,8832.617647,88326.32427,238741
Y.DCE,9/30/2022 16:00,10438899380,8894,8902,8844,8846,411621,13127,8868.483516,88675.8248,117699
ZC.CZC,9/30/2022 12:00,0,,,,,19,0,,,0
ZC.CZC,9/30/2022 16:00,90000,901,901,901,901,19,0,901,inf,1
ZN.SHF,9/30/2022 8:00,10528226325,23790,24180,23735,24080,105181,1833,23873.50622,119369.7943,87937
ZN.SHF,9/30/2022 12:00,6140349400,23745,23945,23725,23830,104781,789,23872.11679,119360.1359,51476
ZN.SHF,9/30/2022 16:00,3907627275,23670,23900,23660,23755,103351,1331,23790.10989,118946.1823,32855
