,Unnamed: 0,tickers,date,tick_len,min_len,na_count,non_continuous_trading_time_count,other_trading_time_count,Exchg,Fut_code
185,0,HC2306.SHF,2022-12-30,22640,345,3,3,0,SHF,HC.SHF
186,0,HC2307.SHF,2022-12-30,25373,345,0,2,0,SHF,HC.SHF
187,0,HC2308.SHF,2022-12-30,4887,345,9,2,0,SHF,HC.SHF
188,0,HC2309.SHF,2022-12-30,8431,345,0,2,0,SHF,HC.SHF
189,0,HC2310.SHF,2022-12-30,19379,345,4,2,0,SHF,HC.SHF
190,0,HC2311.SHF,2022-12-30,9452,345,1734,2,0,SHF,HC.SHF
191,0,HC2312.SHF,2022-12-30,5543,345,5543,2,0,SHF,HC.SHF
192,0,I2301.DCE,2022-12-30,11971,345,0,2,0,DCE,I.DCE
193,0,I2302.DCE,2022-12-30,19990,345,0,2,0,DCE,I.DCE
194,0,I2303.DCE,2022-12-30,18426,345,0,2,0,DCE,I.DCE
195,0,I2304.DCE,2022-12-30,15236,345,0,2,0,DCE,I.DCE
196,0,I2305.DCE,2022-12-30,39658,345,0,2,0,DCE,I.DCE
197,0,I2306.DCE,2022-12-30,11142,345,0,2,0,DCE,I.DCE
198,0,I2307.DCE,2022-12-30,9743,345,0,2,0,DCE,I.DCE
199,0,I2308.DCE,2022-12-30,9081,345,0,2,0,DCE,I.DCE
200,0,I2309.DCE,2022-12-30,18404,345,0,2,0,DCE,I.DCE
201,0,I2310.DCE,2022-12-30,11536,345,33,2,0,DCE,I.DCE
202,0,I2311.DCE,2022-12-30,4657,345,20,2,0,DCE,I.DCE
203,0,I2312.DCE,2022-12-30,4876,345,22,2,0,DCE,I.DCE
204,0,IC2301.CFE,2022-12-30,22706,240,1,3,1,CFE,IC.CFE
205,0,IC2302.CFE,2022-12-30,10468,240,1,3,1,CFE,IC.CFE
206,0,IC2303.CFE,2022-12-30,17045,240,1,3,1,CFE,IC.CFE
207,0,IC2306.CFE,2022-12-30,13985,240,1,3,1,CFE,IC.CFE
208,0,IF2301.CFE,2022-12-30,22487,240,1,3,1,CFE,IF.CFE
209,0,IF2302.CFE,2022-12-30,8402,240,1,3,1,CFE,IF.CFE
210,0,IF2303.CFE,2022-12-30,16375,240,1,3,1,CFE,IF.CFE
211,0,IF2306.CFE,2022-12-30,11574,240,1,3,1,CFE,IF.CFE
212,0,IH2301.CFE,2022-12-30,20172,240,1,4,1,CFE,IH.CFE
213,0,IH2302.CFE,2022-12-30,10332,240,1,3,1,CFE,IH.CFE
214,0,IH2303.CFE,2022-12-30,14208,240,1,3,1,CFE,IH.CFE
215,0,IH2306.CFE,2022-12-30,10600,240,1,3,1,CFE,IH.CFE
216,0,IM2301.CFE,2022-12-30,19799,240,1,3,1,CFE,IM.CFE
217,0,IM2302.CFE,2022-12-30,10223,240,1,3,1,CFE,IM.CFE
218,0,IM2303.CFE,2022-12-30,15228,240,1,3,1,CFE,IM.CFE
219,0,IM2306.CFE,2022-12-30,12814,240,1,3,1,CFE,IM.CFE
220,0,J2301.DCE,2022-12-30,3669,345,0,2,0,DCE,J.DCE
221,0,J2302.DCE,2022-12-30,577,345,577,2,0,DCE,J.DCE
222,0,J2303.DCE,2022-12-30,2993,345,2993,2,0,DCE,J.DCE
223,0,J2304.DCE,2022-12-30,3276,345,3276,1,0,DCE,J.DCE
224,0,J2305.DCE,2022-12-30,20930,345,0,2,0,DCE,J.DCE
225,0,J2306.DCE,2022-12-30,3764,345,24,2,0,DCE,J.DCE
226,0,J2307.DCE,2022-12-30,3208,345,3208,1,0,DCE,J.DCE
227,0,J2308.DCE,2022-12-30,3863,345,3863,1,0,DCE,J.DCE
228,0,J2309.DCE,2022-12-30,7947,345,0,2,0,DCE,J.DCE
229,0,J2310.DCE,2022-12-30,3639,345,3639,2,0,DCE,J.DCE
230,0,J2311.DCE,2022-12-30,3435,345,3435,1,0,DCE,J.DCE
231,0,J2312.DCE,2022-12-30,4079,345,4079,1,0,DCE,J.DCE
232,0,JD2301.DCE,2022-12-30,5443,225,0,2,0,DCE,JD.DCE
233,0,JD2302.DCE,2022-12-30,8585,225,0,2,0,DCE,JD.DCE
234,0,JD2303.DCE,2022-12-30,8340,225,0,2,0,DCE,JD.DCE
235,0,JD2304.DCE,2022-12-30,6455,225,0,2,0,DCE,JD.DCE
236,0,JD2305.DCE,2022-12-30,14758,225,0,3,0,DCE,JD.DCE
237,0,JD2306.DCE,2022-12-30,678,225,25,2,0,DCE,JD.DCE
238,0,JD2307.DCE,2022-12-30,448,225,13,2,0,DCE,JD.DCE
239,0,JD2308.DCE,2022-12-30,380,225,6,2,0,DCE,JD.DCE
240,0,JD2309.DCE,2022-12-30,1102,225,1,2,0,DCE,JD.DCE
241,0,JD2310.DCE,2022-12-30,777,225,777,2,0,DCE,JD.DCE
242,0,JD2311.DCE,2022-12-30,670,225,101,2,0,DCE,JD.DCE
243,0,JD2312.DCE,2022-12-30,123,225,19,2,0,DCE,JD.DCE
244,0,JM2301.DCE,2022-12-30,2602,345,0,2,0,DCE,JM.DCE
245,0,JM2302.DCE,2022-12-30,1299,345,43,2,0,DCE,JM.DCE
246,0,JM2303.DCE,2022-12-30,1148,345,1148,1,0,DCE,JM.DCE
247,0,JM2304.DCE,2022-12-30,1703,345,222,1,0,DCE,JM.DCE
248,0,JM2305.DCE,2022-12-30,26357,345,0,2,0,DCE,JM.DCE
249,0,JM2306.DCE,2022-12-30,3668,345,3668,2,0,DCE,JM.DCE
250,0,JM2307.DCE,2022-12-30,892,345,892,1,0,DCE,JM.DCE
251,0,JM2308.DCE,2022-12-30,2891,345,2891,1,0,DCE,JM.DCE
252,0,JM2309.DCE,2022-12-30,8350,345,0,2,0,DCE,JM.DCE
253,0,JM2310.DCE,2022-12-30,1921,345,1921,1,0,DCE,JM.DCE
254,0,JM2311.DCE,2022-12-30,1494,345,1494,1,0,DCE,JM.DCE
255,0,JM2312.DCE,2022-12-30,2284,345,111,1,0,DCE,JM.DCE
256,0,JR2301.CZC,2022-12-30,5,225,3,1,0,CZC,JR.CZC
257,0,L2301.DCE,2022-12-30,4796,345,0,2,0,DCE,L.DCE
258,0,L2302.DCE,2022-12-30,25614,345,0,2,0,DCE,L.DCE
259,0,L2303.DCE,2022-12-30,25612,345,0,2,0,DCE,L.DCE
260,0,L2304.DCE,2022-12-30,22340,345,1,2,0,DCE,L.DCE
261,0,L2305.DCE,2022-12-30,35669,345,0,3,0,DCE,L.DCE
262,0,L2306.DCE,2022-12-30,22211,345,16,2,0,DCE,L.DCE
263,0,L2307.DCE,2022-12-30,21331,345,58,2,0,DCE,L.DCE
264,0,L2308.DCE,2022-12-30,20338,345,15,2,0,DCE,L.DCE
265,0,L2309.DCE,2022-12-30,5184,345,15,2,0,DCE,L.DCE
266,0,L2310.DCE,2022-12-30,2650,345,1057,1,0,DCE,L.DCE
267,0,L2311.DCE,2022-12-30,3156,345,3156,2,0,DCE,L.DCE
268,0,L2312.DCE,2022-12-30,3325,345,3325,1,0,DCE,L.DCE
269,0,LH2301.DCE,2022-12-30,3972,225,0,2,0,DCE,LH.DCE
270,0,LH2303.DCE,2022-12-30,12431,225,0,2,0,DCE,LH.DCE
271,0,LH2305.DCE,2022-12-30,6142,225,0,2,0,DCE,LH.DCE
272,0,LH2307.DCE,2022-12-30,5509,225,0,2,0,DCE,LH.DCE
273,0,LH2309.DCE,2022-12-30,1342,225,1,2,0,DCE,LH.DCE
274,0,LH2311.DCE,2022-12-30,531,225,32,2,0,DCE,LH.DCE
275,0,M2301.DCE,2022-12-30,18752,345,0,2,0,DCE,M.DCE
276,0,M2303.DCE,2022-12-30,22651,345,0,3,0,DCE,M.DCE
277,0,M2305.DCE,2022-12-30,38859,345,0,2,0,DCE,M.DCE
278,0,M2307.DCE,2022-12-30,13671,345,0,2,0,DCE,M.DCE
279,0,M2308.DCE,2022-12-30,15554,345,5,2,0,DCE,M.DCE
280,0,M2309.DCE,2022-12-30,15509,345,0,2,0,DCE,M.DCE
281,0,M2311.DCE,2022-12-30,15090,345,9,2,0,DCE,M.DCE
282,0,M2312.DCE,2022-12-30,12892,345,23,2,0,DCE,M.DCE
283,0,MA2301.CZC,2022-12-30,7686,345,0,1,0,CZC,MA.CZC
284,0,MA2302.CZC,2022-12-30,19780,345,0,1,0,CZC,MA.CZC
285,0,MA2303.CZC,2022-12-30,16905,345,0,1,0,CZC,MA.CZC
286,0,MA2304.CZC,2022-12-30,5274,345,0,1,0,CZC,MA.CZC
287,0,MA2305.CZC,2022-12-30,40986,345,0,1,0,CZC,MA.CZC
288,0,MA2306.CZC,2022-12-30,2289,345,0,1,0,CZC,MA.CZC
289,0,MA2307.CZC,2022-12-30,2233,345,0,1,0,CZC,MA.CZC
290,0,MA2308.CZC,2022-12-30,5214,345,0,1,0,CZC,MA.CZC
291,0,MA2309.CZC,2022-12-30,7711,345,0,1,0,CZC,MA.CZC
292,0,MA2310.CZC,2022-12-30,4261,345,67,1,0,CZC,MA.CZC
