,tickers,normalize_method,normed_method,outlier_method,period,mean,median,range,IQR,IC,IC_2sigma,count_2sigma,normal_test_p_value
1,P.DCE,None,ts_zscore,None,90,0.13367163241656205,0.228458999414354,7.4956860419853575,2.4308534835434608,0.010771258429744138,-0.12342756416903229,41,1.769520069214769e-18
0,P.DCE,None,minmax,None,180,0.5259231832272045,0.5456193005967905,1.0,0.5726902147097599,-0.002048823331191881,,0,1.085749072827629e-27
1,P.DCE,None,ts_zscore,None,180,0.20230736696225948,0.19097470556983887,7.692342505869606,2.4395793304245315,-0.0028033396231487507,-0.3901071478165706,33,6.573481905228253e-18
0,P.DCE,None,minmax,None,256,0.5249154541441097,0.5363036303630363,1.0,0.6125185506483963,0.004858430049743204,,0,3.26459344353304e-30
1,P.DCE,None,ts_zscore,None,256,0.25061856129519194,0.17484520890071148,8.012008917130887,2.5270276397873244,-0.0009149536362396043,-0.34863181710478014,41,9.905000832736866e-19
0,P.DCE,None,minmax,None,512,0.5494690298845757,0.5740131578947368,1.0,0.5761527572331581,-0.0005507660654722416,,0,2.625259181318546e-28
1,P.DCE,None,ts_zscore,None,512,0.46645248961960806,0.42769141451776765,7.804924880791425,2.749604844823979,-0.007050813464957432,0.019664144160705128,22,6.528344765119063e-22
0,P.DCE,None,minmax,None,1024,0.5647763434346272,0.5639739530749308,1.0,0.5120772274092968,-0.013621560797773321,,0,2.19065016771974e-24
1,P.DCE,None,ts_zscore,None,1024,0.6403346550126658,0.5984398376457818,8.142389092813197,2.529036500894496,-0.0158648450031629,-0.3040332443131576,24,1.4872904282689225e-17
0,PF.CZC,None,minmax,None,20,0.5240313057516527,0.5386601240198842,1.0,0.6446130853588559,-0.009544183255507661,,0,3.0697393039243615e-15
1,PF.CZC,None,ts_zscore,None,20,0.20669200287393552,0.18299005079285308,5.636556670458184,2.0606749650205427,-0.01346798172725108,-0.19856843133930463,6,1.6375385030187317e-06
0,PF.CZC,None,minmax,None,40,0.49208236180292114,0.45097261404985567,1.0,0.5478568830305233,-0.016543623576302693,,0,1.1608202463500583e-12
1,PF.CZC,None,ts_zscore,None,40,0.25468733391845516,0.1488126842223357,6.353112706981289,1.8814551764329897,-0.020908032345827176,-0.13262925988167376,14,0.00016383020556531847
0,PF.CZC,None,minmax,None,60,0.47661269715827653,0.4310153763360913,1.0,0.5114873919815455,-0.012279584268932893,,0,4.67379693974701e-12
1,PF.CZC,None,ts_zscore,None,60,0.29631671587670955,0.2012875672894302,7.157064831909679,1.939688566031857,-0.029298110655090914,-0.0006784788584061137,16,0.0004167463048361242
0,PF.CZC,None,minmax,None,90,0.4694064172577302,0.42813141683778233,1.0,0.44115849029173226,-0.013291471515204493,,0,2.2041030112163185e-10
1,PF.CZC,None,ts_zscore,None,90,0.3265924904519587,0.3400955073443053,7.592093597994888,1.722149372842297,-0.02920911279766302,-0.07600516347320908,21,0.0005303017678670585
0,PF.CZC,None,minmax,None,180,0.4871987305290431,0.45288176345671216,1.0,0.34133601686747395,-0.045788079724407536,,21,4.566314615317424e-08
1,PF.CZC,None,ts_zscore,None,180,0.47267263726553743,0.4516614724776834,6.016423326150086,1.3676054158315374,-0.05559530692833607,-0.1688241444310264,21,0.0014298157766461372
0,PF.CZC,None,minmax,None,256,0.5109352320283931,0.4666666666666667,1.0,0.323008504513335,-0.05362748088339724,-0.027167531773103493,24,5.304947800488513e-11
1,PF.CZC,None,ts_zscore,None,256,0.6012951984559678,0.48071113051744396,5.316477968491479,1.4404505925775286,-0.06230158442159888,-0.16292312865950206,20,5.29625367562403e-07
0,PF.CZC,None,minmax,None,512,0.5327354652470865,0.47978544752738306,1.0,0.33383066797700944,-0.05393482531359566,-0.023023627366537385,23,1.5880354756886428e-12
1,PF.CZC,None,ts_zscore,None,512,0.6524684391732881,0.5170335571807396,5.2068026418662186,1.3310117493532858,-0.0676559410616398,-0.05156027354667529,23,2.617248817671225e-08
0,PF.CZC,None,minmax,None,1024,0.5327354652470865,0.47978544752738306,1.0,0.33383066797700944,-0.05393482531359566,-0.023023627366537385,23,1.5880354756886428e-12
1,PF.CZC,None,ts_zscore,None,1024,0.6524684391732881,0.5170335571807396,5.2068026418662186,1.3310117493532858,-0.0676559410616398,-0.05156027354667529,23,2.617248817671225e-08
0,PG.DCE,None,minmax,None,20,0.5305155718143708,0.5548387096774193,1.0,0.6663034316889016,0.003986192195874056,,0,4.9805474432826306e-17
1,PG.DCE,None,ts_zscore,None,20,0.14936616227741528,0.08773432125957191,5.600336158130098,2.093709835454283,0.0056026260481626565,0.354644259808545,8,2.6385868068246054e-07
0,PG.DCE,None,minmax,None,40,0.5670977832095037,0.6230569948186528,1.0,0.5845619309714121,-0.006325360910224915,,0,3.9743333809609527e-16
1,PG.DCE,None,ts_zscore,None,40,0.34477370315900185,0.43307674372957194,6.17848694147877,2.1209578482721025,-0.0041408218567401504,-0.3725435240570853,10,5.151489858690184e-06
0,PG.DCE,None,minmax,None,60,0.5715429149833684,0.6267029972752044,1.0,0.6013323403690971,0.011729185038928064,,0,5.277969232251136e-16
1,PG.DCE,None,ts_zscore,None,60,0.40487897168851666,0.4177134630790699,6.494640780303227,1.983512459619774,0.0034633702186532057,-0.3099083349143186,12,0.0005728703690692782
0,PG.DCE,None,minmax,None,90,0.5748202667623261,0.6230569948186528,1.0,0.5861919159118638,-0.01495054196741856,,0,7.309233119710162e-16
1,PG.DCE,None,ts_zscore,None,90,0.422968690883169,0.5555266977240448,6.329764164878574,2.076623965264019,-0.03026725373439248,-0.5518301364061788,15,1.4418069440580439e-06
0,PG.DCE,None,minmax,None,180,0.6324533293789376,0.634915014164306,1.0,0.45538243626062325,-0.05501960808098845,-0.19184920575933856,10,9.912033867298664e-12
1,PG.DCE,None,ts_zscore,None,180,0.8398250607418386,0.7598321540593779,5.6482946891072725,1.846554130458319,-0.05100209072969882,-0.1512702642320068,12,4.359696322353557e-05
0,PG.DCE,None,minmax,None,256,0.6521387124490703,0.6643518518518519,1.0,0.4264676268814636,-0.04550472021835844,0.0782150489876022,14,1.2697037865549987e-11
1,PG.DCE,None,ts_zscore,None,256,0.9993332962136672,0.9608324409226465,5.879636492892132,1.7088161429849726,-0.051733476996290245,-0.19240038044591976,18,8.534111839253455e-05
0,PG.DCE,None,minmax,None,512,0.6769717466789792,0.6903935185185185,1.0,0.3611118093835851,-0.05596189578025283,0.12713100699243018,18,2.3830125372992228e-11
1,PG.DCE,None,ts_zscore,None,512,1.1920488616784983,1.159121938353116,5.893752619522996,1.4598051466374777,-0.06286790744016421,-0.22517257337793284,20,0.0009923442266881466
0,PG.DCE,None,minmax,None,1024,0.6769717466789792,0.6903935185185185,1.0,0.3611118093835851,-0.05596189578025283,0.12713100699243018,18,2.3830125372992228e-11
1,PG.DCE,None,ts_zscore,None,1024,1.1920488616784983,1.159121938353116,5.893752619522996,1.4598051466374777,-0.06286790744016421,-0.22517257337793284,20,0.0009923442266881466
0,PK.CZC,None,minmax,None,20,0.4129417151640582,0.30344885317261006,1.0,0.6704879126209127,0.06384068271613058,,0,5.1833360644059257e-17
1,PK.CZC,None,ts_zscore,None,20,-0.23367978036928835,-0.49972152007135384,7.200920121969716,2.116444602231645,0.0449653584251672,0.13117208614317635,15,2.0699903302556777e-07
0,PK.CZC,None,minmax,None,40,0.38834818246363295,0.2883986388264834,1.0,0.5761613700431689,0.06245406380154827,,0,3.1188798674197606e-16
1,PK.CZC,None,ts_zscore,None,40,-0.27123077070425033,-0.5691157856036341,8.259963634340222,1.911720466816576,0.07132288764021968,0.13712641464750705,17,1.5015496046544285e-07
0,PK.CZC,None,minmax,None,60,0.35051334943022355,0.22336956521739132,1.0,0.4781379016649369,0.0753512634485283,,0,2.6596420953478754e-19
1,PK.CZC,None,ts_zscore,None,60,-0.362208540232371,-0.6822239014904057,8.998897091555786,1.676293346273864,0.0748180714343705,0.12668349578514168,25,4.6833776440324826e-11
0,PK.CZC,None,minmax,None,90,0.34056245930203094,0.20894688568331526,1.0,0.49715425773054384,0.03948620916798849,0.033607539122644116,18,7.580700342657402e-19
1,PK.CZC,None,ts_zscore,None,90,-0.4355726483327793,-0.8126173562796397,7.278009153898497,1.5769990225510635,0.043656200095895374,0.15807032019320102,20,1.2129863086185466e-11
0,PK.CZC,None,minmax,None,180,0.3447516135407647,0.15373244641537326,1.0,0.5805535922490044,0.057363292423948664,,0,3.02039992353623e-20
1,PK.CZC,None,ts_zscore,None,180,-0.3176673987371294,-0.9515947099062778,6.915989884575329,2.1683391119661537,0.042830299211030425,0.1968324650203318,12,2.0925620990760313e-13
0,PK.CZC,None,minmax,None,256,0.30542291609994987,0.15221408142935183,1.0,0.5261433798404069,0.032350798812728225,-0.07544601261389486,19,4.7297944441477185e-19
1,PK.CZC,None,ts_zscore,None,256,-0.4250033157813875,-0.9515947099062778,6.3917969399451575,1.999866947441514,0.03244474901617249,-0.07569028839482138,15,2.1012430077155253e-12
0,PK.CZC,None,minmax,None,512,0.28300534324618637,0.15221408142935183,0.9668914776210914,0.4630594727161251,0.02706417525720899,-0.07834186818498345,15,2.8652140551553195e-18
1,PK.CZC,None,ts_zscore,None,512,-0.5576599887901684,-0.9515947099062778,5.78370036697118,1.7477562344841506,0.034111706312933254,-0.0946613917269251,15,2.107892332903205e-10
0,PK.CZC,None,minmax,None,1024,0.28300534324618637,0.15221408142935183,0.9668914776210914,0.4630594727161251,0.02706417525720899,-0.07834186818498345,15,2.8652140551553195e-18
1,PK.CZC,None,ts_zscore,None,1024,-0.5576599887901684,-0.9515947099062778,5.78370036697118,1.7477562344841506,0.034111706312933254,-0.0946613917269251,15,2.107892332903205e-10
0,PP.DCE,None,minmax,None,20,0.485640503534781,0.45146422205245734,1.0,0.7220265509308087,0.005028481199862607,,0,1.318465458362231e-34
1,PP.DCE,None,ts_zscore,None,20,-0.008849210827332121,-0.0719135185192076,6.813460046567071,2.160880610109848,0.007003256006506578,-0.1281206256973795,32,4.0571587771725404e-17
0,PP.DCE,None,minmax,None,40,0.47781484506135197,0.4540860330018889,1.0,0.6217049643391135,0.011689606910396394,,0,3.1119275723329907e-30
1,PP.DCE,None,ts_zscore,None,40,0.003538505141138339,-0.06278452789970017,7.776994585191316,2.1074445758709217,0.01133922018077385,-0.08524005613442467,52,8.05903607736802e-12
0,PP.DCE,None,minmax,None,60,0.47375195390394004,0.44107356573553,1.0,0.5604407290167217,0.010752952902615008,,0,7.49151311255658e-28
1,PP.DCE,None,ts_zscore,None,60,0.011171754711647714,-0.08752018978141671,7.528911071653105,1.9973170066344146,0.005198316286134276,-0.1382620371892604,66,8.420583696988615e-08
0,PP.DCE,None,minmax,None,90,0.4703806131863248,0.4707282957851489,1.0,0.5297527657282678,0.00935222671657741,,0,3.2461620086868814e-26
1,PP.DCE,None,ts_zscore,None,90,0.02635130589374478,0.03887578273400143,8.36872376089327,1.997418314699984,0.0016663924208812327,-0.107974631214542,65,6.132854468887672e-05
0,PP.DCE,None,minmax,None,180,0.47409055272581135,0.46022337776912337,1.0,0.5065587936409175,-0.0039714440490850895,,0,3.850698291091534e-24
1,PP.DCE,None,ts_zscore,None,180,0.03465853799798809,0.06218945691235038,7.012671872922473,1.9351895867873639,-0.01879471811720833,-0.07609110902781482,71,1.427718530067068e-06
0,PP.DCE,None,minmax,None,256,0.4798143263390483,0.4775037874817772,1.0,0.5396213422984337,-0.003242636334112847,,0,6.776351167627292e-25
1,PP.DCE,None,ts_zscore,None,256,0.037949524543067874,0.14618856658482873,7.3769972060467195,1.937464249964178,-0.02340060794037171,-0.12036731715624456,69,4.1493143498883e-07
0,PP.DCE,None,minmax,None,512,0.5230567167909389,0.5488656195462478,1.0,0.4236314708427225,-0.008332908820160375,,0,2.0596716473213694e-22
1,PP.DCE,None,ts_zscore,None,512,0.0686408490633819,0.24418281683278148,6.682534529312974,1.7887329011928177,-0.02761409846685003,-0.09621449916951849,57,6.13263976971171e-16
0,PP.DCE,None,minmax,None,1024,0.5698141571592673,0.5674790088060618,1.0,0.28290202280655424,-0.03487013120112107,0.12581923048100127,87,6.561508962169916e-16
1,PP.DCE,None,ts_zscore,None,1024,0.1287766413003221,0.12502038678314367,5.69666622702267,1.4570952502521766,-0.04258527380600379,-0.2627613377284851,82,1.2959614492658034e-09
0,RB.SHF,None,minmax,None,20,0.5249771991692065,0.565654213460218,1.0,0.7166665184790451,0.04449808650285066,,0,2.5011420337502946e-34
1,RB.SHF,None,ts_zscore,None,20,0.125740501311563,0.24413727845605585,7.1528855669188305,2.2313945013553598,0.03688448892959676,-0.22254442451197257,38,5.965097843884892e-17
0,RB.SHF,None,minmax,None,40,0.5152300904637899,0.5175836372284763,1.0,0.6330622891559312,0.027094372584769873,,0,7.746228474461119e-31
1,RB.SHF,None,ts_zscore,None,40,0.10508325204963069,0.10767288119243754,8.225142452103858,2.2398018622834845,0.02287224273989599,-0.4116747120311712,41,6.806597521941474e-15
0,RB.SHF,None,minmax,None,60,0.5051244160755758,0.476641320903616,1.0,0.6008245538538517,0.014418659241820385,,0,4.932693880050465e-29
1,RB.SHF,None,ts_zscore,None,60,0.08586478180780033,0.05751932577743041,7.311548460224756,2.2244733852961778,0.009497442214333565,-0.29672082036793523,44,1.0304103287305834e-14
0,RB.SHF,None,minmax,None,90,0.5026214872878794,0.47778319745430053,1.0,0.5392662593296913,0.014229195772219878,,0,1.5547154216983514e-25
1,RB.SHF,None,ts_zscore,None,90,0.11532255511110358,0.12998611189717893,8.034450681249028,2.201240339876159,0.008902968310425238,-0.17534105077359,49,5.808948322361118e-10
0,RB.SHF,None,minmax,None,180,0.5019444322561394,0.49634417391954777,1.0,0.5050936019848132,0.006532483990121168,,0,5.709428527621839e-24
1,RB.SHF,None,ts_zscore,None,180,0.17486756562461053,0.14703091571076554,8.004526000797883,2.2429876461320153,0.00030084536546987945,-0.18956697145643386,39,3.0662579138078516e-13
0,RB.SHF,None,minmax,None,256,0.4993540989335108,0.48482424242424244,1.0,0.4993623749588047,0.008189225969256482,,0,1.7396531817229132e-23
1,RB.SHF,None,ts_zscore,None,256,0.22629454310172284,0.13127241522621816,8.432221286479635,2.1901918698869283,0.0018844263298093676,-0.15734788174419523,36,6.06725498834837e-14
0,RB.SHF,None,minmax,None,512,0.5314832913434173,0.5619814144684727,1.0,0.5295378850237134,0.009323661794924238,,0,8.065910964077264e-25
1,RB.SHF,None,ts_zscore,None,512,0.44885112974194946,0.4571028073227675,8.747252620996797,2.1190283521400066,0.0025532366957538234,-0.05965065172653183,70,9.649772181319349e-08
0,RB.SHF,None,minmax,None,1024,0.6233140584329402,0.6898526897984398,1.0,0.31725765427515507,0.007710202250545214,0.13415427676680486,116,6.487422607216393e-31
1,RB.SHF,None,ts_zscore,None,1024,0.8418105145803884,0.9063924559722516,9.626794647967113,1.5052647438003355,-0.00458760738776589,0.008512306945398698,120,1.441607250241006e-12
0,RM.CZC,None,minmax,None,20,0.48921601792697955,0.4699675324675325,1.0,0.6694054900191464,-0.02884561136526449,,0,4.4671662353670563e-32
1,RM.CZC,None,ts_zscore,None,20,0.022011941971769065,-0.0693012328062101,7.220717735187321,2.0152243974612136,-0.02839724819163557,-0.030929126643530154,50,4.3395955232061745e-12
0,RM.CZC,None,minmax,None,40,0.49218683449498696,0.49030266950745705,1.0,0.6214688594013644,-0.02918417757521447,,0,3.0088914863986696e-29
1,RM.CZC,None,ts_zscore,None,40,0.057604238254074444,0.021792910629856294,7.470851114716782,2.084163618488714,-0.025959307809007685,0.00725757484054586,59,8.95445176340992e-12
0,RM.CZC,None,minmax,None,60,0.49249903168281073,0.4908828382838284,1.0,0.5809486456496951,-0.022424986982269912,,0,5.467042192192794e-27
1,RM.CZC,None,ts_zscore,None,60,0.09765756171012484,0.015706443677437107,7.890188047011854,2.005657023304493,-0.026019466126134167,-0.061802680549131614,64,4.83270812257075e-10
0,RM.CZC,None,minmax,None,90,0.49057747863580004,0.5030647822432526,1.0,0.5357723175784632,-0.01738961698876927,,0,5.768549313733175e-25
1,RM.CZC,None,ts_zscore,None,90,0.13001279195599233,0.06637360006539655,8.552374892047219,1.9951782329504903,-0.016333752249609746,-0.11190934971524767,73,4.980332257709108e-10
0,RM.CZC,None,minmax,None,180,0.4868316096483816,0.4791869955770371,1.0,0.427018688332087,-0.03537386469152736,,0,1.2543441255009241e-18
1,RM.CZC,None,ts_zscore,None,180,0.21887630173009173,0.17277026799656242,7.635875130318064,1.8447101713425968,-0.02072777107707881,-0.04837697477620095,105,3.058733266669833e-10
0,RM.CZC,None,minmax,None,256,0.4973664822149968,0.4851258581235698,1.0,0.3971250472774627,-0.03580215804567648,,0,4.384623699814523e-16
1,RM.CZC,None,ts_zscore,None,256,0.31607266492333747,0.27544695370816574,8.06504232541904,1.8129858999933353,-0.026582990816297117,0.011959483323322079,94,9.379859898777515e-14
0,RM.CZC,None,minmax,None,512,0.5096883792536019,0.4992914865738188,1.0,0.3302945616334421,-0.03370780403285217,0.11857774772526622,102,1.353796848929667e-11
1,RM.CZC,None,ts_zscore,None,512,0.48778122552152536,0.43244827088852067,8.442597632717495,1.5372465274870488,-0.03678930905383482,-0.04381316290394048,82,1.8506319809930005e-09
0,RM.CZC,None,minmax,None,1024,0.5389835538282155,0.5207469199404683,1.0,0.27263983402726866,-0.028863008947224596,0.09838885104017477,147,1.3067844549519148e-11
1,RM.CZC,None,ts_zscore,None,1024,0.7350340452110913,0.5852918562428022,8.754875189548475,1.5454694866478935,-0.03481994960977898,-0.051781580910394205,89,4.0295712052480434e-15
0,RU.SHF,None,minmax,None,20,0.480864519916418,0.4521343961856515,1.0,0.6790704123462744,0.00022181337471475216,,0,5.071808864550966e-33
1,RU.SHF,None,ts_zscore,None,20,-0.017573172708110832,-0.11037834238928818,7.5879501221681185,2.017445434104447,-0.0015383163477832164,0.1382933270423143,55,5.559861945836353e-11
0,RU.SHF,None,minmax,None,40,0.47603895533594476,0.458498489996225,1.0,0.6435139605370522,-0.00696683094432886,,0,5.70279893595213e-31
1,RU.SHF,None,ts_zscore,None,40,0.011788551586275236,0.0006844954242085093,9.813292786306537,2.094766164887021,-0.0004176158387006037,0.01995290051160034,74,2.988304270701292e-09
0,RU.SHF,None,minmax,None,60,0.4618466194156485,0.42400792318538916,1.0,0.6257546471722855,-0.008668515749993713,,0,2.144152477255808e-30
1,RU.SHF,None,ts_zscore,None,60,-0.008398072652239604,-0.08935335759954692,9.171847241020851,2.1320718842007573,-0.008740152642638445,-0.12335062359671374,55,2.738705529720109e-13
0,RU.SHF,None,minmax,None,90,0.446568483167682,0.3949055586446275,1.0,0.5980308003029537,-0.011902502998193065,,0,2.005551348943573e-30
1,RU.SHF,None,ts_zscore,None,90,-0.03827980571571491,-0.20763139293101857,8.075049214104022,2.164929920292938,-0.014593769922200921,-0.24552055625229413,43,8.056817305055874e-15
0,RU.SHF,None,minmax,None,180,0.4275634394408584,0.40017559262510977,1.0,0.5044327629434758,-0.03104768238402049,,0,1.222188733213285e-25
1,RU.SHF,None,ts_zscore,None,180,-0.07160537889161381,-0.18341003042097426,6.721506647652342,1.993789993097887,-0.02811226155936668,-0.12038471264805267,58,4.2618995445414606e-17
0,RU.SHF,None,minmax,None,256,0.41894618098929304,0.36084463332814337,1.0,0.45160831930484274,-0.02476182067352196,0.047939437934447715,64,3.0319353667390866e-25
1,RU.SHF,None,ts_zscore,None,256,-0.06845370904887256,-0.3069437788704743,7.284832681629204,1.7966515477900142,-0.02689862009105068,0.0061771982652380425,79,8.199032429599086e-18
0,RU.SHF,None,minmax,None,512,0.40663859622998844,0.34354372507330355,1.0,0.438973095966435,-0.024844182487815978,-0.04044411702753339,61,9.290267955444259e-25
1,RU.SHF,None,ts_zscore,None,512,0.03508272168808009,-0.18897079622486995,8.129391912430654,1.8102190615616665,-0.031053044644933324,-0.13911232720541714,101,3.92627352355918e-20
0,RU.SHF,None,minmax,None,1024,0.3541163185090526,0.30355480180899175,1.0,0.3453765075246177,-0.035697041816972426,0.0009665303688255245,99,4.115869061852996e-27
1,RU.SHF,None,ts_zscore,None,1024,0.030723040517901885,-0.10393554316112365,6.933366730374739,1.3354587393779809,-0.03911268999404395,-0.2003205893315132,87,1.1566332613545265e-21
0,SA.CZC,None,minmax,None,20,0.512847686660285,0.5015337423312883,1.0,0.7234960013568188,0.030304709380133642,,0,1.6893782684396112e-21
1,SA.CZC,None,ts_zscore,None,20,0.05326691952166687,-0.005920374694671998,7.301979884259593,2.238944638807542,0.04437532957791665,0.1760222457727738,13,1.8774549914724048e-08
0,SA.CZC,None,minmax,None,40,0.5218441608095565,0.5589947610981998,1.0,0.6653317336333149,0.0402362660024422,,0,6.510708874601617e-20
1,SA.CZC,None,ts_zscore,None,40,0.11162070298468119,0.18851763797498933,8.094068074781914,2.2712119668236674,0.032330775889493034,-0.25066473637942466,13,2.5990428298428014e-07
0,SA.CZC,None,minmax,None,60,0.5376508378286642,0.5829787234042553,1.0,0.6514174133143423,0.01971836589416096,,0,2.1046107544142415e-19
1,SA.CZC,None,ts_zscore,None,60,0.1729460931487124,0.29092995823400414,8.09849693066715,2.2986998715043847,0.023393655175884417,-0.15989481010445794,16,6.112755386311619e-07
0,SA.CZC,None,minmax,None,90,0.5367719720188929,0.49843132948325386,1.0,0.5910262586958723,0.01137308496415381,,0,6.7897532394639175e-18
1,SA.CZC,None,ts_zscore,None,90,0.23368938514262458,0.1155488694872581,7.536845520449515,2.2470864301446065,0.01145464569248806,0.03369021433873158,19,2.7460620799502067e-07
0,SA.CZC,None,minmax,None,180,0.5483419544102243,0.49633584468270064,1.0,0.5590285284800052,0.0003337932947565858,,0,4.660753264245873e-16
1,SA.CZC,None,ts_zscore,None,180,0.4028218467215795,0.44744290595117125,6.858107038833314,2.307596327739723,-0.009575148573747534,-0.6115645733274191,13,1.0376111703180868e-07
0,SA.CZC,None,minmax,None,256,0.5687330510396271,0.5602704090642922,1.0,0.5235455440530359,0.007386992029856881,,0,5.7331179395352615e-15
1,SA.CZC,None,ts_zscore,None,256,0.5600349564661449,0.6882653894953683,7.0737152733896576,2.5325556660277386,-0.0010583909557771863,-0.6115645733274191,13,1.803287119628294e-08
0,SA.CZC,None,minmax,None,512,0.6166642509684385,0.6179824561403509,1.0,0.43891824676799124,0.0046286633238764125,0.15226038548251294,30,1.0924501049874163e-13
1,SA.CZC,None,ts_zscore,None,512,0.9168048938622599,1.072679308368806,7.731247553923435,2.021859537408032,-0.0007725114052047077,-0.42089650515648575,23,2.65505093466345e-07
0,SA.CZC,None,minmax,None,1024,0.6173732440193508,0.6179824561403509,1.0,0.4321037808695173,0.005183757369937428,0.15226038548251294,30,1.052952145505319e-13
1,SA.CZC,None,ts_zscore,None,1024,0.9572861906867395,1.1294961158865404,7.731247553923435,1.9327424886017488,-0.0021480180496396186,-0.35698854082099934,24,7.738402807433431e-09
0,SF.CZC,None,minmax,None,20,0.5222627865119958,0.5405405405405406,1.0,0.7234105688490435,0.061127663164368136,,0,3.054984232746129e-34
1,SF.CZC,None,ts_zscore,None,20,0.1451685844282675,0.16370617081601635,7.57004563688578,2.141908146392165,0.04865099000140794,-0.024159683723759495,44,2.1340051511368856e-14
0,SF.CZC,None,minmax,None,40,0.5060202473960749,0.49783549783549785,1.0,0.6565335753176044,0.04735606340199715,,0,3.5026771759728797e-31
1,SF.CZC,None,ts_zscore,None,40,0.16819582946307401,0.1617059119930339,9.71521523184894,2.1894923833149713,0.03183636931875675,-0.096407218465548,54,8.170708554189332e-10
0,SF.CZC,None,minmax,None,60,0.48247853367007476,0.45401174168297453,1.0,0.6174564657536794,0.03957220824553537,,0,1.71342614451564e-30
1,SF.CZC,None,ts_zscore,None,60,0.1445888050565704,0.09654931364444236,9.03261747442526,2.0666255379247875,0.03024130533198819,0.0027021407036588174,69,1.4911591279087588e-05
0,SF.CZC,None,minmax,None,90,0.4603884366372083,0.4286636539703034,1.0,0.5304400910150396,0.022537149592821906,,0,3.6687400044718045e-26
1,SF.CZC,None,ts_zscore,None,90,0.11359485747655046,0.04865604049732743,10.362366490771791,1.7920715883948652,0.02246144846590111,0.06292962702812963,93,1.9926928871427663e-06
0,SF.CZC,None,minmax,None,180,0.4473559899848617,0.4220398593200469,1.0,0.45143656655712106,0.028704221962966167,,0,1.037985545672523e-23
1,SF.CZC,None,ts_zscore,None,180,0.13557398446965319,0.028719108914299525,11.432045664587692,1.6351034566348241,0.020297631231991853,0.10326055542460823,109,5.936157327409569e-14
0,SF.CZC,None,minmax,None,256,0.4440246208752517,0.4028056112224449,1.0,0.4604459467473166,0.03520498272023109,,0,1.8646944194042285e-24
1,SF.CZC,None,ts_zscore,None,256,0.17966454206849825,0.04598865902254118,11.862930699747459,1.781230818475907,0.015796501746253997,0.05078621381274566,99,8.768332604046011e-15
0,SF.CZC,None,minmax,None,512,0.45900341723414867,0.44467046379170055,1.0,0.42816565334057943,0.032768080441480225,,0,4.568237209020683e-22
1,SF.CZC,None,ts_zscore,None,512,0.4000544212896404,0.24440665949933926,12.146803835847457,1.9563213777067539,0.012917525659627288,0.05995333880761255,108,1.0098543518486258e-18
0,SF.CZC,None,minmax,None,1024,0.5172543661896799,0.49137614678899083,1.0,0.28192413827134255,0.025346632533263642,0.21404781672485326,136,2.0629316397485775e-12
1,SF.CZC,None,ts_zscore,None,1024,0.7477457407627253,0.6000561073777916,13.909897320943518,1.5198785773643801,0.007776120339019659,0.10087398378947947,102,2.4462431840971758e-26
0,SM.CZC,None,minmax,None,20,0.4918001854305358,0.49107142857142855,1.0,0.7563491815003371,0.022274356382480893,,0,1.704107358820636e-35
1,SM.CZC,None,ts_zscore,None,20,0.005591869414235589,-0.03493482411378501,7.262008685328441,2.2377450993374683,0.035914828346393916,-0.004925683348527006,42,7.850865690853964e-16
0,SM.CZC,None,minmax,None,40,0.4742183343436491,0.4465220700152207,1.0,0.6950960557953129,0.017823559609396303,,0,2.1467731904830884e-33
1,SM.CZC,None,ts_zscore,None,40,0.010947962774991422,-0.05223319274766284,8.083337097921616,2.2293881498405392,0.03523936980525871,-0.012123176523579174,47,3.50909107544109e-13
0,SM.CZC,None,minmax,None,60,0.4559159735495223,0.44255315623105507,1.0,0.6031946999535707,0.004407446214407461,,0,9.64863630669066e-31
1,SM.CZC,None,ts_zscore,None,60,0.002097202417067846,-0.09391946460250168,7.874570663281492,2.2033084222880346,0.021528710099471077,0.05804982273876887,51,3.2853044286754174e-13
0,SM.CZC,None,minmax,None,90,0.44391967448178976,0.41220528922353994,1.0,0.5587258468504195,-0.004468423244817848,,0,1.4556609446503785e-28
1,SM.CZC,None,ts_zscore,None,90,-0.016081465771600714,-0.20301959765040012,8.934629105465227,2.0614056610031266,0.014941530856362751,0.08577742912499636,79,1.0585649024008603e-09
0,SM.CZC,None,minmax,None,180,0.43311594857612407,0.3823400058139722,1.0,0.5116420825895207,0.000910510367083266,,0,8.12591636216768e-28
1,SM.CZC,None,ts_zscore,None,180,0.006207988672806424,-0.06513562392499936,10.326019033930763,2.0201613370435174,0.011366960937561281,0.1187633716172197,66,7.759787877148483e-06
0,SM.CZC,None,minmax,None,256,0.43800954495775896,0.3816269408566646,1.0,0.4972026462468168,0.0021504173197382857,,0,6.628109165875258e-26
1,SM.CZC,None,ts_zscore,None,256,0.05282902257366628,0.01941288721360887,9.685949626062886,1.9167999027669351,0.004189218377331629,0.08779988189037499,76,1.8396235645923298e-06
0,SM.CZC,None,minmax,None,512,0.4803955761978228,0.47584817526223777,1.0,0.5003083881578947,0.001580327035830164,,0,3.3935579403547715e-22
1,SM.CZC,None,ts_zscore,None,512,0.19425011498174016,0.37437334680834866,11.053932941402596,1.9136787054449136,0.0006068204830044678,0.09413189631620941,96,7.960150278755408e-17
