,tickers,normalize_method,normed_method,outlier_method,period,mean,median,range,IQR,IC,IC_2sigma,count_2sigma,normal_test_p_value
0,SM.CZC,None,minmax,None,1024,0.5350117028463538,0.5453835227272728,1.0,0.35780248715923685,-0.007259978571473644,0.25392688944010045,59,1.401949387879126e-14
1,SM.CZC,None,ts_zscore,None,1024,0.38786518444155194,0.586976678458299,10.911244909907921,1.5450968610868054,-0.017048244811148566,0.026855098865929915,121,3.371673802884237e-22
0,SN.SHF,None,minmax,None,20,0.5342106635418766,0.5748909463188818,1.0,0.6388155630835448,-0.016266347040141238,,0,1.8576582904363931e-31
1,SN.SHF,None,ts_zscore,None,20,0.1218456059224302,0.19744059336112346,7.949888132007544,1.9448844844009845,-0.03200445306516719,-0.05001355427997806,60,5.102444688986907e-08
0,SN.SHF,None,minmax,None,40,0.537784857358337,0.572463768115942,1.0,0.5780505150007524,0.004043759606672341,,0,3.92663363738282e-28
1,SN.SHF,None,ts_zscore,None,40,0.1860367542136861,0.2807049228431843,8.191096731932493,2.0579371589599065,-0.007759315772557403,-0.06728671053118405,59,1.344226863153608e-08
0,SN.SHF,None,minmax,None,60,0.5472210614941985,0.5837055945543501,1.0,0.5642056476044277,0.024715425901508773,,0,7.135085591091209e-28
1,SN.SHF,None,ts_zscore,None,60,0.21363477516130955,0.3344005579380111,9.441690910024606,2.119392132358688,0.007584428279220856,-0.08558825284252625,59,1.7648182915053212e-09
0,SN.SHF,None,minmax,None,90,0.5662950512828226,0.6217995610826628,1.0,0.565344244530614,0.03714360355945309,,0,5.266746127977877e-29
1,SN.SHF,None,ts_zscore,None,90,0.27001252741688464,0.39983537479396275,10.464582483682962,2.2085791585728383,0.016405774301538226,-0.1339606855799934,50,1.3297225300024085e-11
0,SN.SHF,None,minmax,None,180,0.595302328940864,0.6481642093090488,1.0,0.5247969107124946,0.03969836857449511,,0,3.489006411771687e-30
1,SN.SHF,None,ts_zscore,None,180,0.30659345632780716,0.44141366725716413,11.937895591885649,2.2020551288359425,0.01242221786789747,-0.010127235176745825,56,1.5332795858317272e-16
0,SN.SHF,None,minmax,None,256,0.6076933775618788,0.680298353909465,1.0,0.5419302940087858,0.03710630573553968,,0,4.357847670504003e-31
1,SN.SHF,None,ts_zscore,None,256,0.36818211974410825,0.5840989000410782,9.640074223528742,2.336413797796256,0.006973134753619214,-0.0394496014591825,48,3.042427575227455e-18
0,SN.SHF,None,minmax,None,512,0.6589683138081205,0.7889287686361126,1.0,0.4850707045496686,0.032880764626030595,0.01852844573435203,94,5.482398678231421e-36
1,SN.SHF,None,ts_zscore,None,512,0.5957075284572011,0.7324522336310181,11.558198684966037,2.21990029356768,0.009743666768827961,-0.12363717499087587,70,1.2493522926274037e-12
0,SN.SHF,None,minmax,None,1024,0.7493619422115582,0.8485643290999448,1.0,0.1939586803554909,0.027051952400703058,0.2143186998269331,129,5.044674471569341e-44
1,SN.SHF,None,ts_zscore,None,1024,1.117560012642,0.8804317539653711,9.674093103558938,1.4488313084111573,0.021189381221208368,-0.15933746930655346,105,4.185182020222937e-24
0,SP.SHF,None,minmax,None,20,0.49384195509680207,0.45714285714285713,1.0,0.7763950990428928,0.023678419094148143,,0,1.6404887609610978e-25
1,SP.SHF,None,ts_zscore,None,20,-0.01027562779914248,-0.08410293027425692,6.632523507751692,2.2563239436946243,0.017820354559294805,-0.20823389978329315,15,1.8359763362396642e-11
0,SP.SHF,None,minmax,None,40,0.4796062702596152,0.4716981132075472,1.0,0.6793591327329234,0.02318778745901137,,0,3.3142830991785774e-22
1,SP.SHF,None,ts_zscore,None,40,-0.020476239979595343,-0.11537920254914841,7.416848645760766,2.357643862265695,0.021135561061539652,-0.8692013855605735,14,8.972672431439843e-12
0,SP.SHF,None,minmax,None,60,0.4768828460921572,0.46551724137931033,1.0,0.6016234300636503,0.027621291453774323,,0,3.955108522724896e-20
1,SP.SHF,None,ts_zscore,None,60,-0.021037955594772447,-0.16189248601215664,7.995901779479845,2.1266835174473364,0.036093222457448296,-0.7195902918887311,21,6.08416295122538e-09
0,SP.SHF,None,minmax,None,90,0.46517443628781796,0.4103225806451613,1.0,0.5899480125716065,0.0213829904591566,,0,3.516852078322963e-20
1,SP.SHF,None,ts_zscore,None,90,-0.04886983961682985,-0.25996373945982326,7.690831254374157,2.145304685332426,0.0387693780368128,-0.27768844759994615,28,3.3259683895892067e-10
0,SP.SHF,None,minmax,None,180,0.4694096171098636,0.4708554125662377,1.0,0.6025600507334402,0.02286133268624083,,0,4.18148976180476e-20
1,SP.SHF,None,ts_zscore,None,180,0.16996702574674954,-0.07479903152626642,7.633152631060635,2.2469817432531634,0.04001897726780635,-0.2148076033202261,36,2.1134072410947807e-13
0,SP.SHF,None,minmax,None,256,0.46236349366617724,0.47368421052631576,1.0,0.6041303178667552,0.008779551084086097,,0,1.4976352175104052e-20
1,SP.SHF,None,ts_zscore,None,256,0.3091743276333233,0.09665482741128947,7.395476862882539,2.001021655236995,0.03252139812293308,-0.02872181978524633,52,4.29433759769885e-17
0,SP.SHF,None,minmax,None,512,0.44371641888666025,0.40540540540540543,1.0,0.5973119223119223,0.004887610498028352,,0,1.985608932577183e-20
1,SP.SHF,None,ts_zscore,None,512,0.5129112843176744,0.5039784053021724,7.650684802110625,1.9115269213204809,0.03448902759235834,0.010609243029594059,54,3.2798368896314527e-18
0,SP.SHF,None,minmax,None,1024,0.44394154188927937,0.40540540540540543,1.0,0.5973119223119223,0.00496961895542897,,0,1.820669764668963e-20
1,SP.SHF,None,ts_zscore,None,1024,0.6110171585321211,0.6186895868741161,7.650684802110625,2.1074305290042545,0.03485475795017172,-0.010287041593777989,51,8.41140350798489e-16
0,SR.CZC,None,minmax,None,20,0.48767076789651154,0.46466523975817653,1.0,0.6635594857887264,-0.01962722195684521,,0,3.7506122093494464e-32
1,SR.CZC,None,ts_zscore,None,20,-0.002417736301793425,-0.06189152547178628,7.103894447099812,2.0656861081651265,-0.027996572265996215,-0.278333181492976,40,7.248514939314776e-14
0,SR.CZC,None,minmax,None,40,0.4966156286872437,0.5164384795532337,1.0,0.6122218570887215,-0.02278743251276001,,0,5.587076877367915e-30
1,SR.CZC,None,ts_zscore,None,40,0.04254015010042512,0.10979659081462015,8.249228922288676,2.1475476522244055,-0.029072888517806907,-0.19838915059223042,52,6.3670024114115265e-12
0,SR.CZC,None,minmax,None,60,0.5018694147117434,0.4954755721473787,1.0,0.6052597737150653,-0.014829704673311133,,0,6.543247078439769e-29
1,SR.CZC,None,ts_zscore,None,60,0.07913116074018053,0.13188327618813794,7.682002157562096,2.116068410886161,-0.024216197620246283,-0.16366241298365017,51,1.9991539673691605e-11
0,SR.CZC,None,minmax,None,90,0.5138989421588088,0.553921568627451,1.0,0.5970685760020242,-0.01637343342378602,,0,2.7259522154890793e-29
1,SR.CZC,None,ts_zscore,None,90,0.11346760823292457,0.2525003431918147,7.275549339752028,2.2133714382138967,-0.02509788099905353,-0.2664587719548834,38,7.304643577564583e-15
0,SR.CZC,None,minmax,None,180,0.5543780244225209,0.6157224206157708,1.0,0.5529738173028576,0.005135018320301075,,0,1.8705562987572878e-29
1,SR.CZC,None,ts_zscore,None,180,0.2229904533940031,0.32996864672792536,8.708093092486777,2.193072844683382,-0.006692882099396981,-0.2649387886517323,33,1.0334434181894295e-13
0,SR.CZC,None,minmax,None,256,0.5618896067278571,0.6345542487924555,1.0,0.5489490905057675,0.003937131929735845,,0,4.2961967533852964e-30
1,SR.CZC,None,ts_zscore,None,256,0.2802602040130839,0.4121553211807979,6.473668673591412,2.271447744636208,-0.002187229016138182,-0.2202295467049105,27,3.954889474958934e-16
0,SR.CZC,None,minmax,None,512,0.5776209120842347,0.61857988560746,1.0,0.46770074629943015,-0.014481692836488449,,0,4.7684922250355815e-26
1,SR.CZC,None,ts_zscore,None,512,0.38251802299358023,0.4496389991111691,6.178152270322847,1.704686410037062,-0.01696431338569364,-0.007849810146131508,75,4.877766102140413e-08
0,SR.CZC,None,minmax,None,1024,0.5353222293122327,0.5622025832766826,0.9565857247976454,0.5341546981785219,-0.01466181176527485,,0,2.524905291374157e-29
1,SR.CZC,None,ts_zscore,None,1024,0.29464598120038354,0.25849692446321393,5.212011191693422,1.8187362442279578,-0.01887775825116257,-0.047711810589884815,68,3.139532995672046e-19
0,SS.SHF,None,minmax,None,20,0.4856496852418331,0.497007438159488,1.0,0.7052797072347343,-0.0013698737859581965,,0,1.6943882041418123e-21
1,SS.SHF,None,ts_zscore,None,20,0.09077027212520607,0.20352664004057783,6.924946619031787,2.204915317963858,-0.015884707305942516,-0.1147024900171294,15,3.46950628227205e-08
0,SS.SHF,None,minmax,None,40,0.4789577701392343,0.49075847413159823,1.0,0.649309104995038,-0.007601974819512216,,0,7.988722689435668e-19
1,SS.SHF,None,ts_zscore,None,40,0.10040886905808394,0.16760372486673214,8.10644506011636,2.2890149853277295,-0.019569559237406074,-0.24845285445438253,12,1.3503080431576109e-08
0,SS.SHF,None,minmax,None,60,0.48777452743876176,0.5075953103913631,1.0,0.5954201026931636,-0.007692625295613471,,0,3.372181099829219e-17
1,SS.SHF,None,ts_zscore,None,60,0.15199668468277291,0.2380382251286025,7.916718094288585,2.3088958051755455,-0.02173046394401648,-0.15416943479726208,10,1.960300011205618e-08
0,SS.SHF,None,minmax,None,90,0.4887275355359947,0.49953445065176905,1.0,0.514101840155492,-0.01884279459645194,,0,3.48035737158896e-15
1,SS.SHF,None,ts_zscore,None,90,0.16129309189775667,0.1953422332004216,8.110876994411479,2.1416472941050397,-0.03135587404700267,-0.3201240142229713,10,3.410186991459341e-06
0,SS.SHF,None,minmax,None,180,0.5232487784892594,0.5165701434005772,1.0,0.3857218114633372,-0.04394675339500272,,0,1.003242974806362e-10
1,SS.SHF,None,ts_zscore,None,180,0.3535467417884998,0.2697694642327779,7.635248605099701,1.7876980031257128,-0.04850962525109657,-0.09041607123995221,27,0.008874690160155296
0,SS.SHF,None,minmax,None,256,0.5500192582454774,0.5693960178492654,1.0,0.3937301126933407,-0.03583259602349928,,0,4.757947508204907e-12
1,SS.SHF,None,ts_zscore,None,256,0.4907207805484921,0.4750609613522092,8.25205706372132,1.7967195719057527,-0.035264949820307444,-0.06476465333833123,25,0.022584062069654465
0,SS.SHF,None,minmax,None,512,0.5924767056994845,0.6020870927285139,1.0,0.3644427862069496,-0.04186148197793871,-0.05716984106784374,35,1.201479915557968e-09
1,SS.SHF,None,ts_zscore,None,512,0.8256887209513382,0.8774071359320579,8.55847872547464,1.7772098886619705,-0.04211419243691689,-0.09354049228770143,35,0.07236653566360474
0,SS.SHF,None,minmax,None,1024,0.5981214352357869,0.6039603960396039,1.0,0.3523621601653521,-0.04269855658766441,-0.05716984106784374,35,7.609702312727507e-10
1,SS.SHF,None,ts_zscore,None,1024,0.8697881752459196,0.8791246002242488,8.55847872547464,1.7261289490571514,-0.0438628523432279,-0.12618175997394834,37,0.018867405131459236
0,TA.CZC,None,minmax,None,20,0.4971955768145155,0.4912079279714786,1.0,0.6762441368439664,0.02448962053661566,,0,6.800724853714432e-33
1,TA.CZC,None,ts_zscore,None,20,0.0636489988756125,0.005637597170791594,6.972082099120382,2.1089495038879664,0.01961627993300271,-0.14454573201591436,49,1.7405952438924455e-13
0,TA.CZC,None,minmax,None,40,0.5038103241008245,0.5282795183290707,1.0,0.6236004438699612,0.02115795634502665,,0,6.586298985397392e-30
1,TA.CZC,None,ts_zscore,None,40,0.11736293195658784,0.14192061243259824,7.924184313234428,2.152113300066295,0.012895833884679367,-0.16714487415140744,41,2.2098848792562187e-11
0,TA.CZC,None,minmax,None,60,0.5125802592594614,0.5387564349405323,1.0,0.6108048299461406,0.01040111729790151,,0,2.619955350807636e-29
1,TA.CZC,None,ts_zscore,None,60,0.15449404426032984,0.23335762177177705,8.45979711454379,2.1357941599581216,0.009302232489093806,-0.14777845144130747,47,8.075035085042259e-10
0,TA.CZC,None,minmax,None,90,0.5143514091917663,0.5224747474747475,1.0,0.5872725812180922,0.004487722279041333,,0,6.303093003283159e-28
1,TA.CZC,None,ts_zscore,None,90,0.1937183485598274,0.18253641438121243,7.733314872110247,2.203889953373305,0.005411077523560468,0.019609430059059307,66,8.390532157953601e-10
0,TA.CZC,None,minmax,None,180,0.5022134578808994,0.47139252591380254,1.0,0.5732727910146338,0.0111721435962177,,0,4.985454068838535e-28
1,TA.CZC,None,ts_zscore,None,180,0.34639284148779176,0.2284938065555773,8.670948394692134,2.286778512535987,0.009337157535368434,0.045756819547038446,65,1.857169881205531e-13
0,TA.CZC,None,minmax,None,256,0.49031662610851423,0.4632336236274138,1.0,0.5593737281040032,0.008467399959730027,,0,4.905308131243313e-27
1,TA.CZC,None,ts_zscore,None,256,0.371426517152129,0.344127042810056,8.02900140067813,2.2253441910614513,0.004342714077137845,0.0028143702911113374,60,1.8251374803851528e-12
0,TA.CZC,None,minmax,None,512,0.4759345482507382,0.46887410130357116,1.0,0.5298392130256147,-0.003155476935339697,,0,2.533510860107492e-25
1,TA.CZC,None,ts_zscore,None,512,0.37009689440991,0.4531828948089649,7.870158621531599,2.1415166256556715,-0.008501673442441389,0.05955076371848339,56,3.3428737208907044e-12
0,TA.CZC,None,minmax,None,1024,0.44772336613391356,0.422180607573866,1.0,0.3924416649614975,-0.02133070111249975,-0.17234298890131944,53,4.954331736891282e-22
1,TA.CZC,None,ts_zscore,None,1024,0.29551344127965606,0.2260308461315348,8.243540941137937,1.9034104737085489,-0.025840366116237648,-0.09317074024615232,76,5.184563889315541e-11
0,T.CFE,None,minmax,None,20,0.5475862716582207,0.5959885386819505,1.0,0.6758248206109674,0.004773689602846513,,0,1.0238560938449909e-32
1,T.CFE,None,ts_zscore,None,20,0.12185562809279088,0.2692754569845476,7.172604573115381,2.068451142012165,-0.00682044038593911,0.026408166781014993,35,1.8379915306203885e-14
0,T.CFE,None,minmax,None,40,0.563308079457951,0.6009174311926597,1.0,0.5762614807434215,-0.005130247563270714,,0,6.52526430943716e-29
1,T.CFE,None,ts_zscore,None,40,0.1926317552692787,0.3635590507285911,8.421213442892864,2.0862576811532327,-0.007104968261356261,0.11329324162268313,42,9.579193178694406e-14
0,T.CFE,None,minmax,None,60,0.5601607208474265,0.5930599369085182,1.0,0.5599413293050295,0.0034424577028814712,,0,2.3185367339334015e-27
1,T.CFE,None,ts_zscore,None,60,0.180161311448421,0.29619822992948186,9.423124669692244,2.0890438485996703,0.005060274088765347,0.13691666646878017,43,1.8242509933208417e-11
0,T.CFE,None,minmax,None,90,0.5632706038865434,0.5995762711864435,1.0,0.5654541490972844,0.0021019971643098877,,0,1.8701501983729205e-27
1,T.CFE,None,ts_zscore,None,90,0.2323874477296947,0.3136092581745383,10.610304828958569,2.153274365848005,0.01190821496674975,0.09132396947382737,48,3.148587727347385e-12
0,T.CFE,None,minmax,None,180,0.598215984975626,0.6963123644251614,1.0,0.5712102890810986,0.007163076412508166,,0,6.549165389218616e-33
1,T.CFE,None,ts_zscore,None,180,0.4502077741150369,0.6561063865294708,9.764063835640654,2.1285151005449703,0.0008517345757880756,-0.0448667637453965,50,1.606291088909837e-14
0,T.CFE,None,minmax,None,256,0.5977271790844488,0.7169042769857431,1.0,0.6438134769454826,0.0054216875752787635,,0,1.5469690762743247e-35
1,T.CFE,None,ts_zscore,None,256,0.44250727115690164,0.7723265689748532,9.993819013162028,2.2184544927697014,-0.0033312020710906977,-0.06942063338407922,38,2.4931488618638213e-20
0,T.CFE,None,minmax,None,512,0.5583144028921269,0.5561338289962823,1.0,0.5594797472118039,-0.019308722900875906,,0,8.602185355905033e-28
1,T.CFE,None,ts_zscore,None,512,0.37638499117609414,0.699088865264015,5.44427108052637,1.8214111002111548,-0.018839258179690878,-0.34064396162458,32,8.774445171246252e-21
0,T.CFE,None,minmax,None,1024,0.5748535049312747,0.617536534446764,1.0,0.3662087873344652,-0.02303200377799689,0.009115337670270672,59,2.7859179014818213e-24
1,T.CFE,None,ts_zscore,None,1024,0.31904096985043284,0.5091506781077848,5.411725324116913,1.5441034462576493,-0.022772677705430806,-0.16378916656238737,85,3.0315788509137333e-24
0,TF.CFE,None,minmax,None,20,0.559882021287662,0.6031746031746044,1.0,0.6716192057251476,0.009911756332022724,,0,6.6792773691622814e-34
1,TF.CFE,None,ts_zscore,None,20,0.1486846792579607,0.2881685319865039,7.583301649595466,2.1012120503909033,0.0076441629362812395,-0.05692767676940357,40,1.380338231614527e-15
0,TF.CFE,None,minmax,None,40,0.5713344519366095,0.6184447039374374,1.0,0.6068459276774328,-0.002629023148138822,,0,3.6510515994167213e-31
1,TF.CFE,None,ts_zscore,None,40,0.20432778512575905,0.35221081376246255,8.05828201686015,2.1295410939050794,-0.000253570686412353,0.07735956999596989,46,2.368775409654876e-14
0,TF.CFE,None,minmax,None,60,0.5702059015021103,0.5964107516497668,1.0,0.5485974114000698,-8.98213139400754e-06,,0,4.29005806233615e-28
1,TF.CFE,None,ts_zscore,None,60,0.21353076859906595,0.3007786020932215,9.13131788689505,2.012065635879904,-0.002874880512972338,0.058076057479554105,55,9.732972067189039e-11
0,TF.CFE,None,minmax,None,90,0.5709983860733615,0.5914929088006021,1.0,0.5455748172903381,0.0026016346666932018,,0,7.646651102919347e-28
1,TF.CFE,None,ts_zscore,None,90,0.26276199239864223,0.33245877174891914,10.407400005497976,2.0491476980821375,0.0019951589646690295,0.05020561836593285,62,8.593166178627598e-10
0,TF.CFE,None,minmax,None,180,0.5942562819739742,0.6640300025425865,1.0,0.5713160083727684,0.0015552219017448102,,0,8.286877235267302e-32
1,TF.CFE,None,ts_zscore,None,180,0.4504189998354764,0.6542343052413677,9.977198964195225,2.1354006517830397,-0.00869133359914103,-0.14068914345847086,43,3.839354236010589e-13
0,TF.CFE,None,minmax,None,256,0.5920079583202899,0.6939599451730879,1.0,0.650938504318483,-0.0017616002578729308,,0,3.611837545469429e-35
1,TF.CFE,None,ts_zscore,None,256,0.45423846667498263,0.7875788301489122,9.822639946311368,2.1835028948724946,-0.012185770097241028,-0.03639774698281101,66,2.726572918304236e-17
0,TF.CFE,None,minmax,None,512,0.5530587675953825,0.47049312853678293,1.0,0.5708825566950304,-0.02514862427244657,,0,3.063867015601881e-31
1,TF.CFE,None,ts_zscore,None,512,0.41734343392205925,0.5381219438348324,6.886816786657727,1.7066372203689204,-0.02718248093365759,-0.08936245789430841,70,6.6049279760782564e-12
0,TF.CFE,None,minmax,None,1024,0.5713042515142414,0.5691544885177455,1.0,0.2924098141243453,-0.03552921465460124,-0.17144373059844667,53,1.1456850856998932e-19
1,TF.CFE,None,ts_zscore,None,1024,0.4389365841497869,0.543928070126163,6.301722007285661,1.3809211751833865,-0.038951461484153675,-0.14821359826901304,91,4.792831713104628e-13
0,TS.CFE,None,minmax,None,20,0.5625685729846928,0.6249999999999873,1.0,0.7186948853615536,0.03729428574124118,,0,6.1823599217434234e-27
1,TS.CFE,None,ts_zscore,None,20,0.22554744032616766,0.384208725896119,7.13272197710617,2.154111224821318,0.04115536336251495,0.24096349857816932,22,1.6529937141296358e-11
0,TS.CFE,None,minmax,None,40,0.5805202472249709,0.6422018348623729,1.0,0.6522329921188472,0.03877075539299291,,0,2.2853998073115767e-25
1,TS.CFE,None,ts_zscore,None,40,0.3059966025026674,0.4865443414866702,6.660977303333624,2.1802120229861117,0.043985303224391196,0.1990043628203301,23,4.322319446803391e-10
0,TS.CFE,None,minmax,None,60,0.5968732989561841,0.6693548387096826,1.0,0.6320564516129226,0.029665587435339286,,0,5.878884823356109e-25
1,TS.CFE,None,ts_zscore,None,60,0.3763710630477541,0.569389679962364,6.927110921572705,2.1301576987179467,0.022024332910728223,-0.013651160197925337,31,3.978783968960897e-11
0,TS.CFE,None,minmax,None,90,0.6060671144026217,0.6603773584905807,1.0,0.5609592384671598,0.026122154319150343,,0,9.999450951009554e-24
1,TS.CFE,None,ts_zscore,None,90,0.47714936840157307,0.5656777216879054,6.848319176767356,1.9301185925520148,0.012659925924856994,-0.01715841243750606,33,1.0892730273326379e-07
0,TS.CFE,None,minmax,None,180,0.6191231053590869,0.6633165829145664,1.0,0.496691628035978,0.018786032272885177,-0.21405746139942122,16,1.194185059926964e-21
1,TS.CFE,None,ts_zscore,None,180,0.7085122759641473,0.7419113877680704,5.927650218236346,1.7663809080189434,0.012008992010168503,-0.14159267934209985,28,7.881799213294016e-09
0,TS.CFE,None,minmax,None,256,0.6053779697850498,0.6292682926829195,1.0,0.5346351445489388,0.01461478640309851,,5,6.274079118148227e-22
1,TS.CFE,None,ts_zscore,None,256,0.7459364685858265,0.7278920462922222,5.995425422269836,1.6912085599059385,0.00611372746262949,-0.10979413493374496,34,2.630379802859295e-10
0,TS.CFE,None,minmax,None,512,0.5342272293596545,0.4857954545454554,1.0,0.432203389830508,0.010441034561100203,,0,5.424514747803509e-20
1,TS.CFE,None,ts_zscore,None,512,0.6411159640145115,0.4620069135361498,5.535326043660588,1.071459283498291,-0.009475359940609314,0.01459388679392342,50,1.3418407574561575e-19
0,TS.CFE,None,minmax,None,1024,0.5569235915912008,0.5282485875706219,1.0,0.25564971751412424,0.01775797988670156,,2,9.912697392907502e-22
1,TS.CFE,None,ts_zscore,None,1024,0.7284542867137038,0.5915098760975567,5.424074059916185,1.1137049702359276,-0.008090459425243503,0.01459388679392342,50,1.7576429963894264e-18
0,UR.CZC,None,minmax,None,20,0.5505406166544189,0.6285714285714286,1.0,0.7366823858502409,0.021519219227861368,,0,1.7890432896822577e-23
1,UR.CZC,None,ts_zscore,None,20,0.20310334934325908,0.3780938675741195,6.420445663219614,2.1648337376157367,-0.004614867881533598,-0.23730528076985735,11,2.3168285345764872e-10
0,UR.CZC,None,minmax,None,40,0.5680193141081316,0.6371428571428571,1.0,0.6211444376575571,0.004846013531152906,,0,9.001416382357735e-22
1,UR.CZC,None,ts_zscore,None,40,0.34307529051831914,0.4692445803528048,6.7187652659478285,2.0156544682659567,0.0014913913527559999,0.16927964304829346,20,1.217389922203438e-07
0,UR.CZC,None,minmax,None,60,0.5475928692784255,0.5942028985507246,1.0,0.6540580044411122,-0.0009982964206187105,,0,2.2299800575103684e-20
1,UR.CZC,None,ts_zscore,None,60,0.3751963667532909,0.5166476918929412,7.635396060693612,2.100533386673498,0.0025889417225229317,0.005080968636577291,32,0.00019998059724457562
0,UR.CZC,None,minmax,None,90,0.5352085442681329,0.5615615615615616,1.0,0.6168919720717962,-0.01459994161459453,,0,5.761292803904407e-19
1,UR.CZC,None,ts_zscore,None,90,0.3690744553288311,0.4692445803528048,7.654137295878906,2.1393529257089954,-0.008481225695182486,-0.1861156430776288,35,6.86818384565413e-05
0,UR.CZC,None,minmax,None,180,0.5333039677982543,0.5309060118543607,1.0,0.49842888170518407,-0.021578673391274603,,0,2.567683182570714e-15
1,UR.CZC,None,ts_zscore,None,180,0.40414240959419123,0.48313003490496825,6.713983087916642,2.013477989237639,-0.023094121669845948,-0.10264331551885428,22,1.4374635703973127e-08
0,UR.CZC,None,minmax,None,256,0.5461537305051298,0.5739910313901345,1.0,0.5047559664443922,-0.01719110547915719,,0,2.1823573598924513e-16
1,UR.CZC,None,ts_zscore,None,256,0.48640619056673084,0.6550238610263063,6.683415582023194,2.0678627473034523,-0.02333249221357534,-0.5256581041429882,21,6.974654187530405e-11
0,UR.CZC,None,minmax,None,512,0.5872765310265412,0.6172839506172839,1.0,0.4175575986242004,-0.02006780633510123,0.25543196728489886,26,4.313947800091216e-16
1,UR.CZC,None,ts_zscore,None,512,0.8183737469657444,1.115715219561138,7.4389848865405765,1.959083027669756,-0.019121015083100545,-0.2831655430894528,26,2.861558545674825e-09
0,UR.CZC,None,minmax,None,1024,0.5883447234821504,0.6172839506172839,1.0,0.4119720088412538,-0.019460430237330295,0.25543196728489886,26,3.8008065056172925e-16
1,UR.CZC,None,ts_zscore,None,1024,0.8924014130631166,1.1672734246315672,7.474361608618393,2.0707037518547144,-0.0202511671204458,-0.10656981726472903,28,5.4297205620557065e-11
0,V.DCE,None,minmax,None,20,0.50705366994171,0.5063291139240507,1.0,0.7311208066202358,0.04650844090302604,,0,2.215337801503385e-34
1,V.DCE,None,ts_zscore,None,20,0.05398382022674734,0.009283662112515778,6.8229433774129635,2.1794332122640134,0.04155201503164539,-0.1585490476452239,38,1.3357401205267957e-16
0,V.DCE,None,minmax,None,40,0.4973424021625151,0.48780846063454764,1.0,0.6503135388659342,0.047549448621516124,,0,2.8424175156414317e-31
1,V.DCE,None,ts_zscore,None,40,0.07433278060243032,0.02917046951043854,7.310362559399774,2.220452339140526,0.050597337206867564,0.23962335549382274,48,1.1445539611562583e-12
0,V.DCE,None,minmax,None,60,0.5056978324255709,0.5085230024213074,1.0,0.6455767077267637,0.04483485945536582,,0,7.861017378609877e-31
1,V.DCE,None,ts_zscore,None,60,0.12793444758773448,0.12028732817880561,7.901652977019093,2.211398134686493,0.047601366493642785,0.13905457210765418,59,9.278005447255211e-11
0,V.DCE,None,minmax,None,90,0.5091153964702682,0.5062140768377534,1.0,0.6223433465510504,0.0387381735654503,,0,4.871364070372584e-30
1,V.DCE,None,ts_zscore,None,90,0.17200475493649572,0.17043804915824923,8.377175366654525,2.1169620392142714,0.04098744620691516,0.16760313904494084,66,6.449529905694362e-07
0,V.DCE,None,minmax,None,180,0.48563127842440534,0.47301870315115346,1.0,0.5810856578420422,0.029560403109402684,,0,2.733130276762432e-28
1,V.DCE,None,ts_zscore,None,180,0.17869324391334165,0.19729587338103263,9.645853021637109,1.9219108606883144,0.015729432415847584,0.11574789759034662,76,9.887073974823579e-05
0,V.DCE,None,minmax,None,256,0.4855020985383824,0.4666666666666667,1.0,0.5027560761966926,0.03529951423990542,,0,5.79670336501006e-24
1,V.DCE,None,ts_zscore,None,256,0.19995742013009857,0.20031158227448498,9.432980198334544,1.6839464270399795,0.014057280342863172,0.09767927114469886,77,0.003477474907413125
0,V.DCE,None,minmax,None,512,0.5280243173324902,0.5182584269662921,1.0,0.3260284062618607,0.03298750329458973,,0,3.410692364742761e-19
1,V.DCE,None,ts_zscore,None,512,0.46056169570719196,0.5188501226839759,10.412722899236785,1.6509705281666573,0.005122327670140359,0.01720588988549786,86,2.226679257644193e-10
0,V.DCE,None,minmax,None,1024,0.5670770549453019,0.5660112359550562,1.0,0.25470848177582905,0.014446284271013462,0.004322144524981674,81,3.4119496792738415e-19
1,V.DCE,None,ts_zscore,None,1024,0.8580202344372218,0.8503438696660097,8.325384309130905,1.2131601470370181,-0.006287947723922563,-0.016729041443154843,122,3.27934513075729e-18
0,Y.DCE,None,minmax,None,20,0.531061487048897,0.545004500450045,1.0,0.6703947981583523,-0.0065595238943407545,,0,1.8371768882906884e-32
1,Y.DCE,None,ts_zscore,None,20,0.12494961704597742,0.1654816111030213,6.576522075112795,2.1157590084999187,-0.011667876769466607,0.09256963211696302,33,5.532033164890038e-15
0,Y.DCE,None,minmax,None,40,0.5477844780874281,0.5671225937183384,1.0,0.5795857846142555,-0.004639643078431082,,0,4.467981128017854e-29
1,Y.DCE,None,ts_zscore,None,40,0.20118285291574342,0.25614559953521177,8.335268719509447,2.0906894951458828,0.0036824680907132303,0.0521455265652819,42,1.83481910220884e-10
0,Y.DCE,None,minmax,None,60,0.5566555311452113,0.590935937315431,1.0,0.5945984010565467,0.0007151242311018258,,0,8.844186277507688e-30
1,Y.DCE,None,ts_zscore,None,60,0.2592237607561281,0.3832993586433119,8.643400773593807,2.1659016300624048,0.004299700792931211,0.13428634817028795,42,3.473124294672142e-13
0,Y.DCE,None,minmax,None,90,0.557363402775966,0.6106871035940804,1.0,0.5934167916622122,-0.004683995315431906,,0,6.055241482667648e-30
1,Y.DCE,None,ts_zscore,None,90,0.30418319898084867,0.4802178320311547,9.026837586334413,2.1785570122424076,-0.004530691582164112,0.03828012525075031,46,4.842907758845216e-13
