Trade_DT,IC.CFE,IF.CFE,IH.CFE
2020-10-23,6168.8,4711.0,3350.2
2020-10-26,6180.2,4670.0,3292.2
2020-10-27,6172.8,4680.6,3287.6
2020-10-28,6211.6,4724.2,3309.2
2020-10-29,6231.0,4770.4,3328.2
2020-10-30,6068.2,4683.6,3272.4
2020-11-02,6109.8,4711.0,3263.6
2020-11-03,6209.2,4756.8,3300.0
2020-11-04,6200.2,4799.2,3324.4
2020-11-05,6333.8,4875.0,3364.8
2020-11-06,6288.4,4879.8,3354.8
2020-11-09,6326.0,4968.8,3409.4
2020-11-10,6274.8,4940.8,3404.0
2020-11-11,6205.0,4900.0,3406.4
2020-11-12,6224.0,4892.8,3388.2
2020-11-13,6223.8,4837.2,3328.2
2020-11-16,6294.0,4888.0,3368.2
2020-11-17,6265.8,4876.0,3366.4
2020-11-18,6270.4,4873.2,3376.8
2020-11-19,6320.6,4925.8,3411.2
2020-11-20,6379.2,4937.2,3411.0
2020-11-23,6434.0,4995.0,3469.6
2020-11-24,6425.2,4971.8,3445.6
2020-11-25,6325.4,4910.0,3415.0
2020-11-26,6314.4,4914.0,3445.0
2020-11-27,6344.0,4987.8,3510.6
2020-11-30,6293.0,4961.2,3473.2
2020-12-01,6406.6,5075.0,3562.6
2020-12-02,6402.0,5064.4,3548.8
2020-12-03,6429.4,5062.2,3541.2
2020-12-04,6458.4,5072.4,3549.6
2020-12-07,6397.6,5028.2,3514.2
2020-12-08,6351.6,5008.2,3500.4
2020-12-09,6249.0,4953.0,3476.4
2020-12-10,6263.0,4938.0,3456.6
2020-12-11,6136.0,4879.0,3426.0
2020-12-14,6198.4,4924.0,3465.2
2020-12-15,6205.8,4937.0,3471.0
2020-12-16,6191.0,4944.0,3488.8
2020-12-17,6277.8,5025.6,3550.2
2020-12-18,6246.6,4993.0,3516.0
2020-12-21,6354.8,5040.8,3525.2
2020-12-22,6238.8,4965.0,3470.6
2020-12-23,6270.6,5001.8,3495.4
2020-12-24,6191.2,5002.6,3494.0
2020-12-25,6262.0,5043.4,3522.2
2020-12-28,6214.8,5064.2,3530.0
2020-12-29,6198.4,5052.2,3525.0
2020-12-30,6248.0,5115.8,3575.8
2020-12-31,6348.0,5227.0,3647.0
2021-01-04,6434.2,5260.0,3643.0
2021-01-05,6476.6,5359.8,3678.0
2021-01-06,6485.0,5408.4,3734.0
2021-01-07,6526.0,5530.0,3818.4
2021-01-08,6550.6,5505.4,3790.6
2021-01-11,6391.2,5440.2,3775.0
2021-01-12,6447.6,5593.8,3916.6
2021-01-13,6419.6,5572.4,3880.0
2021-01-14,6398.0,5479.0,3819.4
2021-01-15,6351.0,5448.0,3817.0
2021-01-18,6442.2,5508.0,3852.4
2021-01-19,6410.8,5436.4,3811.0
2021-01-20,6479.4,5462.6,3811.0
2021-01-21,6565.4,5550.0,3851.0
2021-01-22,6566.6,5544.8,3844.8
2021-01-25,6560.4,5589.0,3890.8
2021-01-26,6486.0,5497.6,3807.8
2021-01-27,6480.0,5495.0,3810.4
2021-01-28,6394.4,5376.0,3741.8
2021-01-29,6313.6,5342.4,3719.4
2021-02-01,6357.8,5406.0,3741.0
2021-02-02,6409.0,5469.6,3756.8
2021-02-03,6379.0,5473.8,3772.4
2021-02-04,6320.8,5472.2,3791.2
2021-02-05,6231.2,5473.8,3840.8
2021-02-08,6260.2,5526.0,3861.0
2021-02-09,6375.4,5659.0,3933.4
2021-02-10,6430.2,5787.2,4016.0
2021-02-18,6505.0,5735.8,3997.0
2021-02-19,6630.0,5746.2,4002.0
2021-02-22,6576.8,5578.0,3876.0
2021-02-23,6569.8,5563.6,3886.6
2021-02-24,6491.2,5419.6,3798.2
2021-02-25,6472.2,5466.8,3852.8
2021-02-26,6320.4,5315.0,3755.0
2021-03-01,6438.0,5391.2,3782.4
2021-03-02,6380.6,5310.0,3709.4
2021-03-03,6463.0,5411.0,3809.6
2021-03-04,6372.8,5268.6,3705.4
2021-03-05,6399.0,5255.4,3689.8
2021-03-08,6188.2,5036.2,3544.0
2021-03-09,6075.0,4949.8,3498.8
2021-03-10,5992.0,4974.2,3517.0
2021-03-11,6154.4,5094.4,3610.0
2021-03-12,6157.0,5103.6,3606.8
2021-03-15,6135.2,5009.8,3553.0
2021-03-16,6125.2,5032.6,3573.0
2021-03-17,6158.0,5039.0,3553.6
2021-03-18,6209.6,5079.4,3573.0
2021-03-19,6169.0,4941.0,3472.6
2021-03-22,6246.0,5000.6,3510.2
2021-03-23,6188.0,4977.4,3501.2
2021-03-24,6133.4,4917.4,3462.0
2021-03-25,6155.6,4916.6,3455.8
2021-03-26,6232.4,5016.4,3516.0
2021-03-29,6230.6,5012.0,3516.6
2021-03-30,6245.0,5052.0,3556.2
2021-03-31,6237.8,5017.2,3522.4
2021-04-01,6291.0,5093.6,3572.8
2021-04-02,6296.4,5140.8,3603.8
2021-04-06,6300.6,5101.0,3571.6
2021-04-07,6314.0,5068.0,3540.4
2021-04-08,6345.8,5087.8,3563.2
2021-04-09,6264.2,4980.8,3478.8
2021-04-12,6189.2,4912.8,3445.0
2021-04-13,6173.6,4913.6,3442.6
2021-04-14,6217.2,4939.2,3451.2
2021-04-15,6235.2,4918.2,3415.2
2021-04-16,6325.4,4938.4,3436.4
2021-04-19,6385.4,5072.8,3507.4
2021-04-20,6400.0,5063.8,3498.0
2021-04-21,6385.4,5068.0,3499.6
2021-04-22,6397.4,5057.2,3476.0
2021-04-23,6443.0,5119.4,3515.6
2021-04-26,6417.6,5042.0,3454.0
2021-04-27,6413.2,5059.2,3466.8
2021-04-28,6462.4,5103.6,3467.2
2021-04-29,6464.0,5157.6,3518.4
2021-04-30,6477.6,5106.8,3482.6
2021-05-06,6446.2,5046.0,3445.6
2021-05-07,6430.2,4981.6,3398.4
2021-05-10,6443.8,4988.6,3400.0
2021-05-11,6437.8,5017.6,3433.4
2021-05-12,6506.6,5045.6,3446.8
2021-05-13,6381.4,4956.6,3391.8
2021-05-14,6489.0,5092.6,3491.8
2021-05-17,6522.0,5157.0,3517.8
2021-05-18,6547.8,5161.0,3517.8
2021-05-19,6545.4,5151.0,3492.4
2021-05-20,6524.0,5172.2,3507.4
2021-05-21,6495.2,5106.4,3461.0
2021-05-24,6515.0,5135.2,3480.0
2021-05-25,6589.0,5315.8,3640.0
2021-05-26,6600.8,5315.8,3650.0
2021-05-27,6645.6,5333.0,3663.6
2021-05-28,6651.8,5314.0,3650.8
2021-05-31,6679.0,5319.8,3642.2
2021-06-01,6675.4,5323.0,3637.8
2021-06-02,6645.0,5280.8,3612.0
2021-06-03,6601.0,5233.2,3580.0
2021-06-04,6669.0,5269.2,3602.6
2021-06-07,6669.6,5263.8,3593.4
2021-06-08,6594.4,5184.0,3537.2
2021-06-09,6595.0,5193.0,3546.6
2021-06-10,6677.4,5228.4,3565.8
2021-06-11,6668.6,5180.0,3532.4
2021-06-15,6601.0,5119.2,3488.0
2021-06-16,6527.2,5046.2,3454.6
2021-06-17,6558.2,5060.2,3445.6
2021-06-18,6614.2,5062.8,3423.4
2021-06-21,6654.8,5062.2,3409.4
2021-06-22,6678.2,5080.2,3431.8
2021-06-23,6755.2,5116.6,3438.2
2021-06-24,6739.6,5133.6,3463.6
2021-06-25,6799.8,5220.0,3517.0
2021-06-28,6793.0,5223.0,3498.2
2021-06-29,6744.8,5163.8,3467.0
2021-06-30,6764.0,5192.6,3481.4
2021-07-01,6686.2,5155.6,3471.8
2021-07-02,6639.0,5045.2,3381.8
2021-07-05,6678.4,5062.0,3387.4
2021-07-06,6675.2,5067.0,3400.6
2021-07-07,6739.0,5124.2,3413.2
2021-07-08,6668.2,5063.0,3352.0
2021-07-09,6734.2,5039.0,3341.0
2021-07-12,6814.4,5095.8,3368.8
2021-07-13,6884.2,5112.0,3384.8
2021-07-14,6862.4,5052.4,3328.6
2021-07-15,6873.8,5129.0,3403.6
2021-07-16,6886.6,5074.4,3364.4
2021-07-19,6853.6,5097.8,3384.0
2021-07-20,6860.4,5087.2,3371.8
2021-07-21,6939.2,5120.8,3380.8
2021-07-22,6975.4,5126.2,3387.6
2021-07-23,6947.0,5073.2,3349.0
2021-07-26,6827.2,4892.0,3220.4
2021-07-27,6719.4,4720.4,3116.8
2021-07-28,6628.0,4737.6,3147.8
2021-07-29,6736.8,4804.8,3170.2
2021-07-30,6758.6,4773.6,3120.6
2021-08-02,6833.8,4891.4,3196.8
2021-08-03,6795.8,4903.4,3216.2
2021-08-04,6867.2,4923.2,3208.0
2021-08-05,6867.4,4893.4,3198.0
2021-08-06,6898.2,4891.6,3187.0
2021-08-09,6864.4,4913.0,3198.0
2021-08-10,6911.6,4983.4,3261.4
2021-08-11,6941.2,4945.0,3228.2
2021-08-12,6997.2,4920.0,3198.0
2021-08-13,7026.2,4903.6,3197.8
2021-08-16,6996.6,4905.0,3206.4
2021-08-17,6858.2,4796.4,3125.0
2021-08-18,6874.4,4850.8,3173.4
2021-08-19,6885.0,4814.2,3126.4
2021-08-20,6861.8,4718.0,3061.0
2021-08-23,6946.8,4789.8,3091.6
2021-08-24,7024.4,4851.8,3139.8
2021-08-25,7061.6,4851.2,3145.6
2021-08-26,7061.2,4775.8,3080.6
2021-08-27,7106.8,4795.2,3113.2
2021-08-30,7123.2,4777.0,3104.6
2021-08-31,7155.2,4778.4,3094.8
2021-09-01,7119.0,4856.4,3169.2
2021-09-02,7218.8,4854.2,3166.4
2021-09-03,7217.0,4835.2,3175.0
2021-09-06,7258.6,4914.0,3207.4
2021-09-07,7444.8,4984.4,3247.4
2021-09-08,7403.8,4940.0,3207.8
2021-09-09,7484.6,4939.0,3200.0
2021-09-10,7533.6,4998.2,3253.0
2021-09-13,7536.0,4968.0,3242.4
2021-09-14,7478.2,4898.0,3189.6
2021-09-15,7517.0,4852.2,3151.2
2021-09-16,7363.4,4799.4,3132.8
2021-09-17,7321.0,4848.2,3168.2
2021-09-22,7385.8,4814.6,3124.8
2021-09-23,7425.0,4838.4,3128.2
2021-09-24,7370.0,4857.2,3154.4
2021-09-27,7178.2,4891.4,3211.8
2021-09-28,7187.0,4877.2,3212.6
2021-09-29,7047.0,4854.0,3217.8
2021-09-30,7095.2,4855.2,3192.4
2021-10-08,7081.4,4931.2,3260.4
2021-10-11,7083.0,4930.2,3272.6
2021-10-12,6946.2,4877.2,3258.8
2021-10-13,6981.0,4935.6,3293.4
2021-10-14,7006.2,4907.2,3267.2
2021-10-15,7019.8,4933.0,3301.0
2021-10-18,7021.0,4860.0,3233.2
2021-10-19,7070.0,4905.8,3253.6
2021-10-20,7075.6,4899.6,3260.0
2021-10-21,7054.0,4927.6,3285.0
2021-10-22,7004.2,4958.8,3318.2
2021-10-25,7059.0,4973.8,3317.2
2021-10-26,7063.6,4955.4,3292.6
2021-10-27,6998.0,4883.2,3250.0
2021-10-28,6941.0,4875.4,3254.4
2021-10-29,7015.4,4910.0,3269.8
2021-11-01,7043.6,4888.8,3255.2
2021-11-02,6988.6,4838.2,3214.6
2021-11-03,7009.4,4816.4,3182.0
2021-11-04,7066.2,4863.6,3205.4
2021-11-05,7003.6,4849.2,3209.4
2021-11-08,6996.8,4841.2,3196.4
2021-11-09,7039.0,4840.0,3192.0
2021-11-10,7018.0,4809.8,3173.8
2021-11-11,7076.0,4894.0,3246.0
2021-11-12,7128.8,4891.4,3233.6
2021-11-15,7077.8,4890.2,3234.6
2021-11-16,7030.0,4886.0,3235.0
2021-11-17,7069.0,4881.8,3213.0
2021-11-18,7056.0,4830.2,3179.0
2021-11-19,7170.0,4894.8,3220.0
2021-11-22,7210.2,4905.0,3217.0
2021-11-23,7225.0,4907.6,3229.8
2021-11-24,7221.4,4916.6,3242.2
2021-11-25,7218.0,4896.8,3221.4
2021-11-26,7196.4,4856.0,3188.0
2021-11-29,7215.2,4853.2,3193.0
2021-11-30,7221.2,4833.2,3172.0
2021-12-01,7267.2,4847.2,3184.8
2021-12-02,7215.2,4858.6,3196.0
2021-12-03,7288.0,4906.2,3223.8
2021-12-06,7215.2,4895.2,3233.0
2021-12-07,7177.2,4925.0,3259.6
2021-12-08,7226.0,4999.8,3316.6
2021-12-09,7257.4,5086.0,3367.4
2021-12-10,7284.8,5071.6,3371.2
2021-12-13,7293.0,5084.0,3377.4
2021-12-14,7297.4,5060.4,3364.0
2021-12-15,7285.8,5015.0,3330.4
2021-12-16,7353.0,5048.2,3346.0
2021-12-17,7316.0,4976.2,3295.6
2021-12-20,7230.0,4904.0,3273.0
2021-12-21,7268.8,4923.2,3288.4
2021-12-22,7297.0,4921.4,3274.2
2021-12-23,7342.8,4962.4,3307.8
2021-12-24,7309.4,4937.6,3298.0
2021-12-27,7298.4,4945.0,3304.0
2021-12-28,7310.0,4974.6,3320.8
2021-12-29,7291.2,4903.0,3250.2
2021-12-30,7342.8,4940.0,3277.0
2021-12-31,7371.8,4943.0,3279.4
2022-01-04,7371.0,4925.6,3269.8
2022-01-05,7221.8,4877.0,3264.0
2022-01-06,7225.2,4818.2,3212.8
2022-01-07,7192.0,4829.6,3226.8
2022-01-10,7191.0,4845.6,3238.4
2022-01-11,7138.8,4802.0,3221.8
2022-01-12,7183.8,4856.8,3250.0
2022-01-13,7109.6,4770.6,3190.8
2022-01-14,7086.0,4726.4,3141.0
2022-01-17,7149.2,4766.0,3151.0
2022-01-18,7165.2,4814.6,3191.2
2022-01-19,7133.6,4792.8,3195.0
2022-01-20,7085.8,4833.8,3239.4
2022-01-21,7009.2,4805.2,3236.6
2022-01-24,7004.2,4803.4,3222.4
2022-01-25,6762.2,4690.8,3148.6
2022-01-26,6786.2,4718.4,3166.6
2022-01-27,6622.0,4637.8,3127.8
2022-01-28,6561.0,4540.6,3036.8
2022-02-07,6661.6,4627.2,3112.6
2022-02-08,6742.4,4607.2,3117.0
2022-02-09,6841.8,4648.4,3139.0
2022-02-10,6836.4,4636.2,3146.0
2022-02-11,6753.8,4595.2,3141.8
2022-02-14,6698.0,4552.2,3111.0
2022-02-15,6756.6,4591.8,3123.0
2022-02-16,6768.0,4612.0,3140.0
2022-02-17,6764.0,4619.6,3144.0
2022-02-18,6829.4,4648.8,3171.0
2022-02-21,6843.2,4627.4,3154.2
2022-02-22,6785.6,4569.4,3104.6
2022-02-23,6885.2,4617.2,3123.8
2022-02-24,6773.6,4534.0,3066.6
2022-02-25,6818.2,4572.0,3076.6
2022-02-28,6848.0,4574.4,3084.8
2022-03-01,6858.6,4608.6,3128.4
2022-03-02,6867.4,4575.0,3111.6
2022-03-03,6853.4,4546.8,3099.0
2022-03-04,6817.0,4499.4,3069.6
2022-03-07,6660.6,4339.4,2969.4
2022-03-08,6386.0,4235.0,2929.6
2022-03-09,6261.4,4198.0,2907.6
2022-03-10,6354.2,4258.8,2931.0
2022-03-11,6463.6,4307.6,2947.6
2022-03-14,6295.8,4152.2,2845.0
2022-03-15,5852.2,3917.2,2652.8
2022-03-16,6144.0,4140.0,2825.2
2022-03-17,6225.2,4210.2,2865.6
2022-03-18,6293.0,4232.6,2908.8
2022-03-21,6304.6,4215.0,2877.0
2022-03-22,6308.0,4213.2,2885.2
2022-03-23,6352.6,4241.2,2901.6
2022-03-24,6299.8,4218.8,2890.6
2022-03-25,6211.0,4137.0,2844.2
2022-03-28,6258.8,4128.2,2849.8
2022-03-29,6216.0,4113.2,2837.0
2022-03-30,6375.0,4254.2,2919.0
2022-03-31,6318.6,4218.8,2900.0
2022-04-01,6368.4,4268.0,2940.6
2022-04-06,6349.0,4242.0,2924.0
2022-04-07,6195.4,4195.2,2900.8
2022-04-08,6210.0,4233.8,2928.0
2022-04-11,6007.0,4100.0,2848.2
2022-04-12,6098.0,4168.8,2890.2
2022-04-13,6002.2,4137.2,2887.8
2022-04-14,6087.4,4184.6,2935.4
2022-04-15,6018.0,4182.4,2941.4
2022-04-18,6051.0,4158.2,2893.8
2022-04-19,6066.6,4134.8,2865.0
2022-04-20,5904.2,4054.6,2834.0
2022-04-21,5719.4,3998.8,2801.2
2022-04-22,5686.6,4011.8,2815.2
2022-04-25,5316.8,3809.8,2679.2
2022-04-26,5170.8,3782.0,2681.2
2022-04-27,5414.4,3885.8,2731.8
2022-04-28,5393.0,3916.0,2768.6
2022-04-29,5619.0,4019.4,2811.0
2022-05-05,5652.2,3995.0,2795.6
2022-05-06,5504.2,3880.2,2711.4
2022-05-09,5547.0,3853.2,2683.8
2022-05-10,5672.2,3914.0,2715.8
2022-05-11,5702.4,3955.4,2734.0
2022-05-12,5670.4,3928.4,2706.4
2022-05-13,5740.2,3960.4,2738.0
2022-05-16,5701.0,3914.2,2705.6
2022-05-17,5746.0,3975.0,2743.2
2022-05-18,5722.0,3958.0,2734.0
2022-05-19,5781.2,3972.4,2733.4
2022-05-20,5891.2,4063.0,2805.0
2022-05-23,5888.0,4015.0,2766.0
2022-05-24,5678.2,3938.6,2725.8
2022-05-25,5768.6,3958.0,2732.0
2022-05-26,5852.8,3969.6,2727.0
2022-05-27,5845.0,3983.2,2750.6
2022-05-30,5872.4,4001.8,2762.6
2022-05-31,5975.0,4069.2,2797.4
2022-06-01,5970.0,4059.2,2784.8
2022-06-02,6050.2,4070.6,2782.2
2022-06-06,6157.8,4144.4,2814.0
2022-06-07,6148.0,4152.4,2835.4
2022-06-08,6190.0,4202.6,2870.8
2022-06-09,6069.8,4133.0,2825.4
2022-06-10,6202.0,4199.4,2856.2
2022-06-13,6166.6,4146.8,2805.2
2022-06-14,6243.2,4194.4,2850.0
2022-06-15,6206.8,4244.8,2889.4
2022-06-16,6211.6,4211.4,2857.2
2022-06-17,6282.4,4277.2,2900.2
2022-06-20,6265.0,4282.6,2885.2
2022-06-21,6224.2,4286.4,2895.2
2022-06-22,6115.2,4231.0,2863.2
2022-06-23,6273.2,4315.8,2908.0
2022-06-24,6348.6,4366.2,2949.0
2022-06-27,6363.6,4410.6,2982.8
2022-06-28,6477.0,4465.4,3012.6
2022-06-29,6382.2,4413.4,2988.0
2022-06-30,6425.8,4461.8,3039.2
2022-07-01,6413.2,4445.2,3027.4
2022-07-04,6491.8,4472.2,3032.6
2022-07-05,6476.4,4459.4,3029.6
2022-07-06,6401.6,4400.4,2975.0
2022-07-07,6421.6,4416.6,2967.8
2022-07-08,6343.0,4393.2,2964.8
2022-07-11,6263.2,4319.2,2921.6
2022-07-12,6183.0,4284.0,2901.8
2022-07-13,6198.4,4287.2,2893.6
2022-07-14,6266.4,4294.0,2874.4
2022-07-15,6142.4,4210.0,2823.8
2022-07-18,6270.0,4273.0,2873.8
2022-07-19,6287.4,4254.2,2859.8
2022-07-20,6373.0,4262.8,2864.0
2022-07-21,6310.2,4216.6,2831.0
2022-07-22,6244.8,4224.2,2848.8
2022-07-25,6173.6,4206.6,2840.0
2022-07-26,6273.4,4235.8,2851.0
2022-07-27,6298.0,4213.0,2827.2
2022-07-28,6305.6,4214.8,2823.8
2022-07-29,6255.2,4152.4,2784.8
2022-08-01,6311.4,4174.0,2778.0
2022-08-02,6167.4,4109.4,2731.8
2022-08-03,6102.6,4059.8,2713.6
2022-08-04,6124.4,4091.0,2740.2
2022-08-05,6258.0,4156.8,2777.0
2022-08-08,6258.2,4135.2,2762.2
2022-08-09,6273.6,4140.0,2761.8
2022-08-10,6254.0,4093.4,2728.6
2022-08-11,6389.8,4186.2,2790.0
2022-08-12,6386.6,4189.0,2799.8
2022-08-15,6398.4,4177.2,2784.8
2022-08-16,6424.0,4167.0,2768.2
2022-08-17,6463.6,4206.8,2784.6
2022-08-18,6439.0,4170.6,2761.4
2022-08-19,6350.2,4142.0,2756.2
2022-08-22,6428.6,4168.2,2755.0
2022-08-23,6432.0,4154.6,2736.8
2022-08-24,6247.4,4080.2,2708.2
2022-08-25,6278.4,4115.0,2757.2
2022-08-26,6269.0,4107.4,2757.8
2022-08-29,6272.0,4084.0,2735.2
2022-08-30,6267.0,4076.6,2730.6
2022-08-31,6139.4,4081.4,2764.0
2022-09-01,6115.0,4043.6,2736.8
2022-09-02,6130.2,4020.2,2712.4
2022-09-05,6158.4,4017.6,2702.8
2022-09-06,6272.6,4046.8,2724.4
2022-09-07,6293.0,4055.8,2716.4
2022-09-08,6238.8,4033.2,2707.4
2022-09-09,6284.6,4094.8,2765.4
2022-09-13,6262.0,4106.4,2769.0
2022-09-14,6223.0,4066.4,2752.4
2022-09-15,6068.0,4029.0,2748.0
2022-09-16,5918.0,3937.2,2687.4
2022-09-19,5876.8,3929.0,2681.8
2022-09-20,5918.6,3928.6,2674.6
2022-09-21,5949.2,3896.6,2651.4
2022-09-22,5938.6,3870.0,2631.6
2022-09-23,5873.4,3864.4,2632.0
2022-09-26,5804.4,3841.4,2615.0
2022-09-27,5912.6,3890.2,2642.0
2022-09-28,5772.0,3836.6,2613.4
2022-09-29,5790.8,3837.6,2611.8
2022-09-30,5710.2,3808.4,2610.0
