,BTCUSDT,ETHUSDT,APTUSDT,SOLUSDT,DOGEUSDT,XRPUSDT,GALAUSDT,ETCUSDT,BNBUSDT,GMTUSDT,LTCUSDT,MATICUSDT
5164,-0.0017973849823996746,-0.5164065524743463,,-0.303497802510458,0.04938927136590132,0.11172234221981692,-0.3193887872533021,-0.22876182389255906,0.0007588934205171594,-0.12860041862090377,-0.11444517231140627,-0.7379857361102427
5165,-0.003400914480841677,-0.5164065524743463,,-0.303497802510458,0.04938927136590132,0.10957871949741593,-0.3179153098466223,-0.22846056132854065,-0.003024125757745244,-0.1280641105655569,-0.11240954890173704,-0.7403018274304147
5166,0.004508704706475242,-0.5164065524743463,,-0.303497802510458,0.04938927136590132,0.11706535051345879,-0.2980759919256516,-0.24655825051920988,0.004120135892644816,-0.14403752394463054,-0.1220591172105232,-0.7522408059844716
5167,0.004800920003728115,-0.5164065524743463,,-0.303497802510458,0.04938927136590132,0.11706535051345879,-0.2974068718185924,-0.25001585306222085,0.0055064575192622645,-0.1424033590029159,-0.12154629669770278,-0.7540309156286874
5168,-0.0014689731726398314,-0.5164065524743463,,-0.303497802510458,0.04938927136590132,0.12299207465138973,-0.2830111570546151,-0.2707774860122194,-0.007315745658270867,-0.14958195373861316,-0.12598846310809053,-0.7540309156286874
5169,0.0014663702932591338,-0.5164065524743463,,-0.303497802510458,0.04938927136590132,0.12461809091155229,-0.2867475700980934,-0.2613766802288666,-0.005379120061423048,-0.14333743138979638,-0.12101163111907387,-0.7540309156286874
5170,0.0012082561017909832,-0.5164065524743463,,-0.303497802510458,0.04938927136590132,0.1243466468290334,-0.28810120799995464,-0.2622542208505051,-0.004545981127174414,-0.14758348473764615,-0.12186545625568601,-0.7540309156286874
5171,0.002087821307766635,-0.5164065524743463,,-0.303497802510458,0.05149263675051652,0.12271842430528845,-0.286918375962104,-0.2616309031001155,-0.006947421991693181,-0.14725547249185567,-0.12254910007725495,-0.7540309156286874
5172,0.0026037291963478815,-0.5164065524743463,,-0.303497802510458,0.049384837894750455,0.1232602828802003,-0.2772753375591265,-0.25990368957688303,-0.006947421991693181,-0.14616245686173224,-0.12220704432216678,-0.7540309156286874
5173,0.008345707250979828,-0.5164065524743463,,-0.303497802510458,0.041271857125519396,0.11810983560451582,-0.29094120705007265,-0.2408805678628233,-0.006947421991693181,-0.13950234112857351,-0.09878423700467676,-0.7540309156286874
5174,0.0038052888373021343,-0.5164065524743463,,-0.303497802510458,0.04514667083639878,0.12593076332835618,-0.2799873816371977,-0.2570798411146056,-0.006947421991693181,-0.14243075761447377,-0.1083064555145331,-0.7468944303476882
5175,0.003949324453381697,-0.5164065524743463,,-0.303497802510458,0.04275289465447174,0.12484351135771199,-0.2890178808704572,-0.25840501662987325,-0.006947421991693181,-0.13786206404327828,-0.10257193029948841,-0.7522852659272031
5176,-0.010687823528446105,-0.5164065524743463,,-0.303497802510458,0.05902155137088971,0.13434663381223277,-0.271118522545567,-0.28802105276764856,-0.006947421991693181,-0.14349281661501623,-0.11766500425555093,-0.7392155608333693
5177,-0.008654952130813798,-0.5164065524743463,,-0.303497802510458,0.053559557743215636,0.13078303732100482,-0.2754170094781667,-0.2801655932232654,-0.006947421991693181,-0.14588854785752958,-0.10881092627155642,-0.7479308975622885
5178,-0.012818524847478696,-0.5164065524743463,,-0.303497802510458,0.05310686421673305,0.12695894554280218,-0.27267775250162174,-0.2778561910697479,-0.006947421991693181,-0.15920587129383568,-0.10881092627155642,-0.7477064810452329
5179,-0.0168796683589697,-0.5164065524743463,,-0.303497802510458,0.05446433028008135,0.12886370744756404,-0.2702743190252269,-0.2836163938288849,-0.006947421991693181,-0.15887397617269394,-0.1118489009551007,-0.7471453138173989
5180,-0.014241416379166538,-0.5164065524743463,,-0.303497802510458,0.04887605056402644,0.12422902914876355,-0.2733718925925991,-0.28184935347663553,-0.006947421991693181,-0.15422898612624414,-0.1099867035621771,-0.7462469421161076
5181,-0.014925912541098652,-0.5164065524743463,,-0.303497802510458,0.05157956513296602,0.12612862209313258,-0.26771054416233653,-0.2879507935321557,-0.006947421991693181,-0.1611642569320565,-0.1116764636162495,-0.740065083062494
5182,-0.009401714150321872,-0.5164065524743463,,-0.303497802510458,0.04450125187995391,0.12096277108715126,-0.2768547815674435,-0.27942616521176933,-0.006947421991693181,-0.16304874867354857,-0.10727565115856486,-0.740065083062494
5183,-0.009322093146300836,-0.5164065524743463,,-0.303497802510458,0.039117671799200116,0.1177168960533399,-0.28642906777021315,-0.27607975394936446,-0.006947421991693181,-0.15627398190322417,-0.10272560060244773,-0.740065083062494
5184,-0.008844405156173019,-0.5164065524743463,,-0.303497802510458,0.04001013052298419,0.11798651050467446,-0.2810099314450649,-0.2678566372156095,-0.006947421991693181,-0.1555017811310233,-0.09886718758449775,-0.740065083062494
5185,0.0024775840832952367,-0.5164065524743463,,-0.303497802510458,0.029737687468048724,0.11178370575818053,-0.3029748556745899,-0.22947187704906646,-0.006947421991693181,-0.144368624164533,-0.08633376512460478,-0.740065083062494
5186,0.00940193208423945,-0.5164065524743463,,-0.303497802510458,0.025611545410872183,0.10937148383376338,-0.3064736893966826,-0.22656074884957178,-0.006947421991693181,-0.13804571998923598,-0.07560592224624196,-0.740065083062494
5187,0.014798255811566574,-0.5164065524743463,,-0.303497802510458,0.02252965518486716,0.1053607886465977,-0.3064736893966826,-0.23231133760032485,-0.006947421991693181,-0.13371249498652782,-0.07103374719725442,-0.740065083062494
5188,0.01410304670907725,-0.5164065524743463,,-0.303497802510458,0.02589468810366735,0.104295542308382,-0.3034965144049525,-0.22997025574508634,-0.006947421991693181,-0.1324181362334267,-0.07070864966799562,-0.740065083062494
5189,0.01590061308075863,-0.5164065524743463,,-0.303497802510458,0.02589468810366735,0.10509362690534929,-0.3049895469198828,-0.22988743543754697,-0.006947421991693181,-0.13403399317622544,-0.06729623497836279,-0.740065083062494
5190,0.01966614103106923,-0.5164065524743463,,-0.303497802510458,0.02589468810366735,0.1013662573632832,-0.31029019293611604,-0.23314530401844158,-0.006947421991693181,-0.13101284513997158,-0.06600068841965845,-0.740065083062494
5191,0.015609642253605283,-0.5164065524743463,,-0.303497802510458,0.02589468810366735,0.10879331306620099,-0.3007334290540926,-0.23044840270301425,-0.006947421991693181,-0.13380974703325899,-0.0702057668605447,-0.740065083062494
5192,0.014056371540093093,-0.5164065524743463,,-0.303497802510458,0.02589468810366735,0.11226739109933825,-0.2987370890108386,-0.2335113166102991,-0.006947421991693181,-0.1342412464938847,-0.07118026742900341,-0.740065083062494
5193,0.013235314450697255,-0.5164065524743463,,-0.303497802510458,0.02589468810366735,0.11065838064077027,-0.3044047002793834,-0.22750506124757108,-0.006947421991693181,-0.13305411072872175,-0.07768327507003736,-0.740065083062494
5194,0.01604650211261094,-0.5164065524743463,,-0.303497802510458,0.02589468810366735,0.10905195493795905,-0.31169792089930703,-0.2270648477440218,-0.006947421991693181,-0.12658650266577043,-0.06999222614187506,-0.740065083062494
5195,0.007157862406570126,-0.5164065524743463,,-0.303497802510458,0.02589468810366735,0.10049809233437712,-0.3172927867870806,-0.27340443302535933,-0.006947421991693181,-0.12123146357398507,-0.06235987797688636,-0.740065083062494
5196,0.023466159760479388,-0.5164065524743463,,-0.3242396277910825,0.02589468810366735,0.11215989991455211,-0.3172927867870806,-0.2536656888405353,-0.006947421991693181,-0.13625223698402023,-0.07944287555948093,-0.740065083062494
5197,0.022088587676955984,-0.5136574851936021,,-0.3277282896400733,0.02589468810366735,0.11430524719264279,-0.32364836464290925,-0.25296856314340976,-0.006947421991693181,-0.13538699796174036,-0.07977079816974497,-0.7401745401553136
5198,0.01684626022243585,-0.5185471415528257,,-0.3277282896400733,0.02589468810366735,0.11403650223161088,-0.33029619578799807,-0.25597366107740493,-0.006947421991693181,-0.13257740211129732,-0.07419428513054538,-0.7375472823556418
5199,0.02482847400243937,-0.504504636105302,,-0.3277282896400733,0.02589468810366735,0.12048464838959039,-0.3202252035476151,-0.265635106795689,-0.006947421991693181,-0.1417368848699181,-0.08186024500658517,-0.7540337983508378
5200,0.022839710299770388,-0.5061337200450498,,-0.3277282896400733,0.02589468810366735,0.12075506483091014,-0.32122587065902264,-0.26590685331053987,-0.006947421991693181,-0.13880050640336017,-0.08547628708416577,-0.7538117734840528
5201,0.03177355554489736,-0.500668422293954,,-0.3277282896400733,0.02589468810366735,0.12616485655392862,-0.31639414789994236,-0.272294632266206,-0.006947421991693181,-0.14357170570936761,-0.08154572697935081,-0.7570304194329984
5202,0.03264563200715909,-0.5019250133847833,,-0.3277282896400733,0.02589468810366735,0.12616485655392862,-0.31086928602148933,-0.27035230037366353,-0.006947421991693181,-0.1416104941164279,-0.08154572697935081,-0.7554715729793742
5203,0.027228775275343953,-0.5108842524499481,,-0.3277282896400733,0.02589468810366735,0.12099760063878051,-0.315583090735294,-0.261396668974346,-0.006947421991693181,-0.13965312134565788,-0.08730041293791702,-0.7508023122789851
5204,0.025178405990748276,-0.5099022498788868,,-0.3277282896400733,0.02589468810366735,0.11693915908033903,-0.3194369781347578,-0.2565526779587316,-0.006947421991693181,-0.13455218798338298,-0.09007955303927384,-0.7449375341446485
5205,0.01964502941203805,-0.5214595688191879,,-0.3277282896400733,0.02589468810366735,0.11020243043576872,-0.32310915306381804,-0.25633723036635836,-0.006947421991693181,-0.1315287563885229,-0.09855689245890209,-0.7407571161028443
5206,0.013839030312595701,-0.5315067422418818,,-0.3277282896400733,0.02589468810366735,0.10538444328373431,-0.33425167759400265,-0.24047831814234122,-0.006947421991693181,-0.1273302420166852,-0.1055080725429628,-0.7278298593105568
5207,0.010946331364212414,-0.5443810024675313,,-0.3277282896400733,0.02589468810366735,0.10351976560659004,-0.340008256541371,-0.22545009051902765,-0.006947421991693181,-0.12229164853469554,-0.10807670314177475,-0.7245852129770072
5208,0.012877819339626728,-0.5451351198910976,,-0.3277282896400733,0.02589468810366735,0.10830572678712702,-0.3355928845053938,-0.24153532135253508,-0.006947421991693181,-0.11407831520136213,-0.09991016991519341,-0.7367671879662266
5209,0.014512010049682611,-0.5426731424860679,,-0.32351932702556474,0.02589468810366735,0.1099087190393313,-0.32491614337530184,-0.24556929162854357,-0.006947421991693181,-0.11608847178198001,-0.10297765457777008,-0.7351301695224856
5210,0.012801916188359574,-0.5461157314051989,,-0.3294865075327751,0.02589468810366735,0.10616239846132758,-0.3343798657727781,-0.2220668401256657,-0.006947421991693181,-0.11725459072611233,-0.09925295822149494,-0.7270674107515115
5211,0.016801090552361897,-0.5430929687380417,,-0.3294865075327751,0.02589468810366735,0.10909494978097567,-0.3312548657727781,-0.21170495519986499,-0.006947421991693181,-0.12224291592246139,-0.10393188690816801,-0.7170155300770628
5212,0.015121601048091904,-0.5419459087277817,,-0.3294865075327751,0.02589468810366735,0.10856019042268694,-0.3385143939034496,-0.21265836686756234,-0.006947421991693181,-0.11893624925579482,-0.10522869352188169,-0.7227940212488123
5213,0.015643137036230326,-0.5366945352916521,,-0.3294865075327751,0.02589468810366735,0.10802571687912721,-0.345885401274457,-0.2187969756215279,-0.006947421991693181,-0.12201938767807852,-0.10522869352188169,-0.7234398074935654
5214,0.01606144603289239,-0.5362652461712307,,-0.3294865075327751,0.02589468810366735,0.10802571687912721,-0.34377158013624565,-0.21861531315039928,-0.006947421991693181,-0.11786027495545925,-0.10490407089568465,-0.7151468618823645
5215,0.01530213476272857,-0.5350290589672193,,-0.3294865075327751,0.02589468810366735,0.10695734081075114,-0.34344568800654063,-0.22227384973576514,-0.006947421991693181,-0.11701065728341165,-0.10490407089568465,-0.7190990088595062
5216,0.017647316147851422,-0.5278874885190261,,-0.3294865075327751,0.02589468810366735,0.1085581945994386,-0.3416526969714958,-0.23055531539893337,-0.006947421991693181,-0.12210403589122154,-0.10993408874413513,-0.7263912340605786
5217,0.01677444808488393,-0.5298656931520049,,-0.3294865075327751,0.025750927321608663,0.1085581945994386,-0.33936660944700203,-0.2313431098371047,-0.006947421991693181,-0.12093082770009533,-0.11335874627838172,-0.7266072867774415
5218,0.016295221065114607,-0.532494197824902,,-0.3314662155258463,0.02086376331413431,0.1085581945994386,-0.3418216012636959,-0.22448389457337992,-0.006947421991693181,-0.12039817616073223,-0.11188599222830808,-0.7234738453944053
5219,0.017386990076135977,-0.5298143259926854,,-0.32627974973182305,0.01700165488901617,0.10882543137121836,-0.33431139718206315,-0.23181841117392277,-0.006947421991693181,-0.12295354242989753,-0.11335658046360231,-0.7234738453944053
5220,0.01671738868336503,-0.5296799723505334,,-0.32528670107243873,0.018294015601250546,0.10909273957758026,-0.3367789082858631,-0.23003039613356102,-0.006947421991693181,-0.12348727428301443,-0.1112292690579404,-0.7234738453944053
5221,0.015944624518899997,-0.5290782208446941,,-0.3272747726430152,0.018724246491828467,0.10855798021929153,-0.3426863582366343,-0.22845555164945375,-0.006947421991693181,-0.12348727428301443,-0.10959634939758756,-0.7234738453944053
5222,0.014551272061121279,-0.5322173968256135,,-0.33124302661126914,0.020444429978066836,0.10588561250149353,-0.3451333402920992,-0.22874381916170505,-0.006947421991693181,-0.12167161690824146,-0.10600978272005257,-0.7234738453944053
5223,0.015524830892506003,-0.5322173968256135,,-0.3300078487456566,0.018727200441718828,0.10721823510277284,-0.33764757951097646,-0.21975252210812413,-0.006947421991693181,-0.12327076402977655,-0.10357313554656322,-0.7234738453944053
5224,0.017452286134149397,-0.5322173968256135,,-0.3277817789954711,0.01743706282703983,0.1090863962983959,-0.33059724339030094,-0.22073122862842565,-0.006947421991693181,-0.1269013032716345,-0.09673385855584515,-0.7234738453944053
